Query,Time,Value,Unit
"text='rigged' and channel=""MSNBC""",2020-05-26,5,seconds
"text='rigged' and channel=""MSNBC""",2020-05-27,10,seconds
"text='rigged' and channel=""MSNBC""",2020-05-28,6,seconds
"text='rigged' and channel=""MSNBC""",2020-05-29,1,seconds
"text='rigged' and channel=""MSNBC""",2020-05-30,3,seconds
"text='rigged' and channel=""MSNBC""",2020-05-31,2,seconds
"text='rigged' and channel=""MSNBC""",2020-06-05,1,seconds
"text='rigged' and channel=""MSNBC""",2020-06-06,4,seconds
"text='rigged' and channel=""MSNBC""",2020-06-07,1,seconds
"text='rigged' and channel=""MSNBC""",2020-06-10,1,seconds
"text='rigged' and channel=""MSNBC""",2020-06-11,1,seconds
"text='rigged' and channel=""MSNBC""",2020-06-12,2,seconds
"text='rigged' and channel=""MSNBC""",2020-06-20,1,seconds
"text='rigged' and channel=""MSNBC""",2020-06-22,7,seconds
"text='rigged' and channel=""MSNBC""",2020-06-23,4,seconds
"text='rigged' and channel=""MSNBC""",2020-06-24,5,seconds
"text='rigged' and channel=""MSNBC""",2020-06-28,2,seconds
"text='rigged' and channel=""MSNBC""",2020-07-02,3,seconds
"text='rigged' and channel=""MSNBC""",2020-07-03,3,seconds
"text='rigged' and channel=""MSNBC""",2020-07-05,1,seconds
"text='rigged' and channel=""MSNBC""",2020-07-11,1,seconds
"text='rigged' and channel=""MSNBC""",2020-07-12,1,seconds
"text='rigged' and channel=""MSNBC""",2020-07-13,2,seconds
"text='rigged' and channel=""MSNBC""",2020-07-14,3,seconds
"text='rigged' and channel=""MSNBC""",2020-07-15,4,seconds
"text='rigged' and channel=""MSNBC""",2020-07-16,5.461,seconds
"text='rigged' and channel=""MSNBC""",2020-07-17,1,seconds
"text='rigged' and channel=""MSNBC""",2020-07-19,4,seconds
"text='rigged' and channel=""MSNBC""",2020-07-20,2,seconds
"text='rigged' and channel=""MSNBC""",2020-07-21,2,seconds
"text='rigged' and channel=""MSNBC""",2020-07-22,1,seconds
"text='rigged' and channel=""MSNBC""",2020-07-23,5,seconds
"text='rigged' and channel=""MSNBC""",2020-07-24,6,seconds
"text='rigged' and channel=""MSNBC""",2020-07-25,2,seconds
"text='rigged' and channel=""MSNBC""",2020-07-26,5,seconds
"text='rigged' and channel=""MSNBC""",2020-07-27,2,seconds
"text='rigged' and channel=""MSNBC""",2020-07-28,5,seconds
"text='rigged' and channel=""MSNBC""",2020-07-29,2,seconds
"text='rigged' and channel=""MSNBC""",2020-07-30,5.851,seconds
"text='rigged' and channel=""MSNBC""",2020-07-31,25.033,seconds
"text='rigged' and channel=""MSNBC""",2020-08-01,8,seconds
"text='rigged' and channel=""MSNBC""",2020-08-02,7,seconds
"text='rigged' and channel=""MSNBC""",2020-08-03,7,seconds
"text='rigged' and channel=""MSNBC""",2020-08-04,2,seconds
"text='rigged' and channel=""MSNBC""",2020-08-05,6,seconds
"text='rigged' and channel=""MSNBC""",2020-08-06,3,seconds
"text='rigged' and channel=""MSNBC""",2020-08-07,1,seconds
"text='rigged' and channel=""MSNBC""",2020-08-08,3,seconds
"text='rigged' and channel=""MSNBC""",2020-08-09,1,seconds
"text='rigged' and channel=""MSNBC""",2020-08-10,5,seconds
"text='rigged' and channel=""MSNBC""",2020-08-11,7,seconds
"text='rigged' and channel=""MSNBC""",2020-08-12,2,seconds
"text='rigged' and channel=""MSNBC""",2020-08-13,7,seconds
"text='rigged' and channel=""MSNBC""",2020-08-14,1,seconds
"text='rigged' and channel=""MSNBC""",2020-08-15,1,seconds
"text='rigged' and channel=""MSNBC""",2020-08-16,2,seconds
"text='rigged' and channel=""MSNBC""",2020-08-17,6,seconds
"text='rigged' and channel=""MSNBC""",2020-08-18,41,seconds
"text='rigged' and channel=""MSNBC""",2020-08-19,13,seconds
"text='rigged' and channel=""MSNBC""",2020-08-20,6,seconds
"text='rigged' and channel=""MSNBC""",2020-08-21,12,seconds
"text='rigged' and channel=""MSNBC""",2020-08-22,7,seconds
"text='rigged' and channel=""MSNBC""",2020-08-23,1,seconds
"text='rigged' and channel=""MSNBC""",2020-08-24,14.914,seconds
"text='rigged' and channel=""MSNBC""",2020-08-25,10,seconds
"text='rigged' and channel=""MSNBC""",2020-08-26,12.566,seconds
"text='rigged' and channel=""MSNBC""",2020-08-28,5,seconds
"text='rigged' and channel=""MSNBC""",2020-08-29,2,seconds
"text='rigged' and channel=""MSNBC""",2020-08-30,3,seconds
"text='rigged' and channel=""MSNBC""",2020-08-31,2,seconds
"text='rigged' and channel=""MSNBC""",2020-09-01,1,seconds
"text='rigged' and channel=""MSNBC""",2020-09-02,4,seconds
"text='rigged' and channel=""MSNBC""",2020-09-03,9,seconds
"text='rigged' and channel=""MSNBC""",2020-09-04,3,seconds
"text='rigged' and channel=""MSNBC""",2020-09-05,5,seconds
"text='rigged' and channel=""MSNBC""",2020-09-06,2,seconds
"text='rigged' and channel=""MSNBC""",2020-09-07,2,seconds
"text='rigged' and channel=""MSNBC""",2020-09-08,4,seconds
"text='rigged' and channel=""MSNBC""",2020-09-09,12,seconds
"text='rigged' and channel=""MSNBC""",2020-09-10,2,seconds
"text='rigged' and channel=""MSNBC""",2020-09-11,4,seconds
"text='rigged' and channel=""MSNBC""",2020-09-12,3,seconds
"text='rigged' and channel=""MSNBC""",2020-09-13,4,seconds
"text='rigged' and channel=""MSNBC""",2020-09-14,7,seconds
"text='rigged' and channel=""MSNBC""",2020-09-15,10,seconds
"text='rigged' and channel=""MSNBC""",2020-09-16,8,seconds
"text='rigged' and channel=""MSNBC""",2020-09-17,3,seconds
"text='rigged' and channel=""MSNBC""",2020-09-18,5,seconds
"text='rigged' and channel=""MSNBC""",2020-09-19,1,seconds
"text='rigged' and channel=""MSNBC""",2020-09-21,3,seconds
"text='rigged' and channel=""MSNBC""",2020-09-22,4,seconds
"text='rigged' and channel=""MSNBC""",2020-09-23,9,seconds
"text='rigged' and channel=""MSNBC""",2020-09-24,26,seconds
"text='rigged' and channel=""MSNBC""",2020-09-25,21,seconds
"text='rigged' and channel=""MSNBC""",2020-09-26,7,seconds
"text='rigged' and channel=""MSNBC""",2020-09-27,1,seconds
"text='rigged' and channel=""MSNBC""",2020-09-28,4,seconds
"text='rigged' and channel=""MSNBC""",2020-09-29,4,seconds
"text='rigged' and channel=""MSNBC""",2020-09-30,10,seconds
"text='rigged' and channel=""MSNBC""",2020-10-01,15,seconds
"text='rigged' and channel=""MSNBC""",2020-10-03,1,seconds
"text='rigged' and channel=""MSNBC""",2020-10-07,2,seconds
"text='rigged' and channel=""MSNBC""",2020-10-08,3,seconds
"text='rigged' and channel=""MSNBC""",2020-10-09,5,seconds
"text='rigged' and channel=""MSNBC""",2020-10-10,2,seconds
"text='rigged' and channel=""MSNBC""",2020-10-11,1,seconds
"text='rigged' and channel=""MSNBC""",2020-10-12,3,seconds
"text='rigged' and channel=""MSNBC""",2020-10-13,5,seconds
"text='rigged' and channel=""MSNBC""",2020-10-14,1,seconds
"text='rigged' and channel=""MSNBC""",2020-10-15,1,seconds
"text='rigged' and channel=""MSNBC""",2020-10-16,2,seconds
"text='rigged' and channel=""MSNBC""",2020-10-17,2,seconds
"text='rigged' and channel=""MSNBC""",2020-10-18,2,seconds
"text='rigged' and channel=""MSNBC""",2020-10-19,6,seconds
"text='rigged' and channel=""MSNBC""",2020-10-20,1,seconds
"text='rigged' and channel=""MSNBC""",2020-10-22,5,seconds
"text='rigged' and channel=""MSNBC""",2020-10-23,3,seconds
"text='rigged' and channel=""MSNBC""",2020-10-24,1,seconds
"text='rigged' and channel=""MSNBC""",2020-10-25,1,seconds
"text='rigged' and channel=""MSNBC""",2020-10-29,8,seconds
"text='rigged' and channel=""MSNBC""",2020-10-30,5,seconds
"text='rigged' and channel=""MSNBC""",2020-10-31,1,seconds
"text='rigged' and channel=""MSNBC""",2020-11-01,1,seconds
"text='rigged' and channel=""MSNBC""",2020-11-02,4,seconds
"text='rigged' and channel=""MSNBC""",2020-11-03,9,seconds
"text='rigged' and channel=""MSNBC""",2020-11-04,3,seconds
"text='rigged' and channel=""MSNBC""",2020-11-05,4,seconds
"text='rigged' and channel=""MSNBC""",2020-11-06,11,seconds
"text='rigged' and channel=""MSNBC""",2020-11-07,2,seconds
"text='rigged' and channel=""MSNBC""",2020-11-08,3,seconds
"text='rigged' and channel=""MSNBC""",2020-11-09,16,seconds
"text='rigged' and channel=""MSNBC""",2020-11-10,3,seconds
"text='rigged' and channel=""MSNBC""",2020-11-11,5,seconds
"text='rigged' and channel=""MSNBC""",2020-11-12,9,seconds
"text='rigged' and channel=""MSNBC""",2020-11-13,6,seconds
"text='rigged' and channel=""MSNBC""",2020-11-14,2,seconds
"text='rigged' and channel=""MSNBC""",2020-11-15,25,seconds
"text='rigged' and channel=""MSNBC""",2020-11-16,5,seconds
"text='rigged' and channel=""MSNBC""",2020-11-17,3,seconds
"text='rigged' and channel=""MSNBC""",2020-11-18,15,seconds
"text='rigged' and channel=""MSNBC""",2020-11-19,14,seconds
"text='rigged' and channel=""MSNBC""",2020-11-20,13,seconds
"text='rigged' and channel=""MSNBC""",2020-11-21,2,seconds
"text='rigged' and channel=""MSNBC""",2020-11-23,10,seconds
"text='rigged' and channel=""MSNBC""",2020-11-24,6,seconds
"text='rigged' and channel=""MSNBC""",2020-11-25,8,seconds
"text='rigged' and channel=""MSNBC""",2020-11-26,13,seconds
"text='rigged' and channel=""MSNBC""",2020-11-27,10,seconds
"text='rigged' and channel=""MSNBC""",2020-11-28,11,seconds
"text='rigged' and channel=""MSNBC""",2020-11-29,7.231,seconds
"text='rigged' and channel=""MSNBC""",2020-11-30,38,seconds
"text='rigged' and channel=""MSNBC""",2020-12-01,41,seconds
"text='rigged' and channel=""MSNBC""",2020-12-02,24,seconds
"text='rigged' and channel=""MSNBC""",2020-12-03,37,seconds
"text='rigged' and channel=""MSNBC""",2020-12-04,29,seconds
"text='rigged' and channel=""MSNBC""",2020-12-05,43.963,seconds
"text='rigged' and channel=""MSNBC""",2020-12-06,34,seconds
"text='rigged' and channel=""MSNBC""",2020-12-07,40,seconds
"text='rigged' and channel=""MSNBC""",2020-12-08,13,seconds
"text='rigged' and channel=""MSNBC""",2020-12-09,17,seconds
"text='rigged' and channel=""MSNBC""",2020-12-10,3,seconds
"text='rigged' and channel=""MSNBC""",2020-12-11,3,seconds
"text='rigged' and channel=""MSNBC""",2020-12-12,3,seconds
"text='rigged' and channel=""MSNBC""",2020-12-13,3,seconds
"text='rigged' and channel=""MSNBC""",2020-12-14,1,seconds
"text='rigged' and channel=""MSNBC""",2020-12-15,11,seconds
"text='rigged' and channel=""MSNBC""",2020-12-16,4,seconds
"text='rigged' and channel=""MSNBC""",2020-12-17,3,seconds
"text='rigged' and channel=""MSNBC""",2020-12-18,4,seconds
"text='rigged' and channel=""MSNBC""",2020-12-19,5,seconds
"text='rigged' and channel=""MSNBC""",2020-12-20,7,seconds
"text='rigged' and channel=""MSNBC""",2020-12-21,1,seconds
"text='rigged' and channel=""MSNBC""",2020-12-22,10,seconds
"text='rigged' and channel=""MSNBC""",2020-12-23,5,seconds
"text='rigged' and channel=""MSNBC""",2020-12-24,2,seconds
"text='rigged' and channel=""MSNBC""",2020-12-25,4,seconds
"text='rigged' and channel=""MSNBC""",2020-12-26,2,seconds
"text='rigged' and channel=""MSNBC""",2020-12-27,4,seconds
"text='rigged' and channel=""MSNBC""",2020-12-28,4,seconds
"text='rigged' and channel=""MSNBC""",2021-01-01,1,seconds
"text='rigged' and channel=""MSNBC""",2021-01-02,7,seconds
"text='rigged' and channel=""MSNBC""",2021-01-04,8,seconds
"text='rigged' and channel=""MSNBC""",2021-01-05,27.578,seconds
"text='rigged' and channel=""MSNBC""",2021-01-06,8,seconds
"text='rigged' and channel=""MSNBC""",2021-01-07,8,seconds
"text='rigged' and channel=""MSNBC""",2021-01-08,3,seconds
"text='rigged' and channel=""MSNBC""",2020-01-02,0,seconds
"text='rigged' and channel=""MSNBC""",2020-01-04,0,seconds
"text='rigged' and channel=""MSNBC""",2020-01-06,0,seconds
"text='rigged' and channel=""MSNBC""",2020-01-08,0,seconds
"text='rigged' and channel=""MSNBC""",2020-01-09,0,seconds
"text='rigged' and channel=""MSNBC""",2020-01-11,0,seconds
"text='rigged' and channel=""MSNBC""",2020-01-13,0,seconds
"text='rigged' and channel=""MSNBC""",2020-01-24,0,seconds
"text='rigged' and channel=""MSNBC""",2020-01-27,0,seconds
"text='rigged' and channel=""MSNBC""",2020-01-30,0,seconds
"text='rigged' and channel=""MSNBC""",2020-02-05,0,seconds
"text='rigged' and channel=""MSNBC""",2020-02-10,0,seconds
"text='rigged' and channel=""MSNBC""",2020-02-11,0,seconds
"text='rigged' and channel=""MSNBC""",2020-02-16,0,seconds
"text='rigged' and channel=""MSNBC""",2020-02-18,0,seconds
"text='rigged' and channel=""MSNBC""",2020-02-20,0,seconds
"text='rigged' and channel=""MSNBC""",2020-02-24,0,seconds
"text='rigged' and channel=""MSNBC""",2020-02-26,0,seconds
"text='rigged' and channel=""MSNBC""",2020-02-29,0,seconds
"text='rigged' and channel=""MSNBC""",2020-03-05,0,seconds
"text='rigged' and channel=""MSNBC""",2020-03-09,0,seconds
"text='rigged' and channel=""MSNBC""",2020-03-10,0,seconds
"text='rigged' and channel=""MSNBC""",2020-03-13,0,seconds
"text='rigged' and channel=""MSNBC""",2020-03-15,0,seconds
"text='rigged' and channel=""MSNBC""",2020-03-18,0,seconds
"text='rigged' and channel=""MSNBC""",2020-03-21,0,seconds
"text='rigged' and channel=""MSNBC""",2020-03-23,0,seconds
"text='rigged' and channel=""MSNBC""",2020-03-27,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-02,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-06,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-10,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-12,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-15,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-18,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-20,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-22,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-24,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-25,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-27,0,seconds
"text='rigged' and channel=""MSNBC""",2020-04-29,0,seconds
"text='rigged' and channel=""MSNBC""",2020-05-01,0,seconds
"text='rigged' and channel=""MSNBC""",2020-05-06,0,seconds
"text='rigged' and channel=""MSNBC""",2020-05-10,0,seconds
"text='rigged' and channel=""MSNBC""",2020-05-12,0,seconds
"text='rigged' and channel=""MSNBC""",2020-05-15,0,seconds
"text='rigged' and channel=""MSNBC""",2020-05-19,0,seconds
"text='rigged' and channel=""MSNBC""",2020-05-22,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-01,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-04,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-08,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-09,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-13,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-19,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-21,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-25,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-27,0,seconds
"text='rigged' and channel=""MSNBC""",2020-06-29,0,seconds
"text='rigged' and channel=""MSNBC""",2020-07-01,0,seconds
"text='rigged' and channel=""MSNBC""",2020-07-04,0,seconds
"text='rigged' and channel=""MSNBC""",2020-07-06,0,seconds
"text='rigged' and channel=""MSNBC""",2020-07-10,0,seconds
"text='rigged' and channel=""MSNBC""",2020-07-18,0,seconds
"text='rigged' and channel=""MSNBC""",2020-08-27,0,seconds
"text='rigged' and channel=""MSNBC""",2020-09-20,0,seconds
"text='rigged' and channel=""MSNBC""",2020-10-02,0,seconds
"text='rigged' and channel=""MSNBC""",2020-10-04,0,seconds
"text='rigged' and channel=""MSNBC""",2020-10-06,0,seconds
"text='rigged' and channel=""MSNBC""",2020-10-21,0,seconds
"text='rigged' and channel=""MSNBC""",2020-10-26,0,seconds
"text='rigged' and channel=""MSNBC""",2020-10-28,0,seconds
"text='rigged' and channel=""MSNBC""",2020-11-22,0,seconds
"text='rigged' and channel=""MSNBC""",2020-12-29,0,seconds
"text='rigged' and channel=""MSNBC""",2020-12-31,0,seconds
"text='rigged' and channel=""MSNBC""",2021-01-03,0,seconds
"text='stolen' and channel=""MSNBC""",2020-01-01,9,seconds
"text='stolen' and channel=""MSNBC""",2020-01-04,1,seconds
"text='stolen' and channel=""MSNBC""",2020-01-06,2,seconds
"text='stolen' and channel=""MSNBC""",2020-01-12,1,seconds
"text='stolen' and channel=""MSNBC""",2020-01-13,6,seconds
"text='stolen' and channel=""MSNBC""",2020-01-14,3,seconds
"text='stolen' and channel=""MSNBC""",2020-01-17,2,seconds
"text='stolen' and channel=""MSNBC""",2020-01-20,3,seconds
"text='stolen' and channel=""MSNBC""",2020-01-22,1,seconds
"text='stolen' and channel=""MSNBC""",2020-01-24,1,seconds
"text='stolen' and channel=""MSNBC""",2020-01-25,9,seconds
"text='stolen' and channel=""MSNBC""",2020-01-26,2,seconds
"text='stolen' and channel=""MSNBC""",2020-01-27,1,seconds
"text='stolen' and channel=""MSNBC""",2020-01-31,1,seconds
"text='stolen' and channel=""MSNBC""",2020-02-01,2,seconds
"text='stolen' and channel=""MSNBC""",2020-02-02,1,seconds
"text='stolen' and channel=""MSNBC""",2020-02-03,1,seconds
"text='stolen' and channel=""MSNBC""",2020-02-07,1,seconds
"text='stolen' and channel=""MSNBC""",2020-02-08,1,seconds
"text='stolen' and channel=""MSNBC""",2020-02-09,6,seconds
"text='stolen' and channel=""MSNBC""",2020-02-10,4,seconds
"text='stolen' and channel=""MSNBC""",2020-02-11,3,seconds
"text='stolen' and channel=""MSNBC""",2020-02-12,7,seconds
"text='stolen' and channel=""MSNBC""",2020-02-13,1,seconds
"text='stolen' and channel=""MSNBC""",2020-02-15,1,seconds
"text='stolen' and channel=""MSNBC""",2020-02-17,4,seconds
"text='stolen' and channel=""MSNBC""",2020-02-19,4,seconds
"text='stolen' and channel=""MSNBC""",2020-02-20,6,seconds
"text='stolen' and channel=""MSNBC""",2020-02-21,4,seconds
"text='stolen' and channel=""MSNBC""",2020-02-25,1,seconds
"text='stolen' and channel=""MSNBC""",2020-02-26,2,seconds
"text='stolen' and channel=""MSNBC""",2020-02-27,2,seconds
"text='stolen' and channel=""MSNBC""",2020-02-28,1,seconds
"text='stolen' and channel=""MSNBC""",2020-02-29,2,seconds
"text='stolen' and channel=""MSNBC""",2020-03-01,6,seconds
"text='stolen' and channel=""MSNBC""",2020-03-04,1,seconds
"text='stolen' and channel=""MSNBC""",2020-03-14,5,seconds
"text='stolen' and channel=""MSNBC""",2020-03-16,2,seconds
"text='stolen' and channel=""MSNBC""",2020-03-21,5,seconds
"text='stolen' and channel=""MSNBC""",2020-03-22,1,seconds
"text='stolen' and channel=""MSNBC""",2020-03-23,1,seconds
"text='stolen' and channel=""MSNBC""",2020-03-28,1,seconds
"text='stolen' and channel=""MSNBC""",2020-03-29,7,seconds
"text='stolen' and channel=""MSNBC""",2020-03-31,1,seconds
"text='stolen' and channel=""MSNBC""",2020-04-04,1,seconds
"text='stolen' and channel=""MSNBC""",2020-04-05,2,seconds
"text='stolen' and channel=""MSNBC""",2020-04-08,1,seconds
"text='stolen' and channel=""MSNBC""",2020-04-18,1,seconds
"text='stolen' and channel=""MSNBC""",2020-04-19,1,seconds
"text='stolen' and channel=""MSNBC""",2020-04-20,3,seconds
"text='stolen' and channel=""MSNBC""",2020-04-26,1,seconds
"text='stolen' and channel=""MSNBC""",2020-04-27,2,seconds
"text='stolen' and channel=""MSNBC""",2020-04-28,2,seconds
"text='stolen' and channel=""MSNBC""",2020-04-30,3,seconds
"text='stolen' and channel=""MSNBC""",2020-05-01,2,seconds
"text='stolen' and channel=""MSNBC""",2020-05-02,3,seconds
"text='stolen' and channel=""MSNBC""",2020-05-03,2,seconds
"text='stolen' and channel=""MSNBC""",2020-05-10,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-11,2,seconds
"text='stolen' and channel=""MSNBC""",2020-05-13,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-14,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-16,2,seconds
"text='stolen' and channel=""MSNBC""",2020-05-17,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-23,2,seconds
"text='stolen' and channel=""MSNBC""",2020-05-24,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-25,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-26,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-28,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-29,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-30,1,seconds
"text='stolen' and channel=""MSNBC""",2020-05-31,4,seconds
"text='stolen' and channel=""MSNBC""",2020-06-01,3,seconds
"text='stolen' and channel=""MSNBC""",2020-06-02,3,seconds
"text='stolen' and channel=""MSNBC""",2020-06-03,2,seconds
"text='stolen' and channel=""MSNBC""",2020-06-05,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-06,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-08,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-09,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-10,2,seconds
"text='stolen' and channel=""MSNBC""",2020-06-11,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-12,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-13,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-14,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-15,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-18,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-19,2,seconds
"text='stolen' and channel=""MSNBC""",2020-06-20,2,seconds
"text='stolen' and channel=""MSNBC""",2020-06-21,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-25,1,seconds
"text='stolen' and channel=""MSNBC""",2020-06-26,2,seconds
"text='stolen' and channel=""MSNBC""",2020-06-27,4,seconds
"text='stolen' and channel=""MSNBC""",2020-06-28,6,seconds
"text='stolen' and channel=""MSNBC""",2020-06-29,2,seconds
"text='stolen' and channel=""MSNBC""",2020-07-01,4,seconds
"text='stolen' and channel=""MSNBC""",2020-07-02,4,seconds
"text='stolen' and channel=""MSNBC""",2020-07-03,10,seconds
"text='stolen' and channel=""MSNBC""",2020-07-04,11,seconds
"text='stolen' and channel=""MSNBC""",2020-07-05,1,seconds
"text='stolen' and channel=""MSNBC""",2020-07-06,1,seconds
"text='stolen' and channel=""MSNBC""",2020-07-07,1,seconds
"text='stolen' and channel=""MSNBC""",2020-07-08,1,seconds
