Query,Time,Value,Unit
"text='coup' and channel=""MSNBC""",2020-09-08,1,seconds
"text='coup' and channel=""MSNBC""",2020-09-14,2,seconds
"text='coup' and channel=""MSNBC""",2020-09-15,1,seconds
"text='coup' and channel=""MSNBC""",2020-09-19,3,seconds
"text='coup' and channel=""MSNBC""",2020-09-23,2,seconds
"text='coup' and channel=""MSNBC""",2020-09-24,10,seconds
"text='coup' and channel=""MSNBC""",2020-09-25,11,seconds
"text='coup' and channel=""MSNBC""",2020-09-26,2,seconds
"text='coup' and channel=""MSNBC""",2020-09-27,2,seconds
"text='coup' and channel=""MSNBC""",2020-09-28,2,seconds
"text='coup' and channel=""MSNBC""",2020-09-29,2,seconds
"text='coup' and channel=""MSNBC""",2020-09-30,4,seconds
"text='coup' and channel=""MSNBC""",2020-10-01,1,seconds
"text='coup' and channel=""MSNBC""",2020-10-05,1,seconds
"text='coup' and channel=""MSNBC""",2020-10-08,4,seconds
"text='coup' and channel=""MSNBC""",2020-10-09,1,seconds
"text='coup' and channel=""MSNBC""",2020-10-11,1,seconds
"text='coup' and channel=""MSNBC""",2020-10-19,1,seconds
"text='coup' and channel=""MSNBC""",2020-10-27,1.3,seconds
"text='coup' and channel=""MSNBC""",2020-10-29,1,seconds
"text='coup' and channel=""MSNBC""",2020-10-30,2,seconds
"text='coup' and channel=""MSNBC""",2020-10-31,1,seconds
"text='coup' and channel=""MSNBC""",2020-11-05,1,seconds
"text='coup' and channel=""MSNBC""",2020-11-06,2,seconds
"text='coup' and channel=""MSNBC""",2020-11-07,1,seconds
"text='coup' and channel=""MSNBC""",2020-11-10,4,seconds
"text='coup' and channel=""MSNBC""",2020-11-11,10,seconds
"text='coup' and channel=""MSNBC""",2020-11-12,13,seconds
"text='coup' and channel=""MSNBC""",2020-11-13,1,seconds
"text='coup' and channel=""MSNBC""",2020-11-14,4,seconds
"text='coup' and channel=""MSNBC""",2020-11-15,2,seconds
"text='coup' and channel=""MSNBC""",2020-11-16,1,seconds
"text='coup' and channel=""MSNBC""",2020-11-17,1,seconds
"text='coup' and channel=""MSNBC""",2020-11-18,3,seconds
"text='coup' and channel=""MSNBC""",2020-11-19,17,seconds
"text='coup' and channel=""MSNBC""",2020-11-20,15,seconds
"text='coup' and channel=""MSNBC""",2020-11-21,3,seconds
"text='coup' and channel=""MSNBC""",2020-11-23,26.38,seconds
"text='coup' and channel=""MSNBC""",2020-11-24,1,seconds
"text='coup' and channel=""MSNBC""",2020-11-25,3,seconds
"text='coup' and channel=""MSNBC""",2020-11-29,1,seconds
"text='coup' and channel=""MSNBC""",2020-12-01,32,seconds
"text='coup' and channel=""MSNBC""",2020-12-03,2,seconds
"text='coup' and channel=""MSNBC""",2020-12-04,4,seconds
"text='coup' and channel=""MSNBC""",2020-12-05,6,seconds
"text='coup' and channel=""MSNBC""",2020-12-06,2,seconds
"text='coup' and channel=""MSNBC""",2020-12-07,8,seconds
"text='coup' and channel=""MSNBC""",2020-12-08,6,seconds
"text='coup' and channel=""MSNBC""",2020-12-09,7,seconds
"text='coup' and channel=""MSNBC""",2020-12-10,4,seconds
"text='coup' and channel=""MSNBC""",2020-12-11,8,seconds
"text='coup' and channel=""MSNBC""",2020-12-12,4,seconds
"text='coup' and channel=""MSNBC""",2020-12-14,1,seconds
"text='coup' and channel=""MSNBC""",2020-12-15,19,seconds
"text='coup' and channel=""MSNBC""",2020-12-16,1,seconds
"text='coup' and channel=""MSNBC""",2020-12-18,5,seconds
"text='coup' and channel=""MSNBC""",2020-12-20,7.375,seconds
"text='coup' and channel=""MSNBC""",2020-12-21,3,seconds
"text='coup' and channel=""MSNBC""",2020-12-22,22,seconds
"text='coup' and channel=""MSNBC""",2020-12-23,5,seconds
"text='coup' and channel=""MSNBC""",2020-12-24,3,seconds
"text='coup' and channel=""MSNBC""",2020-12-26,1,seconds
"text='coup' and channel=""MSNBC""",2020-12-27,3,seconds
"text='coup' and channel=""MSNBC""",2020-12-28,6,seconds
"text='coup' and channel=""MSNBC""",2020-12-29,2,seconds
"text='coup' and channel=""MSNBC""",2021-01-01,1,seconds
"text='coup' and channel=""MSNBC""",2021-01-02,14,seconds
"text='coup' and channel=""MSNBC""",2021-01-03,2,seconds
"text='coup' and channel=""MSNBC""",2021-01-04,21.081,seconds
"text='coup' and channel=""MSNBC""",2021-01-05,13.151,seconds
"text='coup' and channel=""MSNBC""",2021-01-06,12,seconds
"text='coup' and channel=""MSNBC""",2021-01-07,42.388,seconds
"text='coup' and channel=""MSNBC""",2021-01-08,5,seconds
"text='coup' and channel=""MSNBC""",2020-01-02,0,seconds
"text='coup' and channel=""MSNBC""",2020-01-03,0,seconds
"text='coup' and channel=""MSNBC""",2020-01-08,0,seconds
"text='coup' and channel=""MSNBC""",2020-01-13,0,seconds
"text='coup' and channel=""MSNBC""",2020-01-16,0,seconds
"text='coup' and channel=""MSNBC""",2020-01-18,0,seconds
"text='coup' and channel=""MSNBC""",2020-01-24,0,seconds
"text='coup' and channel=""MSNBC""",2020-01-26,0,seconds
"text='coup' and channel=""MSNBC""",2020-01-29,0,seconds
"text='coup' and channel=""MSNBC""",2020-01-31,0,seconds
"text='coup' and channel=""MSNBC""",2020-02-02,0,seconds
"text='coup' and channel=""MSNBC""",2020-02-04,0,seconds
"text='coup' and channel=""MSNBC""",2020-02-05,0,seconds
"text='coup' and channel=""MSNBC""",2020-02-07,0,seconds
"text='coup' and channel=""MSNBC""",2020-02-11,0,seconds
"text='coup' and channel=""MSNBC""",2020-02-20,0,seconds
"text='coup' and channel=""MSNBC""",2020-02-23,0,seconds
"text='coup' and channel=""MSNBC""",2020-02-29,0,seconds
"text='coup' and channel=""MSNBC""",2020-03-04,0,seconds
"text='coup' and channel=""MSNBC""",2020-03-31,0,seconds
"text='coup' and channel=""MSNBC""",2020-04-03,0,seconds
"text='coup' and channel=""MSNBC""",2020-04-04,0,seconds
"text='coup' and channel=""MSNBC""",2020-04-06,0,seconds
"text='coup' and channel=""MSNBC""",2020-04-18,0,seconds
"text='coup' and channel=""MSNBC""",2020-04-20,0,seconds
"text='coup' and channel=""MSNBC""",2020-04-30,0,seconds
"text='coup' and channel=""MSNBC""",2020-05-02,0,seconds
"text='coup' and channel=""MSNBC""",2020-05-09,0,seconds
"text='coup' and channel=""MSNBC""",2020-05-12,0,seconds
"text='coup' and channel=""MSNBC""",2020-05-13,0,seconds
"text='coup' and channel=""MSNBC""",2020-05-16,0,seconds
"text='coup' and channel=""MSNBC""",2020-05-17,0,seconds
"text='coup' and channel=""MSNBC""",2020-05-19,0,seconds
"text='coup' and channel=""MSNBC""",2020-05-23,0,seconds
"text='coup' and channel=""MSNBC""",2020-05-25,0,seconds
"text='coup' and channel=""MSNBC""",2020-06-13,0,seconds
"text='coup' and channel=""MSNBC""",2020-06-15,0,seconds
"text='coup' and channel=""MSNBC""",2020-06-24,0,seconds
"text='coup' and channel=""MSNBC""",2020-06-27,0,seconds
"text='coup' and channel=""MSNBC""",2020-06-29,0,seconds
"text='coup' and channel=""MSNBC""",2020-07-16,0,seconds
"text='coup' and channel=""MSNBC""",2020-07-18,0,seconds
"text='coup' and channel=""MSNBC""",2020-07-20,0,seconds
"text='coup' and channel=""MSNBC""",2020-07-23,0,seconds
"text='coup' and channel=""MSNBC""",2020-07-26,0,seconds
"text='coup' and channel=""MSNBC""",2020-07-29,0,seconds
"text='coup' and channel=""MSNBC""",2020-07-31,0,seconds
"text='coup' and channel=""MSNBC""",2020-08-02,0,seconds
"text='coup' and channel=""MSNBC""",2020-08-06,0,seconds
"text='coup' and channel=""MSNBC""",2020-08-12,0,seconds
"text='coup' and channel=""MSNBC""",2020-08-15,0,seconds
"text='coup' and channel=""MSNBC""",2020-08-19,0,seconds
"text='coup' and channel=""MSNBC""",2020-08-21,0,seconds
"text='coup' and channel=""MSNBC""",2020-08-31,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-02,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-04,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-06,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-07,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-09,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-13,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-16,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-18,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-20,0,seconds
"text='coup' and channel=""MSNBC""",2020-09-22,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-02,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-04,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-06,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-07,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-10,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-12,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-18,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-20,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-26,0,seconds
"text='coup' and channel=""MSNBC""",2020-10-28,0,seconds
"text='coup' and channel=""MSNBC""",2020-11-01,0,seconds
"text='coup' and channel=""MSNBC""",2020-11-04,0,seconds
"text='coup' and channel=""MSNBC""",2020-11-08,0,seconds
"text='coup' and channel=""MSNBC""",2020-11-09,0,seconds
"text='coup' and channel=""MSNBC""",2020-11-22,0,seconds
"text='coup' and channel=""MSNBC""",2020-11-26,0,seconds
"text='coup' and channel=""MSNBC""",2020-11-28,0,seconds
"text='coup' and channel=""MSNBC""",2020-11-30,0,seconds
"text='coup' and channel=""MSNBC""",2020-12-02,0,seconds
"text='coup' and channel=""MSNBC""",2020-12-13,0,seconds
"text='coup' and channel=""MSNBC""",2020-12-17,0,seconds
"text='coup' and channel=""MSNBC""",2020-12-19,0,seconds
"text='coup' and channel=""MSNBC""",2020-12-25,0,seconds
"text='coup' and channel=""MSNBC""",2020-12-30,0,seconds
"text='coup' and channel=""MSNBC""",2020-12-31,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-02-13,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-02-14,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-04-01,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-04-18,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-04-26,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-05-30,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-01,27,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-02,40,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-03,21,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-04,20,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-05,8,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-06,4,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-07,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-08,6,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-10,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-11,5,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-12,8,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-13,5,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-16,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-17,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-18,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-20,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-21,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-23,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-24,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-25,4,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-26,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-27,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-09,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-18,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-25,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-27,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-28,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-08-30,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-08-31,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-04,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-08,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-11,4,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-12,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-13,11,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-14,6,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-15,7,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-16,7,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-17,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-18,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-25,8,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-26,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-28,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-10-04,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-10-10,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-09,4,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-10,12,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-14,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-21,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-01,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-02,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-04,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-07,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-08,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-11,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-12,2,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-16,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-18,7,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-21,6,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-22,6,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-27,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-28,1,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-29,1,seconds
"text='insurrection' and channel=""MSNBC""",2021-01-04,3,seconds
"text='insurrection' and channel=""MSNBC""",2021-01-05,3,seconds
"text='insurrection' and channel=""MSNBC""",2021-01-06,14,seconds
"text='insurrection' and channel=""MSNBC""",2021-01-07,115,seconds
"text='insurrection' and channel=""MSNBC""",2021-01-08,55,seconds
"text='insurrection' and channel=""MSNBC""",2020-02-12,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-02-15,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-03-31,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-04-02,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-04-17,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-04-19,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-04-25,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-04-27,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-05-29,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-05-31,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-09,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-14,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-15,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-19,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-22,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-06-28,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-08,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-10,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-17,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-19,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-24,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-26,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-07-29,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-08-29,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-01,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-03,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-05,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-07,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-09,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-10,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-19,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-24,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-27,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-09-29,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-10-03,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-10-05,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-10-09,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-10-11,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-08,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-11,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-13,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-15,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-20,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-22,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-11-30,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-03,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-05,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-06,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-09,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-10,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-13,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-15,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-17,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-19,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-20,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-23,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-26,0,seconds
"text='insurrection' and channel=""MSNBC""",2020-12-30,0,seconds
"text='insurrection' and channel=""MSNBC""",2021-01-03,0,seconds
"text='riot' and channel=""MSNBC""",2020-01-02,1,seconds
"text='riot' and channel=""MSNBC""",2020-01-03,1,seconds
"text='riot' and channel=""MSNBC""",2020-01-08,1,seconds
"text='riot' and channel=""MSNBC""",2020-01-10,1,seconds
"text='riot' and channel=""MSNBC""",2020-01-12,3,seconds
"text='riot' and channel=""MSNBC""",2020-01-13,2,seconds
"text='riot' and channel=""MSNBC""",2020-01-17,2,seconds
"text='riot' and channel=""MSNBC""",2020-01-19,3,seconds
"text='riot' and channel=""MSNBC""",2020-01-29,2,seconds
"text='riot' and channel=""MSNBC""",2020-02-09,2,seconds
"text='riot' and channel=""MSNBC""",2020-02-13,1,seconds
"text='riot' and channel=""MSNBC""",2020-03-22,1,seconds
"text='riot' and channel=""MSNBC""",2020-04-29,1,seconds
"text='riot' and channel=""MSNBC""",2020-04-30,5,seconds
"text='riot' and channel=""MSNBC""",2020-05-01,5,seconds
"text='riot' and channel=""MSNBC""",2020-05-27,8,seconds
"text='riot' and channel=""MSNBC""",2020-05-28,9,seconds
"text='riot' and channel=""MSNBC""",2020-05-29,15,seconds
"text='riot' and channel=""MSNBC""",2020-05-30,15,seconds
"text='riot' and channel=""MSNBC""",2020-05-31,18,seconds
"text='riot' and channel=""MSNBC""",2020-06-01,20,seconds
"text='riot' and channel=""MSNBC""",2020-06-02,19.09,seconds
"text='riot' and channel=""MSNBC""",2020-06-03,19.548,seconds
"text='riot' and channel=""MSNBC""",2020-06-04,15.743,seconds
"text='riot' and channel=""MSNBC""",2020-06-05,13,seconds
"text='riot' and channel=""MSNBC""",2020-06-06,16,seconds
"text='riot' and channel=""MSNBC""",2020-06-07,14,seconds
"text='riot' and channel=""MSNBC""",2020-06-08,6,seconds
"text='riot' and channel=""MSNBC""",2020-06-09,1,seconds
"text='riot' and channel=""MSNBC""",2020-06-10,4.998,seconds
"text='riot' and channel=""MSNBC""",2020-06-11,14.992,seconds
"text='riot' and channel=""MSNBC""",2020-06-12,9,seconds
"text='riot' and channel=""MSNBC""",2020-06-13,9,seconds
"text='riot' and channel=""MSNBC""",2020-06-14,2,seconds
"text='riot' and channel=""MSNBC""",2020-06-15,2,seconds
"text='riot' and channel=""MSNBC""",2020-06-16,1,seconds
"text='riot' and channel=""MSNBC""",2020-06-17,2,seconds
"text='riot' and channel=""MSNBC""",2020-06-19,7,seconds
"text='riot' and channel=""MSNBC""",2020-06-20,4,seconds
"text='riot' and channel=""MSNBC""",2020-06-24,2,seconds
"text='riot' and channel=""MSNBC""",2020-06-27,3,seconds
"text='riot' and channel=""MSNBC""",2020-06-28,1,seconds
"text='riot' and channel=""MSNBC""",2020-06-29,8,seconds
"text='riot' and channel=""MSNBC""",2020-06-30,2,seconds
"text='riot' and channel=""MSNBC""",2020-07-01,2,seconds
"text='riot' and channel=""MSNBC""",2020-07-02,4,seconds
"text='riot' and channel=""MSNBC""",2020-07-03,1,seconds
"text='riot' and channel=""MSNBC""",2020-07-05,1,seconds
"text='riot' and channel=""MSNBC""",2020-07-17,4,seconds
"text='riot' and channel=""MSNBC""",2020-07-18,1,seconds
"text='riot' and channel=""MSNBC""",2020-07-19,14.142,seconds
"text='riot' and channel=""MSNBC""",2020-07-20,2,seconds
"text='riot' and channel=""MSNBC""",2020-07-21,3,seconds
"text='riot' and channel=""MSNBC""",2020-07-22,7,seconds
"text='riot' and channel=""MSNBC""",2020-07-23,7,seconds
"text='riot' and channel=""MSNBC""",2020-07-24,1,seconds
"text='riot' and channel=""MSNBC""",2020-07-25,7.643,seconds
"text='riot' and channel=""MSNBC""",2020-07-26,13,seconds
"text='riot' and channel=""MSNBC""",2020-07-27,6,seconds
"text='riot' and channel=""MSNBC""",2020-07-28,4,seconds
"text='riot' and channel=""MSNBC""",2020-07-29,1,seconds
"text='riot' and channel=""MSNBC""",2020-08-06,1,seconds
"text='riot' and channel=""MSNBC""",2020-08-09,1,seconds
"text='riot' and channel=""MSNBC""",2020-08-12,1,seconds
"text='riot' and channel=""MSNBC""",2020-08-13,2,seconds
"text='riot' and channel=""MSNBC""",2020-08-16,2,seconds
"text='riot' and channel=""MSNBC""",2020-08-17,1,seconds
"text='riot' and channel=""MSNBC""",2020-08-18,1,seconds
"text='riot' and channel=""MSNBC""",2020-08-23,2,seconds
"text='riot' and channel=""MSNBC""",2020-08-24,2,seconds
"text='riot' and channel=""MSNBC""",2020-08-25,3,seconds
"text='riot' and channel=""MSNBC""",2020-08-26,8,seconds
"text='riot' and channel=""MSNBC""",2020-08-27,4,seconds
"text='riot' and channel=""MSNBC""",2020-08-28,1,seconds
"text='riot' and channel=""MSNBC""",2020-08-30,3,seconds
"text='riot' and channel=""MSNBC""",2020-08-31,1,seconds
"text='riot' and channel=""MSNBC""",2020-09-01,3,seconds
"text='riot' and channel=""MSNBC""",2020-09-02,2,seconds
"text='riot' and channel=""MSNBC""",2020-09-03,2,seconds
"text='riot' and channel=""MSNBC""",2020-09-05,10,seconds
"text='riot' and channel=""MSNBC""",2020-09-06,6,seconds
"text='riot' and channel=""MSNBC""",2020-09-07,1,seconds
"text='riot' and channel=""MSNBC""",2020-09-11,2,seconds
"text='riot' and channel=""MSNBC""",2020-09-13,4,seconds
"text='riot' and channel=""MSNBC""",2020-09-23,3,seconds
"text='riot' and channel=""MSNBC""",2020-09-25,1,seconds
"text='riot' and channel=""MSNBC""",2020-09-26,1,seconds
"text='riot' and channel=""MSNBC""",2020-09-27,1,seconds
"text='riot' and channel=""MSNBC""",2020-09-30,1,seconds
"text='riot' and channel=""MSNBC""",2020-10-04,1,seconds
"text='riot' and channel=""MSNBC""",2020-10-18,1,seconds
"text='riot' and channel=""MSNBC""",2020-10-21,1,seconds
"text='riot' and channel=""MSNBC""",2020-10-27,1,seconds
"text='riot' and channel=""MSNBC""",2020-10-28,1,seconds
"text='riot' and channel=""MSNBC""",2020-11-02,3,seconds
"text='riot' and channel=""MSNBC""",2020-11-04,1,seconds
"text='riot' and channel=""MSNBC""",2020-11-05,3,seconds
