Query,Time,Value,Unit
"name=""mitt romney""and channel=""FOX""",2010-01-04,2203.997,seconds
"name=""mitt romney""and channel=""FOX""",2010-01-18,819.6340000000001,seconds
"name=""mitt romney""and channel=""FOX""",2010-01-25,648.625,seconds
"name=""mitt romney""and channel=""FOX""",2010-02-08,45.018,seconds
"name=""mitt romney""and channel=""FOX""",2010-02-15,387.246,seconds
"name=""mitt romney""and channel=""FOX""",2010-02-22,12,seconds
"name=""mitt romney""and channel=""FOX""",2010-03-01,5008.13,seconds
"name=""mitt romney""and channel=""FOX""",2010-03-08,954.868,seconds
"name=""mitt romney""and channel=""FOX""",2010-03-22,21.003,seconds
"name=""mitt romney""and channel=""FOX""",2010-03-29,45.012,seconds
"name=""mitt romney""and channel=""FOX""",2010-04-05,63.024,seconds
"name=""mitt romney""and channel=""FOX""",2010-04-12,1620.505,seconds
"name=""mitt romney""and channel=""FOX""",2010-04-19,69.045,seconds
"name=""mitt romney""and channel=""FOX""",2010-04-26,39.021,seconds
"name=""mitt romney""and channel=""FOX""",2010-05-10,6,seconds
"name=""mitt romney""and channel=""FOX""",2010-06-07,6,seconds
"name=""mitt romney""and channel=""FOX""",2010-06-14,12,seconds
"name=""mitt romney""and channel=""FOX""",2010-06-28,6.003,seconds
"name=""mitt romney""and channel=""FOX""",2010-07-05,3,seconds
"name=""mitt romney""and channel=""FOX""",2010-07-19,57.031,seconds
"name=""mitt romney""and channel=""FOX""",2010-08-16,449.37,seconds
"name=""mitt romney""and channel=""FOX""",2010-08-30,3,seconds
"name=""mitt romney""and channel=""FOX""",2010-09-06,3,seconds
"name=""mitt romney""and channel=""FOX""",2010-09-13,222.16199999999998,seconds
"name=""mitt romney""and channel=""FOX""",2010-09-20,51.03,seconds
"name=""mitt romney""and channel=""FOX""",2010-09-27,33.003,seconds
"name=""mitt romney""and channel=""FOX""",2010-10-04,3,seconds
"name=""mitt romney""and channel=""FOX""",2010-10-11,30.024,seconds
"name=""mitt romney""and channel=""FOX""",2010-10-25,45.027,seconds
"name=""mitt romney""and channel=""FOX""",2010-11-01,432.363,seconds
"name=""mitt romney""and channel=""FOX""",2010-11-08,18.003,seconds
"name=""mitt romney""and channel=""FOX""",2010-11-15,330.197,seconds
"name=""mitt romney""and channel=""FOX""",2010-11-22,57.024,seconds
"name=""mitt romney""and channel=""FOX""",2010-11-29,62.104,seconds
"name=""mitt romney""and channel=""FOX""",2010-12-06,21.009,seconds
"name=""mitt romney""and channel=""FOX""",2010-12-13,79.344,seconds
"name=""mitt romney""and channel=""FOX""",2010-12-20,45.009,seconds
"name=""mitt romney""and channel=""FOX""",2010-12-27,12.009,seconds
"name=""mitt romney""and channel=""FOX""",2011-01-10,6,seconds
"name=""mitt romney""and channel=""FOX""",2011-01-17,129.042,seconds
"name=""mitt romney""and channel=""FOX""",2011-01-24,564.4430000000001,seconds
"name=""mitt romney""and channel=""FOX""",2011-01-31,48.006,seconds
"name=""mitt romney""and channel=""FOX""",2011-02-07,173.74199999999996,seconds
"name=""mitt romney""and channel=""FOX""",2011-02-14,39.007,seconds
"name=""mitt romney""and channel=""FOX""",2011-02-28,117.045,seconds
"name=""mitt romney""and channel=""FOX""",2011-03-07,69.043,seconds
"name=""mitt romney""and channel=""FOX""",2011-03-14,6.003,seconds
"name=""mitt romney""and channel=""FOX""",2011-03-21,54.021,seconds
"name=""mitt romney""and channel=""FOX""",2011-03-28,12,seconds
"name=""mitt romney""and channel=""FOX""",2011-04-04,42.015,seconds
"name=""mitt romney""and channel=""FOX""",2011-04-11,273.14099999999996,seconds
"name=""mitt romney""and channel=""FOX""",2011-04-18,69.036,seconds
"name=""mitt romney""and channel=""FOX""",2011-04-25,1849.653,seconds
"name=""mitt romney""and channel=""FOX""",2011-05-02,27,seconds
"name=""mitt romney""and channel=""FOX""",2011-05-09,398.69399999999996,seconds
"name=""mitt romney""and channel=""FOX""",2011-05-16,207.045,seconds
"name=""mitt romney""and channel=""FOX""",2011-05-23,285.096,seconds
"name=""mitt romney""and channel=""FOX""",2011-05-30,2551.7709999999997,seconds
"name=""mitt romney""and channel=""FOX""",2011-06-06,218.562,seconds
"name=""mitt romney""and channel=""FOX""",2011-06-13,792.957,seconds
"name=""mitt romney""and channel=""FOX""",2011-06-20,123.021,seconds
"name=""mitt romney""and channel=""FOX""",2011-06-27,404.713,seconds
"name=""mitt romney""and channel=""FOX""",2011-07-04,771.661,seconds
"name=""mitt romney""and channel=""FOX""",2011-07-11,54.027,seconds
"name=""mitt romney""and channel=""FOX""",2011-07-18,57.018,seconds
"name=""mitt romney""and channel=""FOX""",2011-07-25,18.006,seconds
"name=""mitt romney""and channel=""FOX""",2011-08-01,71.125,seconds
"name=""mitt romney""and channel=""FOX""",2011-08-08,5180.696999999998,seconds
"name=""mitt romney""and channel=""FOX""",2011-08-15,297.13499999999993,seconds
"name=""mitt romney""and channel=""FOX""",2011-08-22,1053.81,seconds
"name=""mitt romney""and channel=""FOX""",2011-08-29,606.749,seconds
"name=""mitt romney""and channel=""FOX""",2011-09-05,2268.9230000000007,seconds
"name=""mitt romney""and channel=""FOX""",2011-09-12,2274.971000000001,seconds
"name=""mitt romney""and channel=""FOX""",2011-09-19,5199.993000000001,seconds
"name=""mitt romney""and channel=""FOX""",2011-09-26,4956.882,seconds
"name=""mitt romney""and channel=""FOX""",2011-10-03,1726.3529999999998,seconds
"name=""mitt romney""and channel=""FOX""",2011-10-10,2452.396,seconds
"name=""mitt romney""and channel=""FOX""",2011-10-17,1686.6280000000002,seconds
"name=""mitt romney""and channel=""FOX""",2011-10-24,1080.5120000000002,seconds
"name=""mitt romney""and channel=""FOX""",2011-10-31,596.299,seconds
"name=""mitt romney""and channel=""FOX""",2011-11-07,1022.1670000000004,seconds
"name=""mitt romney""and channel=""FOX""",2011-11-14,1597.1950000000002,seconds
"name=""mitt romney""and channel=""FOX""",2011-11-21,3276.4960000000005,seconds
"name=""mitt romney""and channel=""FOX""",2011-11-28,4929.185000000002,seconds
"name=""mitt romney""and channel=""FOX""",2011-12-05,5701.518000000002,seconds
"name=""mitt romney""and channel=""FOX""",2011-12-12,15209.216,seconds
"name=""mitt romney""and channel=""FOX""",2011-12-19,4245.791,seconds
"name=""mitt romney""and channel=""FOX""",2011-12-26,4918.8740000000025,seconds
"name=""mitt romney""and channel=""FOX""",2012-01-02,7976.517000000003,seconds
"name=""mitt romney""and channel=""FOX""",2012-01-09,9687.735000000004,seconds
"name=""mitt romney""and channel=""FOX""",2012-01-16,15121.914000000002,seconds
"name=""mitt romney""and channel=""FOX""",2012-01-23,9568.665000000006,seconds
"name=""mitt romney""and channel=""FOX""",2012-01-30,9148.582000000004,seconds
"name=""mitt romney""and channel=""FOX""",2012-02-06,4644.0960000000005,seconds
"name=""mitt romney""and channel=""FOX""",2012-02-13,2627.3870000000006,seconds
"name=""mitt romney""and channel=""FOX""",2012-02-20,4476.016,seconds
"name=""mitt romney""and channel=""FOX""",2012-02-27,10234.202999999998,seconds
"name=""mitt romney""and channel=""FOX""",2012-03-05,2217.6890000000008,seconds
"name=""mitt romney""and channel=""FOX""",2012-03-12,6180.199999999999,seconds
"name=""mitt romney""and channel=""FOX""",2012-03-19,2857.288000000001,seconds
"name=""mitt romney""and channel=""FOX""",2012-03-26,2124.8559999999998,seconds
"name=""mitt romney""and channel=""FOX""",2012-04-02,5231.626,seconds
"name=""mitt romney""and channel=""FOX""",2012-04-09,3056.3040000000024,seconds
"name=""mitt romney""and channel=""FOX""",2012-04-16,2755.406000000001,seconds
"name=""mitt romney""and channel=""FOX""",2012-04-23,1560.4200000000005,seconds
"name=""mitt romney""and channel=""FOX""",2012-04-30,1957.2389999999996,seconds
"name=""mitt romney""and channel=""FOX""",2012-05-07,4882.738,seconds
"name=""mitt romney""and channel=""FOX""",2012-05-14,1631.9600000000003,seconds
"name=""mitt romney""and channel=""FOX""",2012-05-21,1735.2870000000005,seconds
"name=""mitt romney""and channel=""FOX""",2012-05-28,2237.0519999999997,seconds
"name=""mitt romney""and channel=""FOX""",2012-06-04,570.676,seconds
"name=""mitt romney""and channel=""FOX""",2012-06-11,1697.0099999999998,seconds
"name=""mitt romney""and channel=""FOX""",2012-06-18,3953.7180000000017,seconds
"name=""mitt romney""and channel=""FOX""",2012-06-25,2079.6469999999995,seconds
"name=""mitt romney""and channel=""FOX""",2012-07-02,1558.3990000000003,seconds
"name=""mitt romney""and channel=""FOX""",2012-07-09,3384.3239999999996,seconds
"name=""mitt romney""and channel=""FOX""",2012-07-16,2755.944999999999,seconds
"name=""mitt romney""and channel=""FOX""",2012-07-23,6310.687000000002,seconds
"name=""mitt romney""and channel=""FOX""",2012-07-30,5948.604000000002,seconds
"name=""mitt romney""and channel=""FOX""",2012-08-06,8818.990000000002,seconds
"name=""mitt romney""and channel=""FOX""",2012-08-13,2406.7439999999997,seconds
"name=""mitt romney""and channel=""FOX""",2012-08-20,4491.951000000001,seconds
"name=""mitt romney""and channel=""FOX""",2012-08-27,12475.812000000005,seconds
"name=""mitt romney""and channel=""FOX""",2012-09-03,3364.7350000000006,seconds
"name=""mitt romney""and channel=""FOX""",2012-09-10,4437.2919999999995,seconds
"name=""mitt romney""and channel=""FOX""",2012-09-17,5419.249000000001,seconds
"name=""mitt romney""and channel=""FOX""",2012-09-24,6748.563999999998,seconds
"name=""mitt romney""and channel=""FOX""",2012-10-01,19422.606000000003,seconds
"name=""mitt romney""and channel=""FOX""",2012-10-08,8232.029,seconds
"name=""mitt romney""and channel=""FOX""",2012-10-15,13078.138000000008,seconds
"name=""mitt romney""and channel=""FOX""",2012-10-22,19112.504,seconds
"name=""mitt romney""and channel=""FOX""",2012-10-29,20004.124,seconds
"name=""mitt romney""and channel=""FOX""",2012-11-05,7229.142000000001,seconds
"name=""mitt romney""and channel=""FOX""",2012-11-12,345.803,seconds
"name=""mitt romney""and channel=""FOX""",2012-11-19,133.289,seconds
"name=""mitt romney""and channel=""FOX""",2012-11-26,198.11399999999998,seconds
"name=""mitt romney""and channel=""FOX""",2012-12-03,21.006,seconds
"name=""mitt romney""and channel=""FOX""",2012-12-10,6,seconds
"name=""mitt romney""and channel=""FOX""",2012-12-17,9,seconds
"name=""mitt romney""and channel=""FOX""",2012-12-24,93.006,seconds
"name=""mitt romney""and channel=""FOX""",2012-12-31,189.11,seconds
"name=""mitt romney""and channel=""FOX""",2013-01-07,39.015,seconds
"name=""mitt romney""and channel=""FOX""",2013-01-14,75.039,seconds
"name=""mitt romney""and channel=""FOX""",2013-01-21,36.003,seconds
"name=""mitt romney""and channel=""FOX""",2013-01-28,6.003,seconds
"name=""mitt romney""and channel=""FOX""",2013-02-04,9,seconds
"name=""mitt romney""and channel=""FOX""",2013-02-11,12,seconds
"name=""mitt romney""and channel=""FOX""",2013-02-18,66.039,seconds
"name=""mitt romney""and channel=""FOX""",2013-02-25,4214.134999999999,seconds
"name=""mitt romney""and channel=""FOX""",2013-03-04,2609.8249999999994,seconds
"name=""mitt romney""and channel=""FOX""",2013-03-11,516.344,seconds
"name=""mitt romney""and channel=""FOX""",2013-03-18,84.066,seconds
"name=""mitt romney""and channel=""FOX""",2013-03-25,6.003,seconds
"name=""mitt romney""and channel=""FOX""",2013-04-01,6.003,seconds
"name=""mitt romney""and channel=""FOX""",2013-04-08,45.021,seconds
"name=""mitt romney""and channel=""FOX""",2013-04-15,12.006,seconds
"name=""mitt romney""and channel=""FOX""",2013-04-22,3,seconds
"name=""mitt romney""and channel=""FOX""",2013-05-06,70.056,seconds
"name=""mitt romney""and channel=""FOX""",2013-05-13,33.015,seconds
"name=""mitt romney""and channel=""FOX""",2013-05-20,36.863,seconds
"name=""mitt romney""and channel=""FOX""",2013-05-27,36.018,seconds
"name=""mitt romney""and channel=""FOX""",2013-06-03,1383.604,seconds
"name=""mitt romney""and channel=""FOX""",2013-06-10,18,seconds
"name=""mitt romney""and channel=""FOX""",2013-06-17,12,seconds
"name=""mitt romney""and channel=""FOX""",2013-07-01,9,seconds
"name=""mitt romney""and channel=""FOX""",2013-07-08,3,seconds
"name=""mitt romney""and channel=""FOX""",2013-07-15,12.009,seconds
"name=""mitt romney""and channel=""FOX""",2013-07-29,6.003,seconds
"name=""mitt romney""and channel=""FOX""",2013-08-05,36.021,seconds
"name=""mitt romney""and channel=""FOX""",2013-08-12,12.003,seconds
"name=""mitt romney""and channel=""FOX""",2013-08-19,15,seconds
"name=""mitt romney""and channel=""FOX""",2013-09-02,18.009,seconds
"name=""mitt romney""and channel=""FOX""",2013-09-09,39.024,seconds
"name=""mitt romney""and channel=""FOX""",2013-09-16,36.018,seconds
"name=""mitt romney""and channel=""FOX""",2013-09-30,22.21,seconds
"name=""mitt romney""and channel=""FOX""",2013-10-07,950.973,seconds
"name=""mitt romney""and channel=""FOX""",2013-10-21,6,seconds
"name=""mitt romney""and channel=""FOX""",2013-10-28,135.102,seconds
"name=""mitt romney""and channel=""FOX""",2013-11-04,309.198,seconds
"name=""mitt romney""and channel=""FOX""",2013-11-11,15.009,seconds
"name=""mitt romney""and channel=""FOX""",2013-11-18,9,seconds
"name=""mitt romney""and channel=""FOX""",2013-11-25,9.006,seconds
"name=""mitt romney""and channel=""FOX""",2013-12-02,3,seconds
"name=""mitt romney""and channel=""FOX""",2013-12-09,3,seconds
"name=""mitt romney""and channel=""FOX""",2013-12-16,30.006,seconds
"name=""mitt romney""and channel=""FOX""",2013-12-30,924.5700000000002,seconds
