"weekly_correlation","solution_diff","solved_ifr","it","initial_r0","incubation_period","distancing_effect","prop_susceptible","initial_shutdown","missing_death_rate"
0.726845064749905,132.444444444445,0.00204714233084935,4690,3,5,0.7,0.4,2020-03-09,0.55
0.631080293439535,132.444444444445,0.00242901503941313,4560,3,4.5,0.6,0.3,2020-03-09,0.55
0.815535901185698,132.545454545456,0.00245002009442134,2584,2.75,4.5,0.7,0.3,2020-03-09,0.45
0.953580741964158,132.555555555555,0.0104800640403067,4457,2.25,4.5,0.6,0.7,2020-03-07,0.55
0.926832776453643,132.555555555555,0.00418182091280965,4452,2.25,4,0.6,0.7,2020-03-07,0.55
0.81990346670328,132.555555555555,0.00265569587055326,4565,3,5,0.6,0.3,2020-03-09,0.55
0.801219001536399,132.555555555555,0.00214549917292231,4165,3,5,0.6,0.4,2020-03-07,0.55
0.778933799132915,132.555555555555,0.025273819907082,4517,2.25,5.5,0.4,0.3,2020-03-09,0.55
0.706708053793325,133,0.00169873775432543,3424,2.75,6,0.4,0.7,2020-03-07,0.5
0.892028444078236,133.076923076922,0.00937434508582266,437,2.25,5,0.5,0.7,2020-03-07,0.35
0.864529526103509,133.076923076922,0.00694755092508078,699,2.75,6,0.7,0.4,2020-03-09,0.35
0.822721813036994,133.076923076922,0.0328939495989705,676,2,4,0.7,0.4,2020-03-09,0.35
0.553795527918613,133.444444444445,0.00256218857278975,4579,2.75,4,0.7,0.3,2020-03-09,0.55
0.613023444327124,133.555555555555,0.00149261588545361,4235,3,4.5,0.5,0.5,2020-03-07,0.55
0.932141370008135,134,0.00239213116546519,3139,2.75,5,0.5,0.4,2020-03-07,0.5
0.927433451863413,134,0.0171170398978506,3951,2,4,0.6,0.7,2020-03-09,0.5
0.808682005368397,134.076923076922,0.00392360765658789,549,2.75,6,0.5,0.3,2020-03-09,0.35
0.856509375143279,134.444444444445,0.0381149554664426,4776,2,4,0.7,0.5,2020-03-09,0.55
0.863018327052193,134.454545454544,0.00103869267251848,2928,2.5,4,0.5,0.7,2020-03-09,0.45
0.886073534075045,134.666666666672,0.00205206323277906,1758,2.5,4.5,0.6,0.5,2020-03-09,0.4
0.877718583579134,134.666666666672,0.00159581558297954,1603,2.5,4,0.4,0.4,2020-03-09,0.4
0.928466294604018,134.923076923078,0.00302773683980727,158,2.5,4.5,0.6,0.4,2020-03-07,0.35
0.911506239973486,134.923076923078,0.00341489696290479,127,2.25,4,0.5,0.4,2020-03-07,0.35
0.621126268146281,134.923076923078,0.00125347590733777,635,3,4.5,0.5,0.4,2020-03-09,0.35
0.627067555824034,135,0.0017245974269365,3679,2.75,4,0.7,0.4,2020-03-09,0.5
0.927643938476834,135.076923076922,0.00201068832890016,358,2.5,4.5,0.6,0.6,2020-03-07,0.35
0.878466755699588,135.076923076922,0.0135692016262775,862,2.25,5,0.6,0.6,2020-03-09,0.35
0.872851568471227,135.076923076922,0.0035597650958384,138,2.5,5,0.5,0.4,2020-03-07,0.35
0.925060315557324,135.333333333328,0.00275866317628591,1050,3,6,0.5,0.3,2020-03-07,0.4
0.779454870582333,135.333333333328,0.0139956138578518,1001,2,4,0.4,0.3,2020-03-07,0.4
0.837791707425271,135.545454545456,0.00257745493882454,2059,2.75,4.5,0.6,0.3,2020-03-07,0.45
0.893928571242096,136,0.0283437164653713,3037,2.25,5,0.5,0.3,2020-03-07,0.5
0.873070177210752,136,0.00110883668662528,3914,2.75,5,0.4,0.7,2020-03-09,0.5
0.853653848015715,136,0.00889844113207141,3768,2.5,5.5,0.6,0.5,2020-03-09,0.5
0.90454896308109,136.076923076922,0.00230162792601782,483,2.5,4.5,0.7,0.7,2020-03-07,0.35
0.921566209580281,136.454545454544,0.0133217415202306,2482,2.25,4.5,0.7,0.7,2020-03-07,0.45
0.909903988120587,136.545454545456,0.00218050969901354,2233,2.5,4.5,0.5,0.5,2020-03-07,0.45
0.859350513647619,136.555555555555,0.00330715290140068,4550,3,6,0.5,0.3,2020-03-09,0.55
0.843648265333114,136.666666666672,0.00217495631308562,1525,3,6,0.4,0.3,2020-03-09,0.4
0.829485027476832,136.666666666672,0.0204877203863067,1976,2,4,0.7,0.7,2020-03-09,0.4
0.862901680839094,136.923076923078,0.00608022258804983,574,2.75,6,0.6,0.3,2020-03-09,0.35
0.648524307440334,136.923076923078,0.00173234058233026,529,2.75,4,0.5,0.3,2020-03-09,0.35
0.930894532904425,137,0.0224078164124886,3068,2.5,5.5,0.6,0.3,2020-03-07,0.5
0.865516469151343,137,0.00146488696837625,3933,2.5,4.5,0.5,0.7,2020-03-09,0.5
0.738140396677038,137,0.00547744824634857,3507,2.25,4.5,0.4,0.3,2020-03-09,0.5
0.844887048806019,137.333333333328,0.00394187400520928,1149,2.75,6,0.5,0.4,2020-03-07,0.4
0.854261680246485,137.545454545456,0.00247715632196918,2025,3,6,0.4,0.3,2020-03-07,0.45
0.806848930088039,137.555555555555,0.00137505311212823,4890,3,5,0.7,0.6,2020-03-09,0.55
0.915051092414692,137.666666666672,0.00171702027290354,1114,2.75,5,0.4,0.4,2020-03-07,0.4
0.885421606843153,137.666666666672,0.00185464279492016,1789,2.75,5,0.7,0.5,2020-03-09,0.4
0.834073274248509,137.666666666672,0.00231467471828615,1602,2.25,4,0.4,0.4,2020-03-09,0.4
0.823665015823673,137.923076923078,0.00123788767315132,784,2.75,4.5,0.7,0.5,2020-03-09,0.35
0.925352581093945,138,0.00149870322074043,3220,3,5.5,0.4,0.5,2020-03-07,0.5
0.840381988659611,138,0.00254258917081062,3559,2.75,4.5,0.6,0.3,2020-03-09,0.5
0.835412608349542,138.076923076922,0.00168419249968247,702,2.25,4,0.4,0.5,2020-03-09,0.35
0.734034473550123,138.076923076922,0.00172013926801261,918,2.5,5.5,0.4,0.7,2020-03-09,0.35
0.83861337068398,138.333333333328,0.0022666295957892,1025,3,6,0.4,0.3,2020-03-07,0.4
0.819520338839262,138.444444444445,0.00113297475481905,4965,3,5,0.6,0.7,2020-03-09,0.55
0.859483636892112,138.454545454544,0.00921113781191952,2993,2.5,5.5,0.7,0.7,2020-03-09,0.45
0.835998698341102,138.545454545456,0.00269910743052808,2783,2.5,4.5,0.7,0.5,2020-03-09,0.45
0.828182423953858,138.545454545456,0.0271690427789244,2722,2.25,6,0.4,0.5,2020-03-09,0.45
0.897788035657453,138.555555555555,0.00968646250847902,4052,2.25,4,0.6,0.3,2020-03-07,0.55
0.837628690828925,138.666666666672,0.00129771294457477,1478,2.5,4,0.7,0.7,2020-03-07,0.4
0.907978818899136,138.923076923078,0.00113811988358955,328,2.5,4,0.5,0.6,2020-03-07,0.35
0.925357413801637,139.076923076922,0.0012796423700077,464,2.75,5,0.6,0.7,2020-03-07,0.35
0.628076898477558,139.333333333328,0.0010825292770399,1735,3,4.5,0.5,0.5,2020-03-09,0.4
0.814462544898045,139.454545454544,0.00469349467692138,2743,2.5,5.5,0.5,0.5,2020-03-09,0.45
0.796518765537654,139.545454545456,0.00234214145423416,2065,3,5,0.6,0.3,2020-03-07,0.45
0.877079818939049,139.555555555555,0.00122367952685072,4945,3,5.5,0.5,0.7,2020-03-09,0.55
0.846240949017807,139.555555555555,0.001715325061151,4895,3,5.5,0.7,0.6,2020-03-09,0.55
0.793360642015178,139.555555555555,0.00192044195709011,4413,2.5,5,0.4,0.7,2020-03-07,0.55
0.747802180664512,139.555555555555,0.00998098218704723,4523,2.5,6,0.4,0.3,2020-03-09,0.55
0.857868849318518,140,0.00147038000529064,3734,2.75,4.5,0.5,0.5,2020-03-09,0.5
0.917451067861411,140.333333333328,0.00432802083825915,1432,2.25,4.5,0.5,0.7,2020-03-07,0.4
0.932948403482802,140.545454545456,0.00176620618540913,2364,2.75,5,0.6,0.6,2020-03-07,0.45
0.923766834378163,140.545454545456,0.00937280554784185,2063,2.5,5,0.6,0.3,2020-03-07,0.45
0.823017108562595,140.545454545456,0.0293136021678048,2322,2.25,6,0.4,0.6,2020-03-07,0.45
0.928455145708175,140.555555555555,0.00776682031318628,4083,2.5,4.5,0.7,0.3,2020-03-07,0.55
0.910371578113561,140.555555555555,0.00113966596844426,4920,3,5.5,0.4,0.7,2020-03-09,0.55
0.870332883136355,140.923076923078,0.0319349694439351,687,2.25,5,0.7,0.4,2020-03-09,0.35
0.901043932025635,141,0.003640206805828,3189,2.75,5,0.7,0.4,2020-03-07,0.5
0.942769174596895,141.076923076922,0.00226053493359217,327,2.25,4,0.5,0.6,2020-03-07,0.35
0.864502144394883,141.076923076922,0.0191569595000585,606,2,4.5,0.4,0.4,2020-03-09,0.35
0.863387144245205,141.333333333328,0.0272563445981215,1787,2.25,5,0.7,0.5,2020-03-09,0.4
0.850893287327014,141.444444444445,0.010092729855501,4982,2.25,4.5,0.7,0.7,2020-03-09,0.55
0.912826315374516,141.923076923078,0.0017297188206856,650,3,6,0.5,0.4,2020-03-09,0.35
0.883718793419626,141.923076923078,0.0302729414973105,476,2,4,0.7,0.7,2020-03-07,0.35
0.871771329251908,141.923076923078,0.0131704204060941,951,2,4,0.6,0.7,2020-03-09,0.35
0.925598295842905,142.333333333328,0.00809026276669448,1288,2.5,5,0.7,0.5,2020-03-07,0.4
0.951488219150132,142.444444444445,0.00680770411427504,4069,2.75,5.5,0.6,0.3,2020-03-07,0.55
0.839471703616734,142.444444444445,0.001421213335408,4859,2.75,4.5,0.6,0.6,2020-03-09,0.55
0.770338034616421,142.444444444445,0.0189177816790771,4617,2.25,5.5,0.4,0.4,2020-03-09,0.55
0.77542672094804,142.454545454544,0.0155817550231635,2617,2.25,5.5,0.4,0.4,2020-03-09,0.45
0.942887269651119,142.555555555555,0.0421301941657826,4251,2,4,0.6,0.5,2020-03-07,0.55
0.865102857891931,142.666666666672,0.00744603285947728,1768,2.5,5.5,0.6,0.5,2020-03-09,0.4
0.810614206011665,142.666666666672,0.00307280886427928,1683,2.5,4.5,0.7,0.4,2020-03-09,0.4
0.615143054751726,143.076923076922,0.00167124087197311,10,3,4.5,0.4,0.3,2020-03-07,0.35
0.872641210292671,143.444444444445,0.00215013382812093,4764,2.75,5,0.6,0.5,2020-03-09,0.55
0.850764005370231,143.454545454544,0.00278453610604147,2338,2.5,5,0.5,0.6,2020-03-07,0.45
0.569161421509201,143.454545454544,0.0012652674856983,2285,3,4.5,0.7,0.5,2020-03-07,0.45
0.875038580159079,143.923076923078,0.00199917420525339,514,2.75,5,0.4,0.3,2020-03-09,0.35
0.865253544568539,144,0.0072122259746458,3857,2.25,4.5,0.6,0.6,2020-03-09,0.5
0.846525153849567,144,0.02735795518776,3742,2.25,5.5,0.5,0.5,2020-03-09,0.5
0.820085271096898,144,0.00311126058918847,3894,2.75,5.5,0.7,0.6,2020-03-09,0.5
0.815902268151573,144,0.00363784423503534,3078,2.5,4,0.7,0.3,2020-03-07,0.5
0.814640655015889,144.076923076922,0.00140975651716872,284,2.75,4.5,0.7,0.5,2020-03-07,0.35
0.933333861257949,144.545454545456,0.0339712447708739,2487,2.25,5,0.7,0.7,2020-03-07,0.45
0.925437562187425,144.545454545456,0.00477955892810606,2058,2.5,4.5,0.6,0.3,2020-03-07,0.45
0.863310741444091,144.545454545456,0.0021383902627788,2509,2.75,4.5,0.4,0.3,2020-03-09,0.45
0.785024086781548,144.545454545456,0.0338898241554096,2622,2.25,6,0.4,0.4,2020-03-09,0.45
0.771045418327649,144.545454545456,0.00119225410177909,2334,2.75,4.5,0.5,0.6,2020-03-07,0.45
0.416995996015657,144.545454545456,0.00144771799126495,2105,3,4,0.4,0.4,2020-03-07,0.45
0.884464856928719,145,0.00526073520781091,3477,2.25,4,0.7,0.7,2020-03-07,0.5
0.878157913846829,145,0.00127786267238079,3845,3,5.5,0.5,0.6,2020-03-09,0.5
0.876510076436966,145,0.00148154569386662,3209,2.75,4.5,0.4,0.5,2020-03-07,0.5
0.404596365851648,145.333333333328,0.00177546356416173,1055,3,4,0.6,0.3,2020-03-07,0.4
0.85715799221599,145.545454545456,0.00787558176198315,2143,2.5,5.5,0.5,0.4,2020-03-07,0.45
0.855222482450414,145.923076923078,0.00239315160777223,852,2.25,4,0.6,0.6,2020-03-09,0.35
0.83139244107948,146,0.0027407902974801,3602,2.25,4,0.4,0.4,2020-03-09,0.5
0.806766076213644,146,0.00143869923566196,3765,3,5,0.6,0.5,2020-03-09,0.5
0.403284038311394,146,0.00129290973392228,3280,3,4,0.7,0.5,2020-03-07,0.5
0.902782222005431,146.333333333328,0.00766325116905789,1177,2.25,4,0.7,0.4,2020-03-07,0.4
0.860982087963763,146.444444444445,0.00271225396420635,4534,2.75,4.5,0.5,0.3,2020-03-09,0.55
0.838608596960626,146.444444444445,0.00235641607451919,4983,2.5,4.5,0.7,0.7,2020-03-09,0.55
0.813257856495238,146.444444444445,0.0455761827053828,4687,2.25,5,0.7,0.4,2020-03-09,0.55
0.76331870935059,146.444444444445,0.00624993132339921,4323,2.5,6,0.4,0.6,2020-03-07,0.55
0.327989184306723,146.444444444445,0.00102324215937734,4455,3,4,0.6,0.7,2020-03-07,0.55
0.89194580699965,146.666666666672,0.00160355637991552,1270,3,5.5,0.6,0.5,2020-03-07,0.4
0.860517722027318,146.666666666672,0.00147734147208489,1708,2.5,4.5,0.4,0.5,2020-03-09,0.4
0.939472181125202,146.923076923078,0.0274325167133593,173,2.5,6,0.6,0.4,2020-03-07,0.35
0.795325704784061,146.923076923078,0.0189864598556591,822,2.25,6,0.4,0.6,2020-03-09,0.35
0.892164515936933,147.076923076922,0.0314174329029629,867,2.25,5.5,0.6,0.6,2020-03-09,0.35
0.900167338238184,147.454545454544,0.00529181945704058,2027,2.25,4,0.5,0.3,2020-03-07,0.45
0.83584394184421,147.454545454544,0.00223678409197358,2883,2.5,4.5,0.7,0.6,2020-03-09,0.45
0.788530001966004,147.454545454544,0.0116458463005837,2648,2.5,6,0.5,0.4,2020-03-09,0.45
0.917283956772581,147.666666666672,0.00782377212682984,1457,2.25,4.5,0.6,0.7,2020-03-07,0.4
0.811261635557629,147.666666666672,0.0071824801086179,1848,2.5,6,0.5,0.6,2020-03-09,0.4
0.855528491254534,148.076923076922,0.00812472465544664,882,2.25,4.5,0.7,0.6,2020-03-09,0.35
0.831337491685342,148.333333333328,0.00143790740408642,1640,3,5,0.5,0.4,2020-03-09,0.4
0.407108378128475,148.333333333328,0.00133862687648478,1155,3,4,0.6,0.4,2020-03-07,0.4
0.945396194984396,148.444444444445,0.0101376892343361,4094,2.75,5.5,0.7,0.3,2020-03-07,0.55
0.770641798224062,148.444444444445,0.0360684961677875,4322,2.25,6,0.4,0.6,2020-03-07,0.55
0.832635528068274,148.454545454544,0.00209189642397593,2540,3,5,0.5,0.3,2020-03-09,0.45
0.836228061715682,148.555555555555,0.00219888027434789,4625,3,6,0.4,0.4,2020-03-09,0.55
0.836912143671092,148.666666666672,0.00236099508294252,1059,2.75,4.5,0.6,0.3,2020-03-07,0.4
0.887568465591311,149,0.00221276197358073,3128,2.5,4,0.5,0.4,2020-03-07,0.5
0.883988304537811,149,0.0204429561517454,3473,2.5,6,0.6,0.7,2020-03-07,0.5
0.782652956767194,149.076923076922,0.0050127556067291,7,2.25,4.5,0.4,0.3,2020-03-07,0.35
0.872331036870978,149.444444444445,0.00642358518437311,4343,2.5,5.5,0.5,0.6,2020-03-07,0.55
0.850602609960827,149.454545454544,0.00132917966323262,2734,2.75,4.5,0.5,0.5,2020-03-09,0.45
0.803314579348687,149.545454545456,0.00226271415846812,2838,2.5,5,0.5,0.6,2020-03-09,0.45
0.844989726425757,149.555555555555,0.00201686303261294,4140,3,5,0.5,0.4,2020-03-07,0.55
0.926796732335738,149.666666666672,0.00266585402259075,1070,3,5.5,0.6,0.3,2020-03-07,0.4
0.807268755102377,149.666666666672,0.0043520496274654,1999,2.75,6,0.7,0.7,2020-03-09,0.4
0.882367932916607,150.333333333328,0.0326997081396166,1476,2,4,0.7,0.7,2020-03-07,0.4
0.763648689733228,150.333333333328,0.00119004584282754,1765,3,5,0.6,0.5,2020-03-09,0.4
0.73762872034691,150.333333333328,0.00950754708924811,1817,2.25,5.5,0.4,0.6,2020-03-09,0.4
0.92069856898344,150.444444444445,0.0131498398129861,4893,2.5,5.5,0.7,0.6,2020-03-09,0.55
0.874764946651508,150.454545454544,0.00172403506427671,2603,2.5,4,0.4,0.4,2020-03-09,0.45
0.856086558878241,150.454545454544,0.0022415780088703,2202,2.25,4,0.4,0.5,2020-03-07,0.45
0.937574522462175,150.555555555555,0.0180068190702235,4493,2.5,5.5,0.7,0.7,2020-03-07,0.55
0.914769591429148,150.666666666672,0.00256161218120004,1400,3,6,0.7,0.6,2020-03-07,0.4
0.928870169193956,151,0.00191619856578616,3645,3,5.5,0.5,0.4,2020-03-09,0.5
0.920397500518911,151,0.00242840213567,3664,2.75,5,0.6,0.4,2020-03-09,0.5
0.787975231129456,151.076923076922,0.00176314364088125,184,2.75,4.5,0.7,0.4,2020-03-07,0.35
0.821181258947279,151.333333333328,0.00926590795689114,1668,2.5,5.5,0.6,0.4,2020-03-09,0.4
0.839968408892204,151.444444444445,0.00168866039793598,4759,2.75,4.5,0.6,0.5,2020-03-09,0.55
0.828908453505116,151.454545454544,0.00142641601747717,2478,2.5,4,0.7,0.7,2020-03-07,0.45
0.871045395628591,151.545454545456,0.00346371354807877,2095,3,5.5,0.7,0.3,2020-03-07,0.45
0.848374636131863,151.555555555555,0.00376838833879413,4974,2.75,6,0.6,0.7,2020-03-09,0.55
0.738453208248401,151.555555555555,0.00290552681257793,4818,2.5,5.5,0.4,0.6,2020-03-09,0.55
0.922498890358562,151.923076923078,0.00115141660500077,220,3,5.5,0.4,0.5,2020-03-07,0.35
0.90668609916432,152,0.00267727460182799,3994,2.75,5.5,0.7,0.7,2020-03-09,0.5
0.83558354627632,152.076923076922,0.00211548682589187,602,2.25,4,0.4,0.4,2020-03-09,0.35
0.911232865459831,152.545454545456,0.00281319535081617,2144,2.75,5.5,0.5,0.4,2020-03-07,0.45
0.954874689305318,152.555555555555,0.00208565832918636,4120,3,5.5,0.4,0.4,2020-03-07,0.55
0.8778685980723,152.555555555555,0.00213526585671402,4208,2.5,4.5,0.4,0.5,2020-03-07,0.55
0.921333248507899,152.923076923078,0.00276329502744548,575,3,6,0.6,0.3,2020-03-09,0.35
0.865688085040111,152.923076923078,0.00113134642796377,240,3,5,0.5,0.5,2020-03-07,0.35
0.619318274308687,152.923076923078,0.00103048206777286,785,3,4.5,0.7,0.5,2020-03-09,0.35
0.852163524862554,153.333333333328,0.0106012112197159,1782,2.25,4.5,0.7,0.5,2020-03-09,0.4
0.828782821512083,153.333333333328,0.00836742831768872,1201,2,4,0.4,0.5,2020-03-07,0.4
0.822316152762754,153.333333333328,0.00111773123292309,1884,2.75,4.5,0.7,0.6,2020-03-09,0.4
0.83791620759389,153.454545454544,0.00186927358348394,2302,2.25,4,0.4,0.6,2020-03-07,0.45
0.757503033931032,153.545454545456,0.00107191429056643,2490,3,5,0.7,0.7,2020-03-07,0.45
0.655042628341946,153.555555555555,0.00185118119332946,4604,2.75,4,0.4,0.4,2020-03-09,0.55
0.570063643601035,153.666666666672,0.0014411206983735,1185,3,4.5,0.7,0.4,2020-03-07,0.4
0.628158634896521,153.923076923078,0.00167736997337183,535,3,4.5,0.5,0.3,2020-03-09,0.35
0.875068699784505,154,0.00108538784830268,3945,3,5.5,0.5,0.7,2020-03-09,0.5
0.862186183105347,154,0.00222586503261785,3650,3,6,0.5,0.4,2020-03-09,0.5
0.788506128702115,154,0.00202006836727257,3313,2.5,5,0.4,0.6,2020-03-07,0.5
0.873225571260638,154.076923076922,0.0231236547473052,651,2,4,0.6,0.4,2020-03-09,0.35
0.872090544837716,154.076923076922,0.00118795496280589,714,2.75,5,0.4,0.5,2020-03-09,0.35
0.73716620671664,154.333333333328,0.0056022519082853,1623,2.5,6,0.4,0.4,2020-03-09,0.4
0.836096417078659,154.454545454544,0.00334730256852933,2502,2.25,4,0.4,0.3,2020-03-09,0.45
0.844775842595703,154.545454545456,0.0245904190789105,2206,2,4.5,0.4,0.5,2020-03-07,0.45
0.862186447261898,154.555555555555,0.0019956283700305,4875,3,6,0.6,0.6,2020-03-09,0.55
0.812224402289016,154.555555555555,0.00225725624536274,4927,2.25,4,0.5,0.7,2020-03-09,0.55
0.833904308266271,154.923076923078,0.0155012660089275,537,2.25,5,0.5,0.3,2020-03-09,0.35
0.919677182911186,155,0.00478674101453945,3474,2.75,6,0.6,0.7,2020-03-07,0.5
0.926876521633339,155.076923076922,0.0180273713164948,462,2.25,5,0.6,0.7,2020-03-07,0.35
0.859975956233918,155.076923076922,0.00153645754151207,969,2.75,5.5,0.6,0.7,2020-03-09,0.35
0.8670471039746,155.555555555555,0.00680310454392241,4899,2.75,6,0.7,0.6,2020-03-09,0.55
0.893169254571979,155.666666666672,0.00116450537045438,1870,3,5.5,0.6,0.6,2020-03-09,0.4
0.86791455753327,155.923076923078,0.0015891742331239,733,2.5,4.5,0.5,0.5,2020-03-09,0.35
0.625230222817684,156,0.00164069413537072,3635,3,4.5,0.5,0.4,2020-03-09,0.5
0.923236832703386,156.444444444445,0.00133016677691617,4820,3,5.5,0.4,0.6,2020-03-09,0.55
0.865762775561184,156.444444444445,0.00272105436620166,4009,2.75,4.5,0.4,0.3,2020-03-07,0.55
0.890912343917004,156.666666666672,0.01429140023909,1237,2.25,5,0.5,0.5,2020-03-07,0.4
0.904732989890168,156.923076923078,0.0301264814429478,242,2.25,5.5,0.5,0.5,2020-03-07,0.35
0.859046961872509,156.923076923078,0.00931875419773526,826,2,4,0.5,0.6,2020-03-09,0.35
0.911613556787813,157,0.0143023806345268,3199,2.75,6,0.7,0.4,2020-03-07,0.5
0.903264227472636,157,0.00524459413830082,3183,2.5,4.5,0.7,0.4,2020-03-07,0.5
0.786232803406104,157,0.00140177550099159,3453,2.5,4,0.6,0.7,2020-03-07,0.5
0.86989296844792,157.333333333328,0.00238669599734078,1539,2.75,5,0.5,0.3,2020-03-09,0.4
0.854804560450179,157.333333333328,0.00136554694019186,1225,3,6,0.4,0.5,2020-03-07,0.4
0.863025995996779,157.454545454544,0.00142344326652912,2234,2.75,4.5,0.5,0.5,2020-03-07,0.45
0.893687808569065,157.555555555555,0.00220312024975842,4250,3,6,0.5,0.5,2020-03-07,0.55
0.900806800310917,158,0.00931690202075497,3177,2.25,4,0.7,0.4,2020-03-07,0.5
0.817028532104329,158.076923076922,0.00792991150878261,748,2.5,6,0.5,0.5,2020-03-09,0.35
0.757723684262599,158.076923076922,0.00877579859434683,817,2.25,5.5,0.4,0.6,2020-03-09,0.35
0.830124012942065,158.444444444445,0.00199987179402752,4778,2.5,4,0.7,0.5,2020-03-09,0.55
0.836621865653942,158.454545454544,0.0109534692382191,2737,2.25,5,0.5,0.5,2020-03-09,0.45
0.626373023461921,158.454545454544,0.00198631962635592,2560,3,4.5,0.6,0.3,2020-03-09,0.45
0.605028181469921,158.545454545456,0.00215027986318001,2054,2.75,4,0.6,0.3,2020-03-07,0.45
0.926267949031047,158.666666666672,0.00116033826683089,1345,3,5.5,0.5,0.6,2020-03-07,0.4
0.908140915559424,158.923076923078,0.028918584964456,487,2.25,5,0.7,0.7,2020-03-07,0.35
0.855981992142957,159,0.0244911182688522,3976,2,4,0.7,0.7,2020-03-09,0.5
0.908713518733,159.333333333328,0.0044946706774286,1663,2.5,5,0.6,0.4,2020-03-09,0.4
0.860644523573623,159.333333333328,0.019030719908708,1842,2.25,5.5,0.5,0.6,2020-03-09,0.4
0.850915539786847,159.333333333328,0.003171056937424,1249,2.75,6,0.5,0.5,2020-03-07,0.4
0.951155845568931,159.454545454544,0.00552515419509559,2069,2.75,5.5,0.6,0.3,2020-03-07,0.45
0.942854781021043,159.454545454544,0.0246759144710914,2362,2.25,5,0.6,0.6,2020-03-07,0.45
0.871683051482025,159.545454545456,0.00101181375764118,2914,2.75,5,0.4,0.7,2020-03-09,0.45
0.878982687403018,159.555555555555,0.0297050621909918,4662,2.25,5,0.6,0.4,2020-03-09,0.55
0.853011471391612,159.555555555555,0.00297553288800447,4800,3,6,0.7,0.5,2020-03-09,0.55
0.842981188470449,159.555555555555,0.00554030410322924,4583,2.5,4.5,0.7,0.3,2020-03-09,0.55
0.861667867792953,160.444444444445,0.00124442962078913,4434,2.75,4.5,0.5,0.7,2020-03-07,0.55
0.935400157190562,160.454545454544,0.00125471286672792,2345,3,5.5,0.5,0.6,2020-03-07,0.45
0.9191601108148,160.666666666672,0.00121970647954247,1933,2.5,4.5,0.5,0.7,2020-03-09,0.4
0.845929381393162,161,0.00231305085771638,3695,3,5.5,0.7,0.4,2020-03-09,0.5
0.836080127197315,161,0.017937545685664,3217,2.25,5.5,0.4,0.5,2020-03-07,0.5
0.829667986352979,161,0.00175994438786918,3228,2.5,4,0.5,0.5,2020-03-07,0.5
0.93995067049162,161.076923076922,0.0218558939165062,273,2.5,6,0.6,0.5,2020-03-07,0.35
0.92414780839144,161.076923076922,0.00143395965301891,120,3,5.5,0.4,0.4,2020-03-07,0.35
0.926408116293681,161.454545454544,0.00349590677548951,2064,2.75,5,0.6,0.3,2020-03-07,0.45
0.851584868458503,161.454545454544,0.0034200876346776,2249,2.75,6,0.5,0.5,2020-03-07,0.45
0.856576355582787,161.555555555555,0.0134247449502055,4826,2,4,0.5,0.6,2020-03-09,0.55
0.636923296072336,161.555555555555,0.00108134120811698,4954,2.75,4,0.6,0.7,2020-03-09,0.55
0.813377482220747,162,0.00293861037534359,3508,2.5,4.5,0.4,0.3,2020-03-09,0.5
0.820946817097636,162.333333333328,0.0321456303201938,1222,2.25,6,0.4,0.5,2020-03-07,0.4
0.836581803650904,162.666666666672,0.00117773907002004,1359,2.75,4.5,0.6,0.6,2020-03-07,0.4
0.891677082355066,163,0.0489485720004575,3767,2.25,5.5,0.6,0.5,2020-03-09,0.5
0.587169217221739,163,0.00110828076946939,3335,3,4.5,0.5,0.6,2020-03-07,0.5
0.862617367025235,163.333333333328,0.00222957840361812,1675,3,6,0.6,0.4,2020-03-09,0.4
0.854422319150204,163.333333333328,0.00507125748798364,1899,2.75,6,0.7,0.6,2020-03-09,0.4
0.74124069622559,163.333333333328,0.00746245110269633,1523,2.5,6,0.4,0.3,2020-03-09,0.4
0.616415105507577,163.333333333328,0.00137960791475736,1660,3,4.5,0.6,0.4,2020-03-09,0.4
0.864225521027412,163.444444444445,0.0017387390337746,4234,2.75,4.5,0.5,0.5,2020-03-07,0.55
0.861373074244349,163.444444444445,0.00148108595636921,4828,2.5,4,0.5,0.6,2020-03-09,0.55
0.846535946840209,163.454545454544,0.0018835506181185,2489,2.75,5,0.7,0.7,2020-03-07,0.45
0.421852436836112,163.454545454544,0.00115475943559811,2205,3,4,0.4,0.5,2020-03-07,0.45
0.84652781624816,163.923076923078,0.00139711852604326,844,2.75,5.5,0.5,0.6,2020-03-09,0.35
0.877563206914792,164,0.00115378670283615,3403,2.5,4,0.4,0.7,2020-03-07,0.5
0.812198746275168,164,0.00430905616082177,3843,2.5,5.5,0.5,0.6,2020-03-09,0.5
0.767082126953864,164,0.0277662173132218,3422,2.25,6,0.4,0.7,2020-03-07,0.5
0.93054122410059,164.454545454544,0.00289066261685825,2039,2.75,5,0.5,0.3,2020-03-07,0.45
0.414361963958968,164.555555555555,0.00141761234594008,4205,3,4,0.4,0.5,2020-03-07,0.55
0.830525653670821,164.923076923078,0.00228733045062057,738,2.5,5,0.5,0.5,2020-03-09,0.35
0.805953446901232,165,0.00147677361210053,3790,3,5,0.7,0.5,2020-03-09,0.5
0.9015269584482,165.076923076922,0.00255529445693084,50,3,6,0.5,0.3,2020-03-07,0.35
0.83500803261627,165.333333333328,0.0022441736712384,1449,2.75,6,0.5,0.7,2020-03-07,0.4
