"Entity_Name","Fiscal_Year","current_population_actual","lead_pop_actual","Entity_ID","variable","value","val_per_capita","variable_pretty"
"Amador",2005,37870,38149,3,"Administrative_Officer_Capital_Outlay",904,0.0236965582321948,"Administrative Officer Capital Outlay"
"Amador",2006,38149,38550,3,"Administrative_Officer_Capital_Outlay",2851,0.0739559014267186,"Administrative Officer Capital Outlay"
"Amador",2007,38550,38046,3,"Administrative_Officer_Capital_Outlay",1150,0.0302265678389318,"Administrative Officer Capital Outlay"
"Butte",2003,211501,212999,4,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Butte",2005,214604,216640,4,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Calaveras",2005,45674,46500,5,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Calaveras",2006,46500,46833,5,"Administrative_Officer_Capital_Outlay",24993,0.533662161296522,"Administrative Officer Capital Outlay"
"Colusa",2003,19619,20256,6,"Administrative_Officer_Capital_Outlay",1831,0.0903929699842022,"Administrative Officer Capital Outlay"
"Contra Costa",2003,988357,993092,7,"Administrative_Officer_Capital_Outlay",34488,0.0347279003355178,"Administrative Officer Capital Outlay"
"Contra Costa",2004,993092,999553,7,"Administrative_Officer_Capital_Outlay",15704,0.0157110228272038,"Administrative Officer Capital Outlay"
"Contra Costa",2007,1010522,1025412,7,"Administrative_Officer_Capital_Outlay",37220,0.0362976052552535,"Administrative Officer Capital Outlay"
"Contra Costa",2008,1025412,1040594,7,"Administrative_Officer_Capital_Outlay",49679,0.0477410017739868,"Administrative Officer Capital Outlay"
"Contra Costa",2009,1040594,1052887,7,"Administrative_Officer_Capital_Outlay",55102,0.0523342011061016,"Administrative Officer Capital Outlay"
"Contra Costa",2010,1052887,1066516,7,"Administrative_Officer_Capital_Outlay",44842,0.0420453139005885,"Administrative Officer Capital Outlay"
"Contra Costa",2012,1079597,1094205,7,"Administrative_Officer_Capital_Outlay",8275,0.00756256825731924,"Administrative Officer Capital Outlay"
"Contra Costa",2013,1094205,NA,7,"Administrative_Officer_Capital_Outlay",79845,NA,"Administrative Officer Capital Outlay"
"Del Norte",2005,28496,28468,8,"Administrative_Officer_Capital_Outlay",5673,0.199276380497401,"Administrative Officer Capital Outlay"
"Del Norte",2012,28290,27873,8,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Del Norte",2013,27873,NA,8,"Administrative_Officer_Capital_Outlay",0,NA,"Administrative Officer Capital Outlay"
"El Dorado",2003,167480,170452,9,"Administrative_Officer_Capital_Outlay",4270,0.0250510407622087,"Administrative Officer Capital Outlay"
"El Dorado",2006,174884,175615,9,"Administrative_Officer_Capital_Outlay",5779,0.0329072117985366,"Administrative Officer Capital Outlay"
"El Dorado",2010,181143,180894,9,"Administrative_Officer_Capital_Outlay",4537,0.0250809866551682,"Administrative Officer Capital Outlay"
"El Dorado",2011,180894,180561,9,"Administrative_Officer_Capital_Outlay",3376,0.0186972823588704,"Administrative Officer Capital Outlay"
"El Dorado",2012,180561,181737,9,"Administrative_Officer_Capital_Outlay",14196,0.078112877399759,"Administrative Officer Capital Outlay"
"El Dorado",2013,181737,NA,9,"Administrative_Officer_Capital_Outlay",3312,NA,"Administrative Officer Capital Outlay"
"Fresno",2006,877406,889127,10,"Administrative_Officer_Capital_Outlay",9000,0.0101222884919702,"Administrative Officer Capital Outlay"
"Fresno",2013,955272,NA,10,"Administrative_Officer_Capital_Outlay",5671,NA,"Administrative Officer Capital Outlay"
"Glenn",2005,27415,27668,11,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Glenn",2006,27668,27808,11,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Glenn",2007,27808,28063,11,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Glenn",2008,28063,28152,11,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Glenn",2009,28152,28098,11,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Glenn",2010,28098,28181,11,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Glenn",2011,28181,27992,11,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Glenn",2012,27992,27940,11,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Glenn",2013,27940,NA,11,"Administrative_Officer_Capital_Outlay",0,NA,"Administrative Officer Capital Outlay"
"Humboldt",2006,129008,128513,12,"Administrative_Officer_Capital_Outlay",1652,0.0128547306498175,"Administrative Officer Capital Outlay"
"Humboldt",2007,128513,128724,12,"Administrative_Officer_Capital_Outlay",1685,0.0130900220627078,"Administrative Officer Capital Outlay"
"Humboldt",2009,129349,135039,12,"Administrative_Officer_Capital_Outlay",2621,0.0194092077103652,"Administrative Officer Capital Outlay"
"Humboldt",2012,134827,134493,12,"Administrative_Officer_Capital_Outlay",1977,0.0146996497959002,"Administrative Officer Capital Outlay"
"Imperial",2007,160316,163180,13,"Administrative_Officer_Capital_Outlay",29566,0.1811864199044,"Administrative Officer Capital Outlay"
"Inyo",2003,18138,17984,14,"Administrative_Officer_Capital_Outlay",4245,0.236043149466192,"Administrative Officer Capital Outlay"
"Inyo",2004,17984,17749,14,"Administrative_Officer_Capital_Outlay",1867,0.105189024733788,"Administrative Officer Capital Outlay"
"Kern",2013,864124,NA,15,"Administrative_Officer_Capital_Outlay",11474,NA,"Administrative Officer Capital Outlay"
"Kings",2007,NA,NA,16,"Administrative_Officer_Capital_Outlay",1743,NA,"Administrative Officer Capital Outlay"
"Lake",2006,64670,64667,17,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Lake",2011,64262,63983,17,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Los Angeles",2003,9781839,9808353,19,"Administrative_Officer_Capital_Outlay",411566,0.0419607654822374,"Administrative Officer Capital Outlay"
"Los Angeles",2004,9808353,9802296,19,"Administrative_Officer_Capital_Outlay",164634,0.0167954528204413,"Administrative Officer Capital Outlay"
"Los Angeles",2005,9802296,9755937,19,"Administrative_Officer_Capital_Outlay",382346,0.0391911099876926,"Administrative Officer Capital Outlay"
"Los Angeles",2006,9755937,9727968,19,"Administrative_Officer_Capital_Outlay",132135,0.0135830010953983,"Administrative Officer Capital Outlay"
"Los Angeles",2007,9727968,9771522,19,"Administrative_Officer_Capital_Outlay",139075,0.0142326855529773,"Administrative Officer Capital Outlay"
"Los Angeles",2008,9771522,9831945,19,"Administrative_Officer_Capital_Outlay",514220,0.0523009435060916,"Administrative Officer Capital Outlay"
"Los Angeles",2009,9831945,9825761,19,"Administrative_Officer_Capital_Outlay",120655,0.012279456013636,"Administrative Officer Capital Outlay"
"Los Angeles",2010,9825761,9889025,19,"Administrative_Officer_Capital_Outlay",175865,0.0177838563457975,"Administrative Officer Capital Outlay"
"Los Angeles",2011,9889025,9962789,19,"Administrative_Officer_Capital_Outlay",42650,0.00428092976775881,"Administrative Officer Capital Outlay"
"Los Angeles",2012,9962789,10017068,19,"Administrative_Officer_Capital_Outlay",14458,0.0014433365132392,"Administrative Officer Capital Outlay"
"Los Angeles",2013,10017068,NA,19,"Administrative_Officer_Capital_Outlay",911172,NA,"Administrative Officer Capital Outlay"
"Madera",2003,132522,136752,20,"Administrative_Officer_Capital_Outlay",167523,1.22501316251316,"Administrative Officer Capital Outlay"
"Madera",2006,143018,145461,20,"Administrative_Officer_Capital_Outlay",1097,0.00754154034414723,"Administrative Officer Capital Outlay"
"Marin",2003,NA,NA,21,"Administrative_Officer_Capital_Outlay",38724,NA,"Administrative Officer Capital Outlay"
"Marin",2004,NA,NA,21,"Administrative_Officer_Capital_Outlay",0,NA,"Administrative Officer Capital Outlay"
"Marin",2007,NA,NA,21,"Administrative_Officer_Capital_Outlay",2318,NA,"Administrative Officer Capital Outlay"
"Marin",2008,NA,NA,21,"Administrative_Officer_Capital_Outlay",95,NA,"Administrative Officer Capital Outlay"
"Marin",2009,NA,NA,21,"Administrative_Officer_Capital_Outlay",1377,NA,"Administrative Officer Capital Outlay"
"Marin",2011,NA,NA,21,"Administrative_Officer_Capital_Outlay",1011,NA,"Administrative Officer Capital Outlay"
"Marin",2012,NA,NA,21,"Administrative_Officer_Capital_Outlay",2536,NA,"Administrative Officer Capital Outlay"
"Marin",2013,NA,NA,21,"Administrative_Officer_Capital_Outlay",0,NA,"Administrative Officer Capital Outlay"
"Mariposa",2005,17715,17888,22,"Administrative_Officer_Capital_Outlay",1400,0.0782647584973166,"Administrative Officer Capital Outlay"
"Mendocino",2006,NA,NA,23,"Administrative_Officer_Capital_Outlay",4528,NA,"Administrative Officer Capital Outlay"
"Mendocino",2007,NA,NA,23,"Administrative_Officer_Capital_Outlay",2824,NA,"Administrative Officer Capital Outlay"
"Merced",2003,229175,233659,24,"Administrative_Officer_Capital_Outlay",14897,0.0637553015291515,"Administrative Officer Capital Outlay"
"Merced",2008,244481,245560,24,"Administrative_Officer_Capital_Outlay",12752,0.0519302818048542,"Administrative Officer Capital Outlay"
"Merced",2012,262305,263228,24,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Modoc",2008,9084,9125,25,"Administrative_Officer_Capital_Outlay",1772,0.194191780821918,"Administrative Officer Capital Outlay"
"Mono",2003,12983,12870,26,"Administrative_Officer_Capital_Outlay",1452,0.112820512820513,"Administrative Officer Capital Outlay"
"Mono",2004,12870,12832,26,"Administrative_Officer_Capital_Outlay",2927,0.228101620947631,"Administrative Officer Capital Outlay"
"Mono",2005,12832,13062,26,"Administrative_Officer_Capital_Outlay",7302,0.559026182820395,"Administrative Officer Capital Outlay"
"Mono",2006,13062,12786,26,"Administrative_Officer_Capital_Outlay",25255,1.97520725793837,"Administrative Officer Capital Outlay"
"Mono",2007,12786,12838,26,"Administrative_Officer_Capital_Outlay",5116,0.398504439943916,"Administrative Officer Capital Outlay"
"Mono",2011,14417,14348,26,"Administrative_Officer_Capital_Outlay",10800,0.752718148870923,"Administrative Officer Capital Outlay"
"Mono",2012,14348,14074,26,"Administrative_Officer_Capital_Outlay",5000,0.355265027710672,"Administrative Officer Capital Outlay"
"Mono",2013,14074,NA,26,"Administrative_Officer_Capital_Outlay",33933,NA,"Administrative Officer Capital Outlay"
"Monterey",2008,404840,409069,27,"Administrative_Officer_Capital_Outlay",21159,0.0517247701488013,"Administrative Officer Capital Outlay"
"Orange",2003,2941573,2956461,30,"Administrative_Officer_Capital_Outlay",13221,0.00447190069478339,"Administrative Officer Capital Outlay"
"Orange",2004,2956461,2957404,30,"Administrative_Officer_Capital_Outlay",24998,0.00845268350215256,"Administrative Officer Capital Outlay"
"Plumas",2007,20571,20323,32,"Administrative_Officer_Capital_Outlay",7357,0.362003641194706,"Administrative Officer Capital Outlay"
"Riverside",2003,1764303,1845608,33,"Administrative_Officer_Capital_Outlay",8385084,4.54326379166107,"Administrative Officer Capital Outlay"
"Riverside",2004,1845608,1917246,33,"Administrative_Officer_Capital_Outlay",35890662,18.719904488,"Administrative Officer Capital Outlay"
"Riverside",2005,1917246,1994262,33,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Riverside",2006,1994262,2054818,33,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Riverside",2009,2121839,2202361,33,"Administrative_Officer_Capital_Outlay",45170,0.0205098074293905,"Administrative Officer Capital Outlay"
"Riverside",2010,2202361,2237330,33,"Administrative_Officer_Capital_Outlay",293435,0.131154098858908,"Administrative Officer Capital Outlay"
"San Benito",2003,55386,55073,35,"Administrative_Officer_Capital_Outlay",1500,0.0272365769070143,"Administrative Officer Capital Outlay"
"San Benito",2007,54459,54735,35,"Administrative_Officer_Capital_Outlay",14631,0.26730611126336,"Administrative Officer Capital Outlay"
"San Benito",2008,54735,54980,35,"Administrative_Officer_Capital_Outlay",13460,0.244816296835213,"Administrative Officer Capital Outlay"
"San Bernardino",2003,NA,NA,36,"Administrative_Officer_Capital_Outlay",20000,NA,"Administrative Officer Capital Outlay"
"San Bernardino",2005,NA,NA,36,"Administrative_Officer_Capital_Outlay",0,NA,"Administrative Officer Capital Outlay"
"San Bernardino",2006,NA,NA,36,"Administrative_Officer_Capital_Outlay",36824,NA,"Administrative Officer Capital Outlay"
"San Bernardino",2007,NA,NA,36,"Administrative_Officer_Capital_Outlay",8811,NA,"Administrative Officer Capital Outlay"
"San Bernardino",2009,NA,NA,36,"Administrative_Officer_Capital_Outlay",36310,NA,"Administrative Officer Capital Outlay"
"San Diego",2009,3037115,3103933,37,"Administrative_Officer_Capital_Outlay",36655,0.0118092110879971,"Administrative Officer Capital Outlay"
"San Diego",2013,3211252,NA,37,"Administrative_Officer_Capital_Outlay",0,NA,"Administrative Officer Capital Outlay"
"San Joaquin",2003,NA,NA,39,"Administrative_Officer_Capital_Outlay",3957,NA,"Administrative Officer Capital Outlay"
"San Joaquin",2006,NA,NA,39,"Administrative_Officer_Capital_Outlay",35793,NA,"Administrative Officer Capital Outlay"
"San Joaquin",2008,NA,NA,39,"Administrative_Officer_Capital_Outlay",6056,NA,"Administrative Officer Capital Outlay"
"San Luis Obispo",2007,261486,264933,40,"Administrative_Officer_Capital_Outlay",9987,0.0376963232213428,"Administrative Officer Capital Outlay"
"San Luis Obispo",2009,266566,269954,40,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"San Luis Obispo",2012,274804,276443,40,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"San Luis Obispo",2013,276443,NA,40,"Administrative_Officer_Capital_Outlay",0,NA,"Administrative Officer Capital Outlay"
"San Mateo",2005,691990,692345,41,"Administrative_Officer_Capital_Outlay",5398,0.00779669095609848,"Administrative Officer Capital Outlay"
"San Mateo",2006,692345,696812,41,"Administrative_Officer_Capital_Outlay",7471,0.0107216867677365,"Administrative Officer Capital Outlay"
"San Mateo",2009,717891,720105,41,"Administrative_Officer_Capital_Outlay",32351,0.0449253928246575,"Administrative Officer Capital Outlay"
"San Mateo",2011,729050,739311,41,"Administrative_Officer_Capital_Outlay",10438,0.0141185509210603,"Administrative Officer Capital Outlay"
"Santa Barbara",2003,401769,400557,42,"Administrative_Officer_Capital_Outlay",24282,0.0606205858342258,"Administrative Officer Capital Outlay"
"Santa Barbara",2007,399780,402920,42,"Administrative_Officer_Capital_Outlay",244335,0.606410701876303,"Administrative Officer Capital Outlay"
"Santa Barbara",2008,402920,405847,42,"Administrative_Officer_Capital_Outlay",50887,0.125384689304097,"Administrative Officer Capital Outlay"
"Santa Barbara",2009,405847,424403,42,"Administrative_Officer_Capital_Outlay",29570,0.0696743425470602,"Administrative Officer Capital Outlay"
"Santa Barbara",2010,424403,426101,42,"Administrative_Officer_Capital_Outlay",25959,0.0609221757282898,"Administrative Officer Capital Outlay"
"Santa Barbara",2011,426101,431249,42,"Administrative_Officer_Capital_Outlay",342348,0.79385227559948,"Administrative Officer Capital Outlay"
"Santa Barbara",2012,431249,435697,42,"Administrative_Officer_Capital_Outlay",633104,1.45308322067859,"Administrative Officer Capital Outlay"
"Santa Barbara",2013,435697,NA,42,"Administrative_Officer_Capital_Outlay",668708,NA,"Administrative Officer Capital Outlay"
"Santa Clara",2011,1811820,1837504,43,"Administrative_Officer_Capital_Outlay",10039,0.0054633894674515,"Administrative Officer Capital Outlay"
"Santa Cruz",2013,269419,NA,44,"Administrative_Officer_Capital_Outlay",0,NA,"Administrative Officer Capital Outlay"
"Siskiyou",2006,44225,44192,47,"Administrative_Officer_Capital_Outlay",5709,0.129186278059377,"Administrative Officer Capital Outlay"
"Siskiyou",2007,44192,44502,47,"Administrative_Officer_Capital_Outlay",22063,0.495775470765359,"Administrative Officer Capital Outlay"
"Solano",2003,406907,407135,48,"Administrative_Officer_Capital_Outlay",5763,0.0141550100089651,"Administrative Officer Capital Outlay"
"Sonoma",2004,463045,461126,49,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Sonoma",2011,488082,491829,49,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Stanislaus",2003,486325,491038,50,"Administrative_Officer_Capital_Outlay",240556,0.48989283925073,"Administrative Officer Capital Outlay"
"Stanislaus",2004,491038,497903,50,"Administrative_Officer_Capital_Outlay",9666,0.0194134198829893,"Administrative Officer Capital Outlay"
"Stanislaus",2009,508551,515326,50,"Administrative_Officer_Capital_Outlay",12516,0.0242875383737673,"Administrative Officer Capital Outlay"
"Tulare",2004,395119,403786,54,"Administrative_Officer_Capital_Outlay",10996,0.0272322467841877,"Administrative Officer Capital Outlay"
"Tulare",2006,409702,416138,54,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Tulare",2007,416138,422398,54,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Tuolumne",2005,56280,56081,55,"Administrative_Officer_Capital_Outlay",5473,0.0975909844688932,"Administrative Officer Capital Outlay"
"Tuolumne",2006,56081,55688,55,"Administrative_Officer_Capital_Outlay",5930,0.106486137049275,"Administrative Officer Capital Outlay"
"Tuolumne",2008,55626,55105,55,"Administrative_Officer_Capital_Outlay",1473,0.0267307866799746,"Administrative Officer Capital Outlay"
"Tuolumne",2013,53874,NA,55,"Administrative_Officer_Capital_Outlay",17779,NA,"Administrative Officer Capital Outlay"
"Ventura",2003,783283,787261,56,"Administrative_Officer_Capital_Outlay",6618,0.00840636078759141,"Administrative Officer Capital Outlay"
"Ventura",2007,788732,793737,56,"Administrative_Officer_Capital_Outlay",22345,0.0281516421686276,"Administrative Officer Capital Outlay"
"Ventura",2009,801061,825378,56,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Ventura",2010,825378,831126,56,"Administrative_Officer_Capital_Outlay",0,0,"Administrative Officer Capital Outlay"
"Ventura",2011,831126,835981,56,"Administrative_Officer_Capital_Outlay",49869,0.0596532696317261,"Administrative Officer Capital Outlay"
"Ventura",2012,835981,839620,56,"Administrative_Officer_Capital_Outlay",6670,0.0079440699363998,"Administrative Officer Capital Outlay"
"Yuba",2007,71278,72414,58,"Administrative_Officer_Capital_Outlay",1407,0.0194299444858729,"Administrative Officer Capital Outlay"
"Yuba",2008,72414,72358,58,"Administrative_Officer_Capital_Outlay",1785,0.0246690068824456,"Administrative Officer Capital Outlay"
"Yuba",2009,72358,72366,58,"Administrative_Officer_Capital_Outlay",719,0.00993560511842578,"Administrative Officer Capital Outlay"
"Alameda",2003,1451418,1441496,1,"Administrative_Officer_Operating_Expenditures",3827598,2.65529560956118,"Administrative Officer Operating Expenditures"
"Alameda",2004,1441496,1435870,1,"Administrative_Officer_Operating_Expenditures",3416164,2.37915967322947,"Administrative Officer Operating Expenditures"
"Alameda",2005,1435870,1437154,1,"Administrative_Officer_Operating_Expenditures",3196569,2.22423553773639,"Administrative Officer Operating Expenditures"
"Alameda",2006,1437154,1447863,1,"Administrative_Officer_Operating_Expenditures",3526956,2.43597356932251,"Administrative Officer Operating Expenditures"
"Alameda",2007,1447863,1468793,1,"Administrative_Officer_Operating_Expenditures",3889889,2.64835752893703,"Administrative Officer Operating Expenditures"
"Alameda",2008,1468793,1489583,1,"Administrative_Officer_Operating_Expenditures",3817132,2.56255072728408,"Administrative Officer Operating Expenditures"
"Alameda",2009,1489583,1513586,1,"Administrative_Officer_Operating_Expenditures",4591038,3.03321912332699,"Administrative Officer Operating Expenditures"
"Alameda",2010,1513586,1531626,1,"Administrative_Officer_Operating_Expenditures",4408167,2.87809621931203,"Administrative Officer Operating Expenditures"
"Alameda",2011,1531626,1554720,1,"Administrative_Officer_Operating_Expenditures",4676572,3.00798343110013,"Administrative Officer Operating Expenditures"
"Alameda",2012,1554720,1578891,1,"Administrative_Officer_Operating_Expenditures",4748753,3.00765093980522,"Administrative Officer Operating Expenditures"
"Alameda",2013,1578891,NA,1,"Administrative_Officer_Operating_Expenditures",4845660,NA,"Administrative Officer Operating Expenditures"
"Alpine",2003,NA,NA,2,"Administrative_Officer_Operating_Expenditures",66019,NA,"Administrative Officer Operating Expenditures"
"Alpine",2004,NA,NA,2,"Administrative_Officer_Operating_Expenditures",83140,NA,"Administrative Officer Operating Expenditures"
"Alpine",2005,NA,NA,2,"Administrative_Officer_Operating_Expenditures",172192,NA,"Administrative Officer Operating Expenditures"
"Alpine",2006,NA,NA,2,"Administrative_Officer_Operating_Expenditures",145786,NA,"Administrative Officer Operating Expenditures"
"Alpine",2007,NA,NA,2,"Administrative_Officer_Operating_Expenditures",213013,NA,"Administrative Officer Operating Expenditures"
"Alpine",2008,NA,NA,2,"Administrative_Officer_Operating_Expenditures",127899,NA,"Administrative Officer Operating Expenditures"
"Alpine",2009,NA,NA,2,"Administrative_Officer_Operating_Expenditures",67522,NA,"Administrative Officer Operating Expenditures"
"Alpine",2010,NA,NA,2,"Administrative_Officer_Operating_Expenditures",57526,NA,"Administrative Officer Operating Expenditures"
"Alpine",2011,NA,NA,2,"Administrative_Officer_Operating_Expenditures",101212,NA,"Administrative Officer Operating Expenditures"
"Alpine",2012,NA,NA,2,"Administrative_Officer_Operating_Expenditures",95271,NA,"Administrative Officer Operating Expenditures"
"Alpine",2013,NA,NA,2,"Administrative_Officer_Operating_Expenditures",187988,NA,"Administrative Officer Operating Expenditures"
"Amador",2003,36905,37271,3,"Administrative_Officer_Operating_Expenditures",142385,3.82026240240401,"Administrative Officer Operating Expenditures"
"Amador",2004,37271,37870,3,"Administrative_Officer_Operating_Expenditures",148497,3.92123052548191,"Administrative Officer Operating Expenditures"
"Amador",2005,37870,38149,3,"Administrative_Officer_Operating_Expenditures",183138,4.80059765655718,"Administrative Officer Operating Expenditures"
"Amador",2006,38149,38550,3,"Administrative_Officer_Operating_Expenditures",175297,4.54726329442283,"Administrative Officer Operating Expenditures"
"Amador",2007,38550,38046,3,"Administrative_Officer_Operating_Expenditures",181310,4.76554696945802,"Administrative Officer Operating Expenditures"
"Amador",2008,38046,38038,3,"Administrative_Officer_Operating_Expenditures",197286,5.18655029181345,"Administrative Officer Operating Expenditures"
"Amador",2009,38038,37829,3,"Administrative_Officer_Operating_Expenditures",235367,6.22186682175051,"Administrative Officer Operating Expenditures"
"Amador",2010,37829,37471,3,"Administrative_Officer_Operating_Expenditures",191667,5.11507565850925,"Administrative Officer Operating Expenditures"
"Amador",2011,37471,37035,3,"Administrative_Officer_Operating_Expenditures",247639,6.68662076414203,"Administrative Officer Operating Expenditures"
"Amador",2012,37035,36519,3,"Administrative_Officer_Operating_Expenditures",199274,5.45672115884882,"Administrative Officer Operating Expenditures"
"Amador",2013,36519,NA,3,"Administrative_Officer_Operating_Expenditures",245608,NA,"Administrative Officer Operating Expenditures"
"Butte",2003,211501,212999,4,"Administrative_Officer_Operating_Expenditures",1393251,6.54111521650336,"Administrative Officer Operating Expenditures"
"Butte",2004,212999,214604,4,"Administrative_Officer_Operating_Expenditures",2290778,10.6744422284766,"Administrative Officer Operating Expenditures"
"Butte",2005,214604,216640,4,"Administrative_Officer_Operating_Expenditures",1741542,8.03887555391433,"Administrative Officer Operating Expenditures"
"Butte",2006,216640,217408,4,"Administrative_Officer_Operating_Expenditures",2089920,9.61289372976155,"Administrative Officer Operating Expenditures"
"Butte",2007,217408,219059,4,"Administrative_Officer_Operating_Expenditures",2420569,11.0498495839021,"Administrative Officer Operating Expenditures"
"Butte",2008,219059,219875,4,"Administrative_Officer_Operating_Expenditures",2627342,11.9492529846504,"Administrative Officer Operating Expenditures"
"Butte",2009,219875,219968,4,"Administrative_Officer_Operating_Expenditures",4486096,20.3943118999127,"Administrative Officer Operating Expenditures"
"Butte",2010,219968,220188,4,"Administrative_Officer_Operating_Expenditures",3282623,14.9082738387196,"Administrative Officer Operating Expenditures"
"Butte",2011,220188,221539,4,"Administrative_Officer_Operating_Expenditures",3386860,15.2878725641986,"Administrative Officer Operating Expenditures"
"Butte",2012,221539,222090,4,"Administrative_Officer_Operating_Expenditures",3474129,15.6428880183709,"Administrative Officer Operating Expenditures"
"Butte",2013,222090,NA,4,"Administrative_Officer_Operating_Expenditures",3411725,NA,"Administrative Officer Operating Expenditures"
"Calaveras",2003,43998,44838,5,"Administrative_Officer_Operating_Expenditures",565161,12.6045095677773,"Administrative Officer Operating Expenditures"
"Calaveras",2004,44838,45674,5,"Administrative_Officer_Operating_Expenditures",676374,14.8087314445855,"Administrative Officer Operating Expenditures"
"Calaveras",2005,45674,46500,5,"Administrative_Officer_Operating_Expenditures",583596,12.5504516129032,"Administrative Officer Operating Expenditures"
"Calaveras",2006,46500,46833,5,"Administrative_Officer_Operating_Expenditures",452401,9.65987658275148,"Administrative Officer Operating Expenditures"
"Calaveras",2007,46833,46932,5,"Administrative_Officer_Operating_Expenditures",761955,16.2352978777806,"Administrative Officer Operating Expenditures"
"Calaveras",2008,46932,46659,5,"Administrative_Officer_Operating_Expenditures",536901,11.5069118498039,"Administrative Officer Operating Expenditures"
"Calaveras",2009,46659,45488,5,"Administrative_Officer_Operating_Expenditures",484286,10.6464562082307,"Administrative Officer Operating Expenditures"
"Calaveras",2010,45488,45141,5,"Administrative_Officer_Operating_Expenditures",509897,11.2956514033805,"Administrative Officer Operating Expenditures"
"Calaveras",2011,45141,44742,5,"Administrative_Officer_Operating_Expenditures",671254,15.0027714451746,"Administrative Officer Operating Expenditures"
"Calaveras",2012,44742,44515,5,"Administrative_Officer_Operating_Expenditures",709941,15.9483544872515,"Administrative Officer Operating Expenditures"
"Calaveras",2013,44515,NA,5,"Administrative_Officer_Operating_Expenditures",759712,NA,"Administrative Officer Operating Expenditures"
"Colusa",2003,19619,20256,6,"Administrative_Officer_Operating_Expenditures",50876,2.51165086887836,"Administrative Officer Operating Expenditures"
"Colusa",2004,20256,20588,6,"Administrative_Officer_Operating_Expenditures",76972,3.7386827278026,"Administrative Officer Operating Expenditures"
"Colusa",2005,20588,20936,6,"Administrative_Officer_Operating_Expenditures",4110,0.196312571646924,"Administrative Officer Operating Expenditures"
"Contra Costa",2003,988357,993092,7,"Administrative_Officer_Operating_Expenditures",2811461,2.83101767006481,"Administrative Officer Operating Expenditures"
"Contra Costa",2004,993092,999553,7,"Administrative_Officer_Operating_Expenditures",2779850,2.78109314863744,"Administrative Officer Operating Expenditures"
"Contra Costa",2005,999553,1001403,7,"Administrative_Officer_Operating_Expenditures",3065584,3.06128901151684,"Administrative Officer Operating Expenditures"
"Contra Costa",2006,1001403,1010522,7,"Administrative_Officer_Operating_Expenditures",2503470,2.47740276807432,"Administrative Officer Operating Expenditures"
"Contra Costa",2007,1010522,1025412,7,"Administrative_Officer_Operating_Expenditures",3622988,3.53320226406557,"Administrative Officer Operating Expenditures"
"Contra Costa",2008,1025412,1040594,7,"Administrative_Officer_Operating_Expenditures",4132597,3.97138269103993,"Administrative Officer Operating Expenditures"
"Contra Costa",2009,1040594,1052887,7,"Administrative_Officer_Operating_Expenditures",3662718,3.47873798422813,"Administrative Officer Operating Expenditures"
"Contra Costa",2010,1052887,1066516,7,"Administrative_Officer_Operating_Expenditures",3088887,2.89624065649273,"Administrative Officer Operating Expenditures"
"Contra Costa",2011,1066516,1079597,7,"Administrative_Officer_Operating_Expenditures",3551694,3.28983315070346,"Administrative Officer Operating Expenditures"
"Contra Costa",2012,1079597,1094205,7,"Administrative_Officer_Operating_Expenditures",3401875,3.10899237345836,"Administrative Officer Operating Expenditures"
"Contra Costa",2013,1094205,NA,7,"Administrative_Officer_Operating_Expenditures",3893492,NA,"Administrative Officer Operating Expenditures"
