"Entity_Name","Fiscal_Year","current_population_actual","lead_pop_actual","Entity_ID","variable","value","val_per_capita","variable_pretty"
"Napa",2012,139045,140326,28,"Communications_Total",1105889,7.88085600672719,"Communications Total"
"Napa",2013,140326,NA,28,"Communications_Total",1383382,NA,"Communications Total"
"Nevada",2003,95295,96058,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2004,96058,96651,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2005,96651,96850,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2006,96850,97055,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2007,97055,97399,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2008,97399,97721,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2009,97721,98787,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2010,98787,98737,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2011,98737,98292,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2012,98292,98200,29,"Communications_Total",0,0,"Communications Total"
"Nevada",2013,98200,NA,29,"Communications_Total",0,NA,"Communications Total"
"Orange",2003,2941573,2956461,30,"Communications_Total",323085,0.10928099508162,"Communications Total"
"Orange",2004,2956461,2957404,30,"Communications_Total",11080,0.00374652905047805,"Communications Total"
"Orange",2005,2957404,2952610,30,"Communications_Total",0,0,"Communications Total"
"Orange",2006,2952610,2957307,30,"Communications_Total",0,0,"Communications Total"
"Orange",2007,2957307,2988541,30,"Communications_Total",0,0,"Communications Total"
"Orange",2008,2988541,3023265,30,"Communications_Total",0,0,"Communications Total"
"Orange",2009,3023265,3018181,30,"Communications_Total",0,0,"Communications Total"
"Orange",2010,3018181,3056115,30,"Communications_Total",0,0,"Communications Total"
"Orange",2011,3056115,3090132,30,"Communications_Total",0,0,"Communications Total"
"Orange",2012,3090132,3114363,30,"Communications_Total",0,0,"Communications Total"
"Orange",2013,3114363,NA,30,"Communications_Total",0,NA,"Communications Total"
"Placer",2003,291634,303959,31,"Communications_Total",0,0,"Communications Total"
"Placer",2004,303959,314100,31,"Communications_Total",0,0,"Communications Total"
"Placer",2005,314100,323563,31,"Communications_Total",0,0,"Communications Total"
"Placer",2006,323563,331181,31,"Communications_Total",0,0,"Communications Total"
"Placer",2007,331181,340254,31,"Communications_Total",0,0,"Communications Total"
"Placer",2008,340254,346986,31,"Communications_Total",0,0,"Communications Total"
"Placer",2009,346986,350206,31,"Communications_Total",0,0,"Communications Total"
"Placer",2010,350206,357105,31,"Communications_Total",0,0,"Communications Total"
"Placer",2011,357105,361682,31,"Communications_Total",0,0,"Communications Total"
"Placer",2012,361682,367309,31,"Communications_Total",0,0,"Communications Total"
"Placer",2013,367309,NA,31,"Communications_Total",0,NA,"Communications Total"
"Plumas",2003,20896,20926,32,"Communications_Total",0,0,"Communications Total"
"Plumas",2004,20926,20921,32,"Communications_Total",0,0,"Communications Total"
"Plumas",2005,20921,20660,32,"Communications_Total",0,0,"Communications Total"
"Plumas",2006,20660,20571,32,"Communications_Total",0,0,"Communications Total"
"Plumas",2007,20571,20323,32,"Communications_Total",0,0,"Communications Total"
"Plumas",2008,20323,20081,32,"Communications_Total",0,0,"Communications Total"
"Plumas",2009,20081,19940,32,"Communications_Total",0,0,"Communications Total"
"Plumas",2010,19940,19714,32,"Communications_Total",32400,1.64350207974029,"Communications Total"
"Plumas",2011,19714,19399,32,"Communications_Total",0,0,"Communications Total"
"Plumas",2012,19399,18859,32,"Communications_Total",0,0,"Communications Total"
"Plumas",2013,18859,NA,32,"Communications_Total",0,NA,"Communications Total"
"Riverside",2003,1764303,1845608,33,"Communications_Total",0,0,"Communications Total"
"Riverside",2004,1845608,1917246,33,"Communications_Total",0,0,"Communications Total"
"Riverside",2005,1917246,1994262,33,"Communications_Total",0,0,"Communications Total"
"Riverside",2006,1994262,2054818,33,"Communications_Total",1141124,0.555340667640638,"Communications Total"
"Riverside",2007,2054818,2087348,33,"Communications_Total",3802733,1.82180115629976,"Communications Total"
"Riverside",2008,2087348,2121839,33,"Communications_Total",4415033,2.08075777662678,"Communications Total"
"Riverside",2009,2121839,2202361,33,"Communications_Total",5820797,2.64298041964964,"Communications Total"
"Riverside",2010,2202361,2237330,33,"Communications_Total",5190924,2.32014231248855,"Communications Total"
"Riverside",2011,2237330,2268783,33,"Communications_Total",6762584,2.98070992245622,"Communications Total"
"Riverside",2012,2268783,2292507,33,"Communications_Total",5888706,2.5686752537724,"Communications Total"
"Riverside",2013,2292507,NA,33,"Communications_Total",4263808,NA,"Communications Total"
"Sacramento",2003,1325640,1344543,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2004,1344543,1354776,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2005,1354776,1362171,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2006,1362171,1373330,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2007,1373330,1386082,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2008,1386082,1399663,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2009,1399663,1422316,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2010,1422316,1436262,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2011,1436262,1450121,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2012,1450121,1462131,34,"Communications_Total",0,0,"Communications Total"
"Sacramento",2013,1462131,NA,34,"Communications_Total",0,NA,"Communications Total"
"San Benito",2003,55386,55073,35,"Communications_Total",970266,17.6178163528408,"Communications Total"
"San Benito",2004,55073,54904,35,"Communications_Total",1058298,19.2754261984555,"Communications Total"
"San Benito",2005,54904,54425,35,"Communications_Total",1177271,21.6310702802021,"Communications Total"
"San Benito",2006,54425,54459,35,"Communications_Total",1170721,21.4972915404249,"Communications Total"
"San Benito",2007,54459,54735,35,"Communications_Total",1294685,23.6536950762766,"Communications Total"
"San Benito",2008,54735,54980,35,"Communications_Total",1735594,31.5677337213532,"Communications Total"
"San Benito",2009,54980,55583,35,"Communications_Total",1637690,29.4638648507637,"Communications Total"
"San Benito",2010,55583,56164,35,"Communications_Total",1565093,27.8664803076704,"Communications Total"
"San Benito",2011,56164,56884,35,"Communications_Total",1512329,26.586192954082,"Communications Total"
"San Benito",2012,56884,57600,35,"Communications_Total",992807,17.2362326388889,"Communications Total"
"San Benito",2013,57600,NA,35,"Communications_Total",606723,NA,"Communications Total"
"San Bernardino",2003,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2004,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2005,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2006,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2007,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2008,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2009,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2010,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2011,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2012,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Bernardino",2013,NA,NA,36,"Communications_Total",0,NA,"Communications Total"
"San Diego",2003,2907988,2922175,37,"Communications_Total",85229374,29.1664167957087,"Communications Total"
"San Diego",2004,2922175,2927956,37,"Communications_Total",102189690,34.9013748840488,"Communications Total"
"San Diego",2005,2927956,2933959,37,"Communications_Total",98011236,33.4057960591815,"Communications Total"
"San Diego",2006,2933959,2960625,37,"Communications_Total",96313456,32.5314607557526,"Communications Total"
"San Diego",2007,2960625,3003793,37,"Communications_Total",93441858,31.10795517534,"Communications Total"
"San Diego",2008,3003793,3037115,37,"Communications_Total",120791423,39.7717646516513,"Communications Total"
"San Diego",2009,3037115,3103933,37,"Communications_Total",122614220,39.502856537174,"Communications Total"
"San Diego",2010,3103933,3138183,37,"Communications_Total",126457633,40.2964495697032,"Communications Total"
"San Diego",2011,3138183,3177063,37,"Communications_Total",123704110,38.9366248009561,"Communications Total"
"San Diego",2012,3177063,3211252,37,"Communications_Total",117776605,36.6762262818365,"Communications Total"
"San Diego",2013,3211252,NA,37,"Communications_Total",137226868,NA,"Communications Total"
"San Joaquin",2003,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2004,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2005,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2006,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2007,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2008,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2009,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2010,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2011,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2012,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Joaquin",2013,NA,NA,39,"Communications_Total",0,NA,"Communications Total"
"San Luis Obispo",2003,254277,256001,40,"Communications_Total",849866,3.31977609462463,"Communications Total"
"San Luis Obispo",2004,256001,257500,40,"Communications_Total",992122,3.85290097087379,"Communications Total"
"San Luis Obispo",2005,257500,259226,40,"Communications_Total",781728,3.01562343283467,"Communications Total"
"San Luis Obispo",2006,259226,261486,40,"Communications_Total",936114,3.57997751313646,"Communications Total"
"San Luis Obispo",2007,261486,264933,40,"Communications_Total",989722,3.73574450898907,"Communications Total"
"San Luis Obispo",2008,264933,266566,40,"Communications_Total",13959007,52.366044431773,"Communications Total"
"San Luis Obispo",2009,266566,269954,40,"Communications_Total",15864226,58.7664046467176,"Communications Total"
"San Luis Obispo",2010,269954,271345,40,"Communications_Total",14222474,52.414726639518,"Communications Total"
"San Luis Obispo",2011,271345,274804,40,"Communications_Total",14700899,53.4959425626992,"Communications Total"
"San Luis Obispo",2012,274804,276443,40,"Communications_Total",13187342,47.7036568117116,"Communications Total"
"San Luis Obispo",2013,276443,NA,40,"Communications_Total",13480656,NA,"Communications Total"
"San Mateo",2003,694687,691938,41,"Communications_Total",6477958,9.36204977902644,"Communications Total"
"San Mateo",2004,691938,691990,41,"Communications_Total",6671326,9.64078382635587,"Communications Total"
"San Mateo",2005,691990,692345,41,"Communications_Total",6994249,10.10225971156,"Communications Total"
"San Mateo",2006,692345,696812,41,"Communications_Total",6977313,10.0131929415682,"Communications Total"
"San Mateo",2007,696812,707459,41,"Communications_Total",7913856,11.1863104434321,"Communications Total"
"San Mateo",2008,707459,717891,41,"Communications_Total",8804359,12.2642002755293,"Communications Total"
"San Mateo",2009,717891,720105,41,"Communications_Total",8830131,12.2622825837899,"Communications Total"
"San Mateo",2010,720105,729050,41,"Communications_Total",8961031,12.2913805637473,"Communications Total"
"San Mateo",2011,729050,739311,41,"Communications_Total",10223186,13.8279911972093,"Communications Total"
"San Mateo",2012,739311,747373,41,"Communications_Total",10169528,13.6070315625531,"Communications Total"
"San Mateo",2013,747373,NA,41,"Communications_Total",10001582,NA,"Communications Total"
"Santa Barbara",2003,401769,400557,42,"Communications_Total",267222,0.667126027007392,"Communications Total"
"Santa Barbara",2004,400557,399613,42,"Communications_Total",240646,0.602197626203352,"Communications Total"
"Santa Barbara",2005,399613,398014,42,"Communications_Total",314870,0.79110282552875,"Communications Total"
"Santa Barbara",2006,398014,399780,42,"Communications_Total",325723,0.814755615588574,"Communications Total"
"Santa Barbara",2007,399780,402920,42,"Communications_Total",370251,0.918919388464211,"Communications Total"
"Santa Barbara",2008,402920,405847,42,"Communications_Total",469664,1.15724398603415,"Communications Total"
"Santa Barbara",2009,405847,424403,42,"Communications_Total",0,0,"Communications Total"
"Santa Barbara",2010,424403,426101,42,"Communications_Total",0,0,"Communications Total"
"Santa Barbara",2011,426101,431249,42,"Communications_Total",0,0,"Communications Total"
"Santa Barbara",2012,431249,435697,42,"Communications_Total",0,0,"Communications Total"
"Santa Barbara",2013,435697,NA,42,"Communications_Total",0,NA,"Communications Total"
"Santa Clara",2003,1669027,1669675,43,"Communications_Total",10493755,6.2849087397248,"Communications Total"
"Santa Clara",2004,1669675,1683013,43,"Communications_Total",10045931,5.96901568793586,"Communications Total"
"Santa Clara",2005,1683013,1700372,43,"Communications_Total",9411863,5.53517877264504,"Communications Total"
"Santa Clara",2006,1700372,1724156,43,"Communications_Total",12025702,6.97483406373901,"Communications Total"
"Santa Clara",2007,1724156,1755961,43,"Communications_Total",11913327,6.78450546452911,"Communications Total"
"Santa Clara",2008,1755961,1782913,43,"Communications_Total",12389812,6.94919606284771,"Communications Total"
"Santa Clara",2009,1782913,1786540,43,"Communications_Total",12655480,7.08379325399935,"Communications Total"
"Santa Clara",2010,1786540,1811820,43,"Communications_Total",17637726,9.73481140510647,"Communications Total"
"Santa Clara",2011,1811820,1837504,43,"Communications_Total",14108333,7.6779876397548,"Communications Total"
"Santa Clara",2012,1837504,1862041,43,"Communications_Total",12711784,6.82680134325721,"Communications Total"
"Santa Clara",2013,1862041,NA,43,"Communications_Total",13914537,NA,"Communications Total"
"Santa Cruz",2003,251617,250352,44,"Communications_Total",1855399,7.41116108519205,"Communications Total"
"Santa Cruz",2004,250352,248858,44,"Communications_Total",1742427,7.00169172781265,"Communications Total"
"Santa Cruz",2005,248858,248581,44,"Communications_Total",2120199,8.52920778337846,"Communications Total"
"Santa Cruz",2006,248581,249877,44,"Communications_Total",2681400,10.7308795927596,"Communications Total"
"Santa Cruz",2007,249877,252673,44,"Communications_Total",3167439,12.5357240385795,"Communications Total"
"Santa Cruz",2008,252673,255671,44,"Communications_Total",3077434,12.0366955970759,"Communications Total"
"Santa Cruz",2009,255671,263435,44,"Communications_Total",2548183,9.67290982595327,"Communications Total"
"Santa Cruz",2010,263435,264961,44,"Communications_Total",2234218,8.43225229373379,"Communications Total"
"Santa Cruz",2011,264961,266776,44,"Communications_Total",2258297,8.46514304135304,"Communications Total"
"Santa Cruz",2012,266776,269419,44,"Communications_Total",1850143,6.86715858940906,"Communications Total"
"Santa Cruz",2013,269419,NA,44,"Communications_Total",2076048,NA,"Communications Total"
"Shasta",2003,174527,176513,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2004,176513,177568,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2005,177568,178452,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2006,178452,179299,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2007,179299,180450,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2008,180450,180901,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2009,180901,177324,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2010,177324,178031,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2011,178031,178586,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2012,178586,178980,45,"Communications_Total",0,0,"Communications Total"
"Shasta",2013,178980,NA,45,"Communications_Total",0,NA,"Communications Total"
"Sierra",2003,3470,3385,46,"Communications_Total",167034,49.3453471196455,"Communications Total"
"Sierra",2004,3385,3325,46,"Communications_Total",188040,56.5533834586466,"Communications Total"
"Sierra",2005,3325,3362,46,"Communications_Total",168084,49.995240928019,"Communications Total"
"Sierra",2006,3362,3307,46,"Communications_Total",241852,73.1333534925915,"Communications Total"
"Sierra",2007,3307,3250,46,"Communications_Total",321443,98.9055384615385,"Communications Total"
"Sierra",2008,3250,3176,46,"Communications_Total",364564,114.787153652393,"Communications Total"
"Sierra",2009,3176,3226,46,"Communications_Total",340565,105.568815871048,"Communications Total"
"Sierra",2010,3226,3118,46,"Communications_Total",265076,85.0147530468249,"Communications Total"
"Sierra",2011,3118,3086,46,"Communications_Total",214875,69.6289695398574,"Communications Total"
"Sierra",2012,3086,3047,46,"Communications_Total",208894,68.5572694453561,"Communications Total"
"Sierra",2013,3047,NA,46,"Communications_Total",243373,NA,"Communications Total"
"Siskiyou",2003,44171,44225,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2004,44225,44424,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2005,44424,44225,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2006,44225,44192,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2007,44192,44502,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2008,44502,44489,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2009,44489,44964,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2010,44964,44680,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2011,44680,44154,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2012,44154,43799,47,"Communications_Total",0,0,"Communications Total"
"Siskiyou",2013,43799,NA,47,"Communications_Total",0,NA,"Communications Total"
"Solano",2003,406907,407135,48,"Communications_Total",0,0,"Communications Total"
"Solano",2004,407135,405323,48,"Communications_Total",0,0,"Communications Total"
"Solano",2005,405323,404923,48,"Communications_Total",0,0,"Communications Total"
"Solano",2006,404923,404485,48,"Communications_Total",0,0,"Communications Total"
"Solano",2007,404485,404838,48,"Communications_Total",0,0,"Communications Total"
"Solano",2008,404838,405670,48,"Communications_Total",0,0,"Communications Total"
"Solano",2009,405670,414095,48,"Communications_Total",0,0,"Communications Total"
"Solano",2010,414095,416932,48,"Communications_Total",0,0,"Communications Total"
"Solano",2011,416932,420757,48,"Communications_Total",0,0,"Communications Total"
"Solano",2012,420757,424788,48,"Communications_Total",0,0,"Communications Total"
"Solano",2013,424788,NA,48,"Communications_Total",0,NA,"Communications Total"
"Sonoma",2003,463744,463045,49,"Communications_Total",1528965,3.30197928926994,"Communications Total"
"Sonoma",2004,463045,461126,49,"Communications_Total",1871482,4.05850461695936,"Communications Total"
"Sonoma",2005,461126,459442,49,"Communications_Total",2208582,4.80709643437039,"Communications Total"
"Sonoma",2006,459442,460985,49,"Communications_Total",1721162,3.73366161588772,"Communications Total"
"Sonoma",2007,460985,465847,49,"Communications_Total",1774580,3.80936230135645,"Communications Total"
"Sonoma",2008,465847,471349,49,"Communications_Total",1470549,3.11987296037543,"Communications Total"
"Sonoma",2009,471349,484801,49,"Communications_Total",2458871,5.07191816848563,"Communications Total"
"Sonoma",2010,484801,488082,49,"Communications_Total",1398463,2.8652214177126,"Communications Total"
"Sonoma",2011,488082,491829,49,"Communications_Total",1400452,2.84743681238805,"Communications Total"
"Sonoma",2012,491829,495025,49,"Communications_Total",1767558,3.57064390687339,"Communications Total"
"Sonoma",2013,495025,NA,49,"Communications_Total",2647429,NA,"Communications Total"
"Stanislaus",2003,486325,491038,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2004,491038,497903,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2005,497903,502067,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2006,502067,505169,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2007,505169,506232,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2008,506232,508551,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2009,508551,515326,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2010,515326,517957,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2011,517957,521726,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2012,521726,525491,50,"Communications_Total",0,0,"Communications Total"
"Stanislaus",2013,525491,NA,50,"Communications_Total",0,NA,"Communications Total"
"Sutter",2003,84066,85635,51,"Communications_Total",1550535,18.1063233490979,"Communications Total"
"Sutter",2004,85635,87642,51,"Communications_Total",1782545,20.3389356701125,"Communications Total"
"Sutter",2005,87642,89714,51,"Communications_Total",2185193,24.3573243863834,"Communications Total"
"Sutter",2006,89714,91360,51,"Communications_Total",2430766,26.6064579684764,"Communications Total"
"Sutter",2007,91360,92051,51,"Communications_Total",2561026,27.8218161671247,"Communications Total"
"Sutter",2008,92051,92355,51,"Communications_Total",2715599,29.403919657842,"Communications Total"
"Sutter",2009,92355,94879,51,"Communications_Total",2950242,31.0947838826295,"Communications Total"
"Sutter",2010,94879,94951,51,"Communications_Total",2595905,27.3394171730682,"Communications Total"
"Sutter",2011,94951,95022,51,"Communications_Total",2924147,30.7733682726106,"Communications Total"
"Sutter",2012,95022,95350,51,"Communications_Total",2544196,26.6827058206607,"Communications Total"
"Sutter",2013,95350,NA,51,"Communications_Total",2484406,NA,"Communications Total"
"Tehama",2003,57964,58788,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2004,58788,59597,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2005,59597,60363,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2006,60363,60751,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2007,60751,61073,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2008,61073,61137,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2009,61137,63666,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2010,63666,63391,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2011,63391,63406,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2012,63406,63057,52,"Communications_Total",0,0,"Communications Total"
"Tehama",2013,63057,NA,52,"Communications_Total",0,NA,"Communications Total"
"Trinity",2003,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2004,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2005,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2006,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2007,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2008,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2009,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2010,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2011,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2012,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Trinity",2013,NA,NA,53,"Communications_Total",0,NA,"Communications Total"
"Tulare",2003,386640,395119,54,"Communications_Total",2227461,5.63744340312665,"Communications Total"
"Tulare",2004,395119,403786,54,"Communications_Total",842083,2.08546854026638,"Communications Total"
"Tulare",2005,403786,409702,54,"Communications_Total",691100,1.68683579772615,"Communications Total"
"Tulare",2006,409702,416138,54,"Communications_Total",604619,1.45292907641215,"Communications Total"
"Tulare",2007,416138,422398,54,"Communications_Total",1032173,2.4436029526655,"Communications Total"
"Tulare",2008,422398,429167,54,"Communications_Total",1362913,3.17571714507406,"Communications Total"
"Tulare",2009,429167,443218,54,"Communications_Total",1117108,2.52044817674372,"Communications Total"
"Tulare",2010,443218,447918,54,"Communications_Total",489781,1.09346130318496,"Communications Total"
"Tulare",2011,447918,451977,54,"Communications_Total",457503,1.01222628585083,"Communications Total"
"Tulare",2012,451977,454143,54,"Communications_Total",412907,0.909200406039507,"Communications Total"
"Tulare",2013,454143,NA,54,"Communications_Total",350966,NA,"Communications Total"
"Tuolumne",2003,56224,56201,55,"Communications_Total",799638,14.2281809932208,"Communications Total"
"Tuolumne",2004,56201,56280,55,"Communications_Total",858619,15.2562011371713,"Communications Total"
"Tuolumne",2005,56280,56081,55,"Communications_Total",920647,16.4163798791034,"Communications Total"
"Tuolumne",2006,56081,55688,55,"Communications_Total",1052660,18.9028156874012,"Communications Total"
"Tuolumne",2007,55688,55626,55,"Communications_Total",1331098,23.9294214935462,"Communications Total"
"Tuolumne",2008,55626,55105,55,"Communications_Total",1165447,21.1495690046275,"Communications Total"
"Tuolumne",2009,55105,55162,55,"Communications_Total",1188640,21.5481672165621,"Communications Total"
"Tuolumne",2010,55162,54692,55,"Communications_Total",1182786,21.6263073209976,"Communications Total"
"Tuolumne",2011,54692,54008,55,"Communications_Total",1298013,24.0337172270775,"Communications Total"
"Tuolumne",2012,54008,53874,55,"Communications_Total",1321316,24.5260422467238,"Communications Total"
"Tuolumne",2013,53874,NA,55,"Communications_Total",1263114,NA,"Communications Total"
"Ventura",2003,783283,787261,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2004,787261,785486,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2005,785486,787266,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2006,787266,788732,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2007,788732,793737,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2008,793737,801061,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2009,801061,825378,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2010,825378,831126,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2011,831126,835981,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2012,835981,839620,56,"Communications_Total",0,0,"Communications Total"
"Ventura",2013,839620,NA,56,"Communications_Total",0,NA,"Communications Total"
"Yolo",2003,182821,184971,57,"Communications_Total",0,0,"Communications Total"
"Yolo",2004,184971,185841,57,"Communications_Total",801385,4.31220774748306,"Communications Total"
"Yolo",2005,185841,189057,57,"Communications_Total",894619,4.73200674928725,"Communications Total"
"Yolo",2006,189057,193812,57,"Communications_Total",956980,4.93767155800466,"Communications Total"
"Yolo",2007,193812,196562,57,"Communications_Total",1207012,6.1406172098371,"Communications Total"
"Yolo",2008,196562,199150,57,"Communications_Total",1373692,6.8977755460708,"Communications Total"
"Yolo",2009,199150,201111,57,"Communications_Total",1516959,7.54289422259349,"Communications Total"
"Yolo",2010,201111,202191,57,"Communications_Total",1693428,8.37538762852946,"Communications Total"
"Yolo",2011,202191,204118,57,"Communications_Total",1547716,7.58245720612587,"Communications Total"
"Yolo",2012,204118,204593,57,"Communications_Total",1406941,6.87677975297298,"Communications Total"
"Yolo",2013,204593,NA,57,"Communications_Total",1240104,NA,"Communications Total"
"Yuba",2003,62972,64020,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2004,64020,66631,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2005,66631,69658,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2006,69658,71278,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2007,71278,72414,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2008,72414,72358,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2009,72358,72366,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2010,72366,72547,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2011,72547,72926,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2012,72926,73340,58,"Communications_Total",0,0,"Communications Total"
"Yuba",2013,73340,NA,58,"Communications_Total",0,NA,"Communications Total"
"Butte",2003,211501,212999,4,"Council_of_Governments_Capital_Outlay",0,0,"Council of Governments Capital Outlay"
"Butte",2005,214604,216640,4,"Council_of_Governments_Capital_Outlay",0,0,"Council of Governments Capital Outlay"
"Del Norte",2013,27873,NA,8,"Council_of_Governments_Capital_Outlay",0,NA,"Council of Governments Capital Outlay"
"Glenn",2005,27415,27668,11,"Council_of_Governments_Capital_Outlay",0,0,"Council of Governments Capital Outlay"
"Glenn",2006,27668,27808,11,"Council_of_Governments_Capital_Outlay",0,0,"Council of Governments Capital Outlay"
"Glenn",2007,27808,28063,11,"Council_of_Governments_Capital_Outlay",0,0,"Council of Governments Capital Outlay"
"Glenn",2008,28063,28152,11,"Council_of_Governments_Capital_Outlay",0,0,"Council of Governments Capital Outlay"
"Glenn",2009,28152,28098,11,"Council_of_Governments_Capital_Outlay",0,0,"Council of Governments Capital Outlay"
"Glenn",2010,28098,28181,11,"Council_of_Governments_Capital_Outlay",0,0,"Council of Governments Capital Outlay"
"Glenn",2011,28181,27992,11,"Council_of_Governments_Capital_Outlay",0,0,"Council of Governments Capital Outlay"
