"Country","Year","value_DT.DOD.DECT.GN.ZS","value_GC.DOD.TOTL.GD.ZS","value_GC.REV.TOTL.CD","value_GC.TAX.TOTL.GD.ZS","value_GC.TAX.YPKG.RV.ZS","value_GC.XPN.INTP.RV.ZS","value_NY.GDP.MKTP.KD.ZG","value_NY.GDP.PCAP.KD.ZG","value_PAY.TAX.RK.DB19","value_GGEXP","value_GGNLEND","value_GGREV","value_top_tax_rate","last_value_DT.DOD.DECT.GN.ZS","last_value_GC.DOD.TOTL.GD.ZS","last_value_GC.REV.TOTL.CD","last_value_GC.TAX.TOTL.GD.ZS","last_value_GC.TAX.YPKG.RV.ZS","last_value_GC.XPN.INTP.RV.ZS","last_value_NY.GDP.MKTP.KD.ZG","last_value_NY.GDP.PCAP.KD.ZG","last_value_PAY.TAX.RK.DB19","last_value_GGEXP","last_value_GGNLEND","last_value_GGREV","last_value_top_tax_rate","diff_value_DT.DOD.DECT.GN.ZS","diff_value_GC.DOD.TOTL.GD.ZS","diff_value_GC.REV.TOTL.CD","diff_value_GC.TAX.TOTL.GD.ZS","diff_value_GC.TAX.YPKG.RV.ZS","diff_value_GC.XPN.INTP.RV.ZS","diff_value_NY.GDP.MKTP.KD.ZG","diff_value_NY.GDP.PCAP.KD.ZG","diff_value_PAY.TAX.RK.DB19","diff_value_GGEXP","diff_value_GGNLEND","diff_value_GGREV","diff_value_top_tax_rate","pct_change_DT.DOD.DECT.GN.ZS","pct_change_GC.DOD.TOTL.GD.ZS","pct_change_GC.REV.TOTL.CD","pct_change_GC.TAX.TOTL.GD.ZS","pct_change_GC.TAX.YPKG.RV.ZS","pct_change_GC.XPN.INTP.RV.ZS","pct_change_NY.GDP.MKTP.KD.ZG","pct_change_NY.GDP.PCAP.KD.ZG","pct_change_PAY.TAX.RK.DB19","pct_change_GGEXP","pct_change_GGNLEND","pct_change_GGREV","pct_change_top_tax_rate","lag_pct_change_DT.DOD.DECT.GN.ZS","lag_pct_change_GC.DOD.TOTL.GD.ZS","lag_pct_change_GC.REV.TOTL.CD","lag_pct_change_GC.TAX.TOTL.GD.ZS","lag_pct_change_GC.TAX.YPKG.RV.ZS","lag_pct_change_GC.XPN.INTP.RV.ZS","lag_pct_change_NY.GDP.MKTP.KD.ZG","lag_pct_change_NY.GDP.PCAP.KD.ZG","lag_pct_change_PAY.TAX.RK.DB19","lag_pct_change_GGEXP","lag_pct_change_GGNLEND","lag_pct_change_GGREV","lag_pct_change_top_tax_rate","lag_diff_value_DT.DOD.DECT.GN.ZS","lag_diff_value_GC.DOD.TOTL.GD.ZS","lag_diff_value_GC.REV.TOTL.CD","lag_diff_value_GC.TAX.TOTL.GD.ZS","lag_diff_value_GC.TAX.YPKG.RV.ZS","lag_diff_value_GC.XPN.INTP.RV.ZS","lag_diff_value_NY.GDP.MKTP.KD.ZG","lag_diff_value_NY.GDP.PCAP.KD.ZG","lag_diff_value_PAY.TAX.RK.DB19","lag_diff_value_GGEXP","lag_diff_value_GGNLEND","lag_diff_value_GGREV","lag_diff_value_top_tax_rate"
"Andorra",1975,NA,NA,NA,NA,NA,NA,0.542205658763677,-3.33802602029949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra",1976,NA,NA,NA,NA,NA,NA,3.30378704950793,-0.181175650466031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.542205658763677,-3.33802602029949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76158139074425,3.15685036983346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09323601867442,-0.945723715344263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra",1977,NA,NA,NA,NA,NA,NA,2.83857556610046,-0.280692814867606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30378704950793,-0.181175650466031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46521148340747,-0.099517164401575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.140811582718916,0.549285536691001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09323601867442,-0.945723715344263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76158139074425,3.15685036983346,NA,NA,NA,NA,NA
"Andorra",1978,NA,NA,NA,NA,NA,NA,1.46300017893397,-1.44221540552377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83857556610046,-0.280692814867606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37557538716649,-1.16152259065616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.484600587560263,4.13805601402379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.140811582718916,0.549285536691001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46521148340747,-0.099517164401575,NA,NA,NA,NA,NA
"Andorra",1979,NA,NA,NA,NA,NA,NA,0.0415571951294567,-3.06444898925606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46300017893397,-1.44221540552377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42144298380451,-1.62223358373229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.971594538587317,1.12482059026622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.484600587560263,4.13805601402379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37557538716649,-1.16152259065616,NA,NA,NA,NA,NA
"Andorra",1980,NA,NA,NA,NA,NA,NA,2.20872760693067,-1.33076003498734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0415571951294567,-3.06444898925606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16717041180121,1.73368895426872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1491021001336,-0.565742474535234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.971594538587317,1.12482059026622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42144298380451,-1.62223358373229,NA,NA,NA,NA,NA
"Andorra",1981,NA,NA,NA,NA,NA,NA,-0.132474511474285,-3.94874555214248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20872760693067,-1.33076003498734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34120211840495,-2.61798551715514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0599777496594,1.96728594812366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1491021001336,-0.565742474535234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16717041180121,1.73368895426872,NA,NA,NA,NA,NA
"Andorra",1982,NA,NA,NA,NA,NA,NA,1.24646111342557,-2.93137260946314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.132474511474285,-3.94874555214248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37893562489985,1.01737294267934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.4090636723542,-0.257644593515868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0599777496594,1.96728594812366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34120211840495,-2.61798551715514,NA,NA,NA,NA,NA
"Andorra",1983,NA,NA,NA,NA,NA,NA,1.7701183169326,-2.59533589819409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24646111342557,-2.93137260946314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52365720350703,0.33603671126905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.420115154710199,-0.114634594791616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.4090636723542,-0.257644593515868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37893562489985,1.01737294267934,NA,NA,NA,NA,NA
"Andorra",1984,NA,NA,NA,NA,NA,NA,1.78468669356731,-2.59835172795356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7701183169326,-2.59533589819409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01456837663471,-0.00301582975947001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00823017111079627,0.00116201905177997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.420115154710199,-0.114634594791616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52365720350703,0.33603671126905,NA,NA,NA,NA,NA
"Andorra",1985,NA,NA,NA,NA,NA,NA,2.32143303219976,-2.02378656786722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78468669356731,-2.59835172795356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53674633863245,0.57456516008634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300751017288966,-0.221126783531675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00823017111079627,0.00116201905177997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01456837663471,-0.00301582975947001,NA,NA,NA,NA,NA
"Andorra",1986,NA,NA,NA,NA,NA,NA,3.25332177830622,-1.00182403610599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32143303219976,-2.02378656786722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93188874610646,1.02196253176123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401428226953165,-0.504975449480442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300751017288966,-0.221126783531675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53674633863245,0.57456516008634,NA,NA,NA,NA,NA
