"COU","Country","TAX","Income Tax","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"POL","Poland","TOP_TRATE","Top tax rates","2000","2000","PC","Percentage","0","Units",,,40,,
"POL","Poland","TOP_TRATE","Top tax rates","2001","2001","PC","Percentage","0","Units",,,40,,
"POL","Poland","TOP_TRATE","Top tax rates","2002","2002","PC","Percentage","0","Units",,,40,,
"POL","Poland","TOP_TRATE","Top tax rates","2003","2003","PC","Percentage","0","Units",,,40,,
"POL","Poland","TOP_TRATE","Top tax rates","2004","2004","PC","Percentage","0","Units",,,40,,
"POL","Poland","TOP_TRATE","Top tax rates","2005","2005","PC","Percentage","0","Units",,,40,,
"POL","Poland","TOP_TRATE","Top tax rates","2006","2006","PC","Percentage","0","Units",,,40,,
"POL","Poland","TOP_TRATE","Top tax rates","2007","2007","PC","Percentage","0","Units",,,40,,
"POL","Poland","TOP_TRATE","Top tax rates","2008","2008","PC","Percentage","0","Units",,,40,,
"POL","Poland","TOP_TRATE","Top tax rates","2009","2009","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2010","2010","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2011","2011","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2012","2012","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2013","2013","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2014","2014","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2015","2015","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2016","2016","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2017","2017","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2018","2018","PC","Percentage","0","Units",,,32,,
"POL","Poland","TOP_TRATE","Top tax rates","2019","2019","PC","Percentage","0","Units",,,32,,
"JPN","Japan","PERS_ITAX","Personal income tax","2000","2000","PC","Percentage","0","Units",,,47.3,,
"JPN","Japan","PERS_ITAX","Personal income tax","2001","2001","PC","Percentage","0","Units",,,47.3,,
"JPN","Japan","PERS_ITAX","Personal income tax","2002","2002","PC","Percentage","0","Units",,,47.15,,
"JPN","Japan","PERS_ITAX","Personal income tax","2003","2003","PC","Percentage","0","Units",,,47.15,,
"JPN","Japan","PERS_ITAX","Personal income tax","2004","2004","PC","Percentage","0","Units",,,47.15,,
"JPN","Japan","PERS_ITAX","Personal income tax","2005","2005","PC","Percentage","0","Units",,,47.1125,,
"JPN","Japan","PERS_ITAX","Personal income tax","2006","2006","PC","Percentage","0","Units",,,47.1,,
"JPN","Japan","PERS_ITAX","Personal income tax","2007","2007","PC","Percentage","0","Units",,,47.2,,
"JPN","Japan","PERS_ITAX","Personal income tax","2008","2008","PC","Percentage","0","Units",,,47.2,,
"JPN","Japan","PERS_ITAX","Personal income tax","2009","2009","PC","Percentage","0","Units",,,47.3,,
"JPN","Japan","PERS_ITAX","Personal income tax","2010","2010","PC","Percentage","0","Units",,,47.225,,
"JPN","Japan","PERS_ITAX","Personal income tax","2011","2011","PC","Percentage","0","Units",,,47.2,,
"JPN","Japan","PERS_ITAX","Personal income tax","2012","2012","PC","Percentage","0","Units",,,47.25,,
"JPN","Japan","PERS_ITAX","Personal income tax","2013","2013","PC","Percentage","0","Units",,,50.5858,,
"JPN","Japan","PERS_ITAX","Personal income tax","2014","2014","PC","Percentage","0","Units",,,50.5858,,
"JPN","Japan","PERS_ITAX","Personal income tax","2015","2015","PC","Percentage","0","Units",,,55.665275,,
"JPN","Japan","PERS_ITAX","Personal income tax","2016","2016","PC","Percentage","0","Units",,,55.721221,,
"JPN","Japan","PERS_ITAX","Personal income tax","2017","2017","PC","Percentage","0","Units",,,55.777165,,
"JPN","Japan","PERS_ITAX","Personal income tax","2018","2018","PC","Percentage","0","Units",,,55.777165,,
"JPN","Japan","PERS_ITAX","Personal income tax","2019","2019","PC","Percentage","0","Units",,,55.777165,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2000","2000","PC","Percentage","0","Units",,,48,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2001","2001","PC","Percentage","0","Units",,,48,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2002","2002","PC","Percentage","0","Units",,,48,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2003","2003","PC","Percentage","0","Units",,,45,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2004","2004","PC","Percentage","0","Units",,,45,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2005","2005","PC","Percentage","0","Units",,,45,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2006","2006","PC","Percentage","0","Units",,,45,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2007","2007","PC","Percentage","0","Units",,,43,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2008","2008","PC","Percentage","0","Units",,,43,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2009","2009","PC","Percentage","0","Units",,,43,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2010","2010","PC","Percentage","0","Units",,,43,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2011","2011","PC","Percentage","0","Units",,,45,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2012","2012","PC","Percentage","0","Units",,,52,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2013","2013","PC","Percentage","0","Units",,,52,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2014","2014","PC","Percentage","0","Units",,,52,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2015","2015","PC","Percentage","0","Units",,,45,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2016","2016","PC","Percentage","0","Units",,,45,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2017","2017","PC","Percentage","0","Units",,,43.5,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2018","2018","PC","Percentage","0","Units",,,43.5,,
"ESP","Spain","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2019","2019","PC","Percentage","0","Units",,,43.5,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2000","2000","NATCUR","National currency","0","Units",,,5048.245366,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2001","2001","NATCUR","National currency","0","Units",,,5186.714859,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2002","2002","NATCUR","National currency","0","Units",,,5390.458382,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2003","2003","NATCUR","National currency","0","Units",,,5736.266184,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2004","2004","NATCUR","National currency","0","Units",,,6333.915277,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2005","2005","NATCUR","National currency","0","Units",,,6856.223949,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2006","2006","NATCUR","National currency","0","Units",,,7417.753626,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2007","2007","NATCUR","National currency","0","Units",,,7996.759481,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2008","2008","NATCUR","National currency","0","Units",,,8820.004893,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2009","2009","NATCUR","National currency","0","Units",,,9043.316709,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2010","2010","NATCUR","National currency","0","Units",,,9324.779148,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2011","2011","NATCUR","National currency","0","Units",,,9591.536489,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2012","2012","NATCUR","National currency","0","Units",,,9810.114474,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2013","2013","NATCUR","National currency","0","Units",,,10000.934202,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2014","2014","NATCUR","National currency","0","Units",,,10422.358753,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2015","2015","NATCUR","National currency","0","Units",,,10660.97339,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2016","2016","NATCUR","National currency","0","Units",,,10974.573145,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2017","2017","NATCUR","National currency","0","Units",,,11636,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2018","2018","NATCUR","National currency","0","Units",,,12314,,
"SVK","Slovak Republic","AVG_NAT","Average wage in national currency units ","2019","2019","NATCUR","National currency","0","Units",,,13198.524816,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2000","2000","NATCUR","National currency","0","Units",,,2712000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2001","2001","NATCUR","National currency","0","Units",,,2976000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2002","2002","NATCUR","National currency","0","Units",,,3144000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2003","2003","NATCUR","National currency","0","Units",,,3360000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2004","2004","NATCUR","National currency","0","Units",,,3600000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2005","2005","NATCUR","National currency","0","Units",,,4140000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2006","2006","NATCUR","National currency","0","Units",,,4596000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2007","2007","NATCUR","National currency","0","Units",,,5076000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2008","2008","NATCUR","National currency","0","Units",,,5448000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2009","2009","NATCUR","National currency","0","Units",,,5076000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2010","2010","NATCUR","National currency","0","Units",,,5256000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2011","2011","NATCUR","National currency","0","Units",,,5628000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2012","2012","NATCUR","National currency","0","Units",,,6120000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2013","2013","NATCUR","National currency","0","Units",,,6660000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2014","2014","NATCUR","National currency","0","Units",,,7176000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2015","2015","NATCUR","National currency","0","Units",,,7668000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2016","2016","NATCUR","National currency","0","Units",,,8292000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2017","2017","NATCUR","National currency","0","Units",,,8760000,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2018","2018","NATCUR","National currency","0","Units",,,9372544.127715,,
"ISL","Iceland","AVG_NAT","Average wage in national currency units ","2019","2019","NATCUR","National currency","0","Units",,,9626993.534689,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2000","2000","USD","US Dollar","0","Units",,,12584.591692,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2001","2001","USD","US Dollar","0","Units",,,13492.884442,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2002","2002","USD","US Dollar","0","Units",,,14061.045841,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2003","2003","USD","US Dollar","0","Units",,,14642.074624,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2004","2004","USD","US Dollar","0","Units",,,14739.810865,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2005","2005","USD","US Dollar","0","Units",,,14933.109159,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2006","2006","USD","US Dollar","0","Units",,,15799.21487,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2007","2007","USD","US Dollar","0","Units",,,17400.175875,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2008","2008","USD","US Dollar","0","Units",,,18298.888909,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2009","2009","USD","US Dollar","0","Units",,,18677.715426,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2010","2010","USD","US Dollar","0","Units",,,20227.222197,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2011","2011","USD","US Dollar","0","Units",,,21500.213165,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2012","2012","USD","US Dollar","0","Units",,,22383.763657,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2013","2013","USD","US Dollar","0","Units",,,23638.442832,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2014","2014","USD","US Dollar","0","Units",,,25189.260399,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2015","2015","USD","US Dollar","0","Units",,,26144.664955,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2016","2016","USD","US Dollar","0","Units",,,27528.681179,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2017","2017","USD","US Dollar","0","Units",,,29047.653368,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2018","2018","USD","US Dollar","0","Units",,,31133.034029,,
"POL","Poland","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2019","2019","USD","US Dollar","0","Units",,,33446.820062,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000","RATIO","Ratio","0","Units",,,2.09692,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001","RATIO","Ratio","0","Units",,,2.795499,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002","RATIO","Ratio","0","Units",,,2.830081,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003","RATIO","Ratio","0","Units",,,2.808497,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004","RATIO","Ratio","0","Units",,,2.972452,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005","RATIO","Ratio","0","Units",,,2.936575,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006","RATIO","Ratio","0","Units",,,2.949925,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007","RATIO","Ratio","0","Units",,,2.89232,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008","RATIO","Ratio","0","Units",,,2.875844,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009","RATIO","Ratio","0","Units",,,2.975475,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010","RATIO","Ratio","0","Units",,,2.86799,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011","RATIO","Ratio","0","Units",,,2.839691,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012","RATIO","Ratio","0","Units",,,10.688247,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013","RATIO","Ratio","0","Units",,,10.605125,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014","RATIO","Ratio","0","Units",,,4.414843,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015","RATIO","Ratio","0","Units",,,4.367895,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2016","2016","RATIO","Ratio","0","Units",,,4.328839,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2017","2017","RATIO","Ratio","0","Units",,,4.261458,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2018","2018","RATIO","Ratio","0","Units",,,4.084894,,
"CAN","Canada","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2019","2019","RATIO","Ratio","0","Units",,,3.994809,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2000","2000","NATCUR","National currency","0","Units",,,2316,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2001","2001","NATCUR","National currency","0","Units",,,2484,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2002","2002","NATCUR","National currency","0","Units",,,2640,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2003","2003","NATCUR","National currency","0","Units",,,2940,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2004","2004","NATCUR","National currency","0","Units",,,3288,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2005","2005","NATCUR","National currency","0","Units",,,3828,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2006","2006","NATCUR","National currency","0","Units",,,4740,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2007","2007","NATCUR","National currency","0","Units",,,6180,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2008","2008","NATCUR","National currency","0","Units",,,7476,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2009","2009","NATCUR","National currency","0","Units",,,7392,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2010","2010","NATCUR","National currency","0","Units",,,7296,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2011","2011","NATCUR","National currency","0","Units",,,7632,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2012","2012","NATCUR","National currency","0","Units",,,7896,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2013","2013","NATCUR","National currency","0","Units",,,8268,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2014","2014","NATCUR","National currency","0","Units",,,8892,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2015","2015","NATCUR","National currency","0","Units",,,9588,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2016","2016","NATCUR","National currency","0","Units",,,10140,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2017","2017","NATCUR","National currency","0","Units",,,10980,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2018","2018","NATCUR","National currency","0","Units",,,11892,,
"LVA","Latvia","AVG_NAT","Average wage in national currency units ","2019","2019","NATCUR","National currency","0","Units",,,13000.611414,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000","RATIO","Ratio","0","Units",,,48.589815,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001","RATIO","Ratio","0","Units",,,46.235556,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002","RATIO","Ratio","0","Units",,,10.887304,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003","RATIO","Ratio","0","Units",,,3.566971,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004","RATIO","Ratio","0","Units",,,1.683926,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005","RATIO","Ratio","0","Units",,,1.502346,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006","RATIO","Ratio","0","Units",,,1.425617,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007","RATIO","Ratio","0","Units",,,1.356413,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008","RATIO","Ratio","0","Units",,,4.833993,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009","RATIO","Ratio","0","Units",,,4.64746,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010","RATIO","Ratio","0","Units",,,4.509453,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011","RATIO","Ratio","0","Units",,,4.327297,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012","RATIO","Ratio","0","Units",,,4.154151,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013","RATIO","Ratio","0","Units",,,3.999949,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014","RATIO","Ratio","0","Units",,,29.08548,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015","RATIO","Ratio","0","Units",,,27.92276,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2016","2016","RATIO","Ratio","0","Units",,,26.87409,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2017","2017","RATIO","Ratio","0","Units",,,25.8299,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2018","2018","RATIO","Ratio","0","Units",,,28.14549,,
"MEX","Mexico","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2019","2019","RATIO","Ratio","0","Units",,,26.60875,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2000","2000","PC","Percentage","0","Units",,,68.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2001","2001","PC","Percentage","0","Units",,,68.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2002","2002","PC","Percentage","0","Units",,,68.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2003","2003","PC","Percentage","0","Units",,,68.375,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2004","2004","PC","Percentage","0","Units",,,69.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2005","2005","PC","Percentage","0","Units",,,69.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2006","2006","PC","Percentage","0","Units",,,73.333333,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2007","2007","PC","Percentage","0","Units",,,71,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2008","2008","PC","Percentage","0","Units",,,62,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2009","2009","PC","Percentage","0","Units",,,62,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2010","2010","PC","Percentage","0","Units",,,57.64,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2011","2011","PC","Percentage","0","Units",,,17.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2012","2012","PC","Percentage","0","Units",,,34.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2013","2013","PC","Percentage","0","Units",,,34.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2014","2014","PC","Percentage","0","Units",,,34.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2015","2015","PC","Percentage","0","Units",,,34.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2016","2016","PC","Percentage","0","Units",,,33.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2017","2017","PC","Percentage","0","Units",,,33.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2018","2018","PC","Percentage","0","Units",,,33.5,,
"HUN","Hungary","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2019","2019","PC","Percentage","0","Units",,,33.5,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000","RATIO","Ratio","0","Units",,,0.219349,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001","RATIO","Ratio","0","Units",,,0.218534,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002","RATIO","Ratio","0","Units",,,0.240088,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003","RATIO","Ratio","0","Units",,,0.272883,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004","RATIO","Ratio","0","Units",,,0.253808,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005","RATIO","Ratio","0","Units",,,0.229794,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006","RATIO","Ratio","0","Units",,,0.195656,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007","RATIO","Ratio","0","Units",,,0.176354,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008","RATIO","Ratio","0","Units",,,0.150315,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009","RATIO","Ratio","0","Units",,,0.236853,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010","RATIO","Ratio","0","Units",,,0.242463,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011","RATIO","Ratio","0","Units",,,0.234993,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012","RATIO","Ratio","0","Units",,,0.224613,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013","RATIO","Ratio","0","Units",,,0.211872,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014","RATIO","Ratio","0","Units",,,0.243957,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015","RATIO","Ratio","0","Units",,,0.231005,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2016","2016","RATIO","Ratio","0","Units",,,0.256148,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2017","2017","RATIO","Ratio","0","Units",,,0.364149,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2018","2018","RATIO","Ratio","0","Units",,,0.40847,,
"LTU","Lithuania","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2019","2019","RATIO","Ratio","0","Units",,,9.474927,,
"FRA","France","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2000","2000","USD","US Dollar","0","Units",,,28721.932085,,
"FRA","France","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2001","2001","USD","US Dollar","0","Units",,,30078.173852,,
"FRA","France","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2002","2002","USD","US Dollar","0","Units",,,31293.092537,,
"FRA","France","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2003","2003","USD","US Dollar","0","Units",,,30987.95802,,
