"Country","Indicator","Year","value","last_value","diff_value","pct_change","lag_pct_change","lag_diff_value"
"Cyprus","DT.INT.DECT.GN.ZS",1977,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1978,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1979,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1980,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1981,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1982,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1983,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1984,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1985,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1986,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1987,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1988,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1989,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1990,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1991,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1992,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1993,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1994,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1995,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1996,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1997,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1998,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",1999,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2000,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2001,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2002,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2003,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2004,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2005,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2006,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2007,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2008,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2009,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2010,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2011,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2012,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2013,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2014,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2015,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2016,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2017,NA,NA,NA,NA,NA,NA
"Cyprus","DT.INT.DECT.GN.ZS",2018,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1975,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1976,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1977,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1978,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1979,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1980,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1981,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1982,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1983,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1984,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1985,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1986,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1987,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1988,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1989,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1990,86.6187458378789,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1991,96.3842337020678,86.6187458378789,9.7654878641889,0.112741044328518,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1992,95.8339898010768,96.3842337020678,-0.550243900991006,-0.00570885797247565,0.112741044328518,9.7654878641889
"Cyprus","GC.DOD.TOTL.GD.ZS",1993,100.330442275555,95.8339898010768,4.4964524744782,0.0469191826805032,-0.00570885797247565,-0.550243900991006
"Cyprus","GC.DOD.TOTL.GD.ZS",1994,91.6683134055663,100.330442275555,-8.66212886998871,-0.0863359980632637,0.0469191826805032,4.4964524744782
"Cyprus","GC.DOD.TOTL.GD.ZS",1995,NA,91.6683134055663,NA,NA,-0.0863359980632637,-8.66212886998871
"Cyprus","GC.DOD.TOTL.GD.ZS",1996,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1997,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1998,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",1999,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2000,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2001,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2002,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2003,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2004,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2005,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2006,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2007,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2008,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2009,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2010,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2011,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2012,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2013,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2014,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2015,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2016,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2017,NA,NA,NA,NA,NA,NA
"Cyprus","GC.DOD.TOTL.GD.ZS",2018,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1975,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1976,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1977,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1978,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1979,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1980,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1981,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1982,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1983,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1984,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1985,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1986,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1987,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1988,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1989,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1990,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1991,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1992,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1993,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1994,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1995,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1996,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1997,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1998,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",1999,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2000,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2001,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2002,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2003,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2004,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2005,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2006,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2007,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2008,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2009,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2010,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2011,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2012,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2013,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2014,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2015,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2016,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2017,NA,NA,NA,NA,NA,NA
"Cyprus","GC.REV.TOTL.CD",2018,NA,NA,NA,NA,NA,NA
"Cyprus","GC.TAX.TOTL.GD.ZS",1975,13.3891041568466,NA,NA,NA,NA,NA
"Cyprus","GC.TAX.TOTL.GD.ZS",1976,12.1203957799436,13.3891041568466,-1.268708376903,-0.0947567784999445,NA,NA
"Cyprus","GC.TAX.TOTL.GD.ZS",1977,13.2309141254979,12.1203957799436,1.1105183455543,0.091623934211121,-0.0947567784999445,-1.268708376903
"Cyprus","GC.TAX.TOTL.GD.ZS",1978,13.5794674015489,13.2309141254979,0.348553276051,0.0263438544566839,0.091623934211121,1.1105183455543
"Cyprus","GC.TAX.TOTL.GD.ZS",1979,14.1997457898254,13.5794674015489,0.6202783882765,0.0456776668726897,0.0263438544566839,0.348553276051
"Cyprus","GC.TAX.TOTL.GD.ZS",1980,14.7875835738943,14.1997457898254,0.587837784068901,0.0413977681551248,0.0456776668726897,0.6202783882765
"Cyprus","GC.TAX.TOTL.GD.ZS",1981,13.7933786511882,14.7875835738943,-0.9942049227061,-0.0672324127696731,0.0413977681551248,0.587837784068901
"Cyprus","GC.TAX.TOTL.GD.ZS",1982,14.2413895442656,13.7933786511882,0.448010893077399,0.0324801416974663,-0.0672324127696731,-0.9942049227061
"Cyprus","GC.TAX.TOTL.GD.ZS",1983,15.4059994941628,14.2413895442656,1.1646099498972,0.0817764268210849,0.0324801416974663,0.448010893077399
"Cyprus","GC.TAX.TOTL.GD.ZS",1984,16.1320463218441,15.4059994941628,0.726046827681301,0.0471275380708921,0.0817764268210849,1.1646099498972
"Cyprus","GC.TAX.TOTL.GD.ZS",1985,16.5564691732432,16.1320463218441,0.4244228513991,0.0263093003163769,0.0471275380708921,0.726046827681301
"Cyprus","GC.TAX.TOTL.GD.ZS",1986,16.701230847832,16.5564691732432,0.1447616745888,0.00874351125678102,0.0263093003163769,0.4244228513991
"Cyprus","GC.TAX.TOTL.GD.ZS",1987,16.3313115500614,16.701230847832,-0.369919297770601,-0.0221492236794404,0.00874351125678102,0.1447616745888
"Cyprus","GC.TAX.TOTL.GD.ZS",1988,17.3866421933943,16.3313115500614,1.0553306433329,0.0646200790486379,-0.0221492236794404,-0.369919297770601
"Cyprus","GC.TAX.TOTL.GD.ZS",1989,18.3570374303086,17.3866421933943,0.9703952369143,0.0558126880464004,0.0646200790486379,1.0553306433329
"Cyprus","GC.TAX.TOTL.GD.ZS",1990,30.8059028384927,18.3570374303086,12.4488654081841,0.678152204866688,0.0558126880464004,0.9703952369143
"Cyprus","GC.TAX.TOTL.GD.ZS",1991,29.0124317653202,30.8059028384927,-1.7934710731725,-0.0582184227021424,0.678152204866688,12.4488654081841
"Cyprus","GC.TAX.TOTL.GD.ZS",1992,30.8681490945637,29.0124317653202,1.8557173292435,0.0639628330453057,-0.0582184227021424,-1.7934710731725
"Cyprus","GC.TAX.TOTL.GD.ZS",1993,33.2443430599618,30.8681490945637,2.3761939653981,0.07697882882834,0.0639628330453057,1.8557173292435
"Cyprus","GC.TAX.TOTL.GD.ZS",1994,35.5447320498536,33.2443430599618,2.3003889898918,0.0691964039037457,0.07697882882834,2.3761939653981
"Cyprus","GC.TAX.TOTL.GD.ZS",1995,31.4981383964077,35.5447320498536,-4.0465936534459,-0.113845102215718,0.0691964039037457,2.3003889898918
"Cyprus","GC.TAX.TOTL.GD.ZS",1996,30.4848195618204,31.4981383964077,-1.0133188345873,-0.0321707531357747,-0.113845102215718,-4.0465936534459
"Cyprus","GC.TAX.TOTL.GD.ZS",1997,29.2465142560274,30.4848195618204,-1.238305305793,-0.0406203915126292,-0.0321707531357747,-1.0133188345873
"Cyprus","GC.TAX.TOTL.GD.ZS",1998,31.2949526116382,29.2465142560274,2.0484383556108,0.0700404273028414,-0.0406203915126292,-1.238305305793
"Cyprus","GC.TAX.TOTL.GD.ZS",1999,32.2018831678499,31.2949526116382,0.906930556211698,0.0289800904147854,0.0700404273028414,2.0484383556108
"Cyprus","GC.TAX.TOTL.GD.ZS",2000,35.5331681664013,32.2018831678499,3.3312849985514,0.103450005739954,0.0289800904147854,0.906930556211698
"Cyprus","GC.TAX.TOTL.GD.ZS",2001,36.3857611009678,35.5331681664013,0.852592934566495,0.0239942841734183,0.103450005739954,3.3312849985514
"Cyprus","GC.TAX.TOTL.GD.ZS",2002,36.6175007190676,36.3857611009678,0.231739618099802,0.00636896442695651,0.0239942841734183,0.852592934566495
"Cyprus","GC.TAX.TOTL.GD.ZS",2003,37.614991707992,36.6175007190676,0.997490988924397,0.0272408266357999,0.00636896442695651,0.231739618099802
"Cyprus","GC.TAX.TOTL.GD.ZS",2004,37.29678065791,37.614991707992,-0.318211050081999,-0.00845968683317266,0.0272408266357999,0.997490988924397
"Cyprus","GC.TAX.TOTL.GD.ZS",2005,39.5856637275598,37.29678065791,2.2888830696498,0.061369454126448,-0.00845968683317266,-0.318211050081999
"Cyprus","GC.TAX.TOTL.GD.ZS",2006,41.5392579358922,39.5856637275598,1.9535942083324,0.0493510534969835,0.061369454126448,2.2888830696498
"Cyprus","GC.TAX.TOTL.GD.ZS",2007,48.5634216889387,41.5392579358922,7.0241637530465,0.169096996481905,0.0493510534969835,1.9535942083324
"Cyprus","GC.TAX.TOTL.GD.ZS",2008,46.0460832170594,48.5634216889387,-2.51733847187931,-0.0518361018299639,0.169096996481905,7.0241637530465
"Cyprus","GC.TAX.TOTL.GD.ZS",2009,23.2491854431902,46.0460832170594,-22.7968977738692,-0.495088749816255,-0.0518361018299639,-2.51733847187931
"Cyprus","GC.TAX.TOTL.GD.ZS",2010,23.1149201951533,23.2491854431902,-0.1342652480369,-0.00577505170514382,-0.495088749816255,-22.7968977738692
"Cyprus","GC.TAX.TOTL.GD.ZS",2011,23.2141207864472,23.1149201951533,0.0992005912939007,0.00429162594793215,-0.00577505170514382,-0.1342652480369
"Cyprus","GC.TAX.TOTL.GD.ZS",2012,23.4002992781616,23.2141207864472,0.186178491714401,0.0080200535453014,0.00429162594793215,0.0992005912939007
"Cyprus","GC.TAX.TOTL.GD.ZS",2013,23.6027106912727,23.4002992781616,0.202411413111101,0.00864994975940336,0.0080200535453014,0.186178491714401
"Cyprus","GC.TAX.TOTL.GD.ZS",2014,24.8481606605313,23.6027106912727,1.2454499692586,0.0527672429471888,0.00864994975940336,0.202411413111101
"Cyprus","GC.TAX.TOTL.GD.ZS",2015,24.0181325485439,24.8481606605313,-0.830028111987399,-0.0334040061687871,0.0527672429471888,1.2454499692586
"Cyprus","GC.TAX.TOTL.GD.ZS",2016,23.5109950409244,24.0181325485439,-0.5071375076195,-0.0211147767876835,-0.0334040061687871,-0.830028111987399
"Cyprus","GC.TAX.TOTL.GD.ZS",2017,24.0482689956973,23.5109950409244,0.5372739547729,0.022852029607326,-0.0211147767876835,-0.5071375076195
"Cyprus","GC.TAX.TOTL.GD.ZS",2018,NA,24.0482689956973,NA,NA,0.022852029607326,0.5372739547729
"Cyprus","GC.TAX.YPKG.RV.ZS",1975,18.407662376534,NA,NA,NA,NA,NA
"Cyprus","GC.TAX.YPKG.RV.ZS",1976,17.2935196950445,18.407662376534,-1.1141426814895,-0.0605260276236816,NA,NA
"Cyprus","GC.TAX.YPKG.RV.ZS",1977,13.3152173913043,17.2935196950445,-3.9783023037402,-0.230045842251545,-0.0605260276236816,-1.1141426814895
"Cyprus","GC.TAX.YPKG.RV.ZS",1978,15.3119759950579,13.3152173913043,1.9967586037536,0.149960646159455,-0.230045842251545,-3.9783023037402
"Cyprus","GC.TAX.YPKG.RV.ZS",1979,17.1767462293162,15.3119759950579,1.8647702342583,0.121785080832165,0.149960646159455,1.9967586037536
"Cyprus","GC.TAX.YPKG.RV.ZS",1980,20.9871565973623,17.1767462293162,3.8104103680461,0.221835399858369,0.121785080832165,1.8647702342583
"Cyprus","GC.TAX.YPKG.RV.ZS",1981,18.7481547091822,20.9871565973623,-2.2390018881801,-0.106684384699426,0.221835399858369,3.8104103680461
"Cyprus","GC.TAX.YPKG.RV.ZS",1982,17.451128117689,18.7481547091822,-1.2970265914932,-0.0691815600848419,-0.106684384699426,-2.2390018881801
"Cyprus","GC.TAX.YPKG.RV.ZS",1983,19.503914640061,17.451128117689,2.052786522372,0.117630591473982,-0.0691815600848419,-1.2970265914932
"Cyprus","GC.TAX.YPKG.RV.ZS",1984,19.9901182898828,19.503914640061,0.4862036498218,0.0249285160848242,0.117630591473982,2.052786522372
"Cyprus","GC.TAX.YPKG.RV.ZS",1985,20.7869491612373,19.9901182898828,0.796830871354498,0.0398612384278777,0.0249285160848242,0.4862036498218
"Cyprus","GC.TAX.YPKG.RV.ZS",1986,19.2495309568481,20.7869491612373,-1.5374182043892,-0.0739607429865714,0.0398612384278777,0.796830871354498
"Cyprus","GC.TAX.YPKG.RV.ZS",1987,20.2891942942748,19.2495309568481,1.0396633374267,0.0540098010573517,-0.0739607429865714,-1.5374182043892
"Cyprus","GC.TAX.YPKG.RV.ZS",1988,19.6300582350306,20.2891942942748,-0.659136059244201,-0.0324870494946266,0.0540098010573517,1.0396633374267
"Cyprus","GC.TAX.YPKG.RV.ZS",1989,20.5731637881951,19.6300582350306,0.9431055531645,0.0480439508570327,-0.0324870494946266,-0.659136059244201
"Cyprus","GC.TAX.YPKG.RV.ZS",1990,21.7667436489608,20.5731637881951,1.1935798607657,0.0580163495052997,0.0480439508570327,0.9431055531645
"Cyprus","GC.TAX.YPKG.RV.ZS",1991,18.9930560348993,21.7667436489608,-2.7736876140615,-0.127427770492162,0.0580163495052997,1.1935798607657
"Cyprus","GC.TAX.YPKG.RV.ZS",1992,18.3118888317036,18.9930560348993,-0.681167203195699,-0.0358640127183361,-0.127427770492162,-2.7736876140615
"Cyprus","GC.TAX.YPKG.RV.ZS",1993,18.1448643850678,18.3118888317036,-0.1670244466358,-0.0091210933056031,-0.0358640127183361,-0.681167203195699
"Cyprus","GC.TAX.YPKG.RV.ZS",1994,19.5050958865794,18.1448643850678,1.3602315015116,0.0749650960539001,-0.0091210933056031,-0.1670244466358
"Cyprus","GC.TAX.YPKG.RV.ZS",1995,25.3189704648801,19.5050958865794,5.8138745783007,0.298069520504176,0.0749650960539001,1.3602315015116
"Cyprus","GC.TAX.YPKG.RV.ZS",1996,24.7191011235955,25.3189704648801,-0.599869341284599,-0.0236924855264821,0.298069520504176,5.8138745783007
"Cyprus","GC.TAX.YPKG.RV.ZS",1997,25.5135270541082,24.7191011235955,0.794425930512698,0.0321381399161955,-0.0236924855264821,-0.599869341284599
"Cyprus","GC.TAX.YPKG.RV.ZS",1998,27.1219366407651,25.5135270541082,1.6084095866569,0.0630414439856097,0.0321381399161955,0.794425930512698
"Cyprus","GC.TAX.YPKG.RV.ZS",1999,30.5274655579437,27.1219366407651,3.4055289171786,0.125563633684624,0.0630414439856097,1.6084095866569
"Cyprus","GC.TAX.YPKG.RV.ZS",2000,29.4707369942197,30.5274655579437,-1.056728563724,-0.0346156663977965,0.125563633684624,3.4055289171786
"Cyprus","GC.TAX.YPKG.RV.ZS",2001,28.9219270452514,29.4707369942197,-0.548809948968298,-0.0186221996781397,-0.0346156663977965,-1.056728563724
"Cyprus","GC.TAX.YPKG.RV.ZS",2002,29.0966911088333,28.9219270452514,0.1747640635819,0.0060426147714315,-0.0186221996781397,-0.548809948968298
"Cyprus","GC.TAX.YPKG.RV.ZS",2003,22.7364045722203,29.0966911088333,-6.360286536613,-0.218591403153815,0.0060426147714315,0.1747640635819
"Cyprus","GC.TAX.YPKG.RV.ZS",2004,18.4624851468342,22.7364045722203,-4.2739194253861,-0.187976925366997,-0.218591403153815,-6.360286536613
"Cyprus","GC.TAX.YPKG.RV.ZS",2005,20.2276023652795,18.4624851468342,1.7651172184453,0.0956056134592458,-0.187976925366997,-4.2739194253861
"Cyprus","GC.TAX.YPKG.RV.ZS",2006,23.8941662276752,20.2276023652795,3.6665638623957,0.181265371752083,0.0956056134592458,1.7651172184453
"Cyprus","GC.TAX.YPKG.RV.ZS",2007,28.7729095074456,23.8941662276752,4.8787432797704,0.204181356791585,0.181265371752083,3.6665638623957
"Cyprus","GC.TAX.YPKG.RV.ZS",2008,27.8584454225111,28.7729095074456,-0.914464084934501,-0.0317821207722446,0.204181356791585,4.8787432797704
"Cyprus","GC.TAX.YPKG.RV.ZS",2009,25.6995780085595,27.8584454225111,-2.1588674139516,-0.077494181071824,-0.0317821207722446,-0.914464084934501
"Cyprus","GC.TAX.YPKG.RV.ZS",2010,24.7764334560758,25.6995780085595,-0.923144552483699,-0.0359206113102805,-0.077494181071824,-2.1588674139516
"Cyprus","GC.TAX.YPKG.RV.ZS",2011,27.1961849776419,24.7764334560758,2.4197515215661,0.0976634319001517,-0.0359206113102805,-0.923144552483699
"Cyprus","GC.TAX.YPKG.RV.ZS",2012,26.4942711189356,27.1961849776419,-0.701913858706298,-0.0258092765321072,0.0976634319001517,2.4197515215661
"Cyprus","GC.TAX.YPKG.RV.ZS",2013,26.4149778511784,26.4942711189356,-0.0792932677572011,-0.00299284578923667,-0.0258092765321072,-0.701913858706298
"Cyprus","GC.TAX.YPKG.RV.ZS",2014,23.90011543126,26.4149778511784,-2.5148624199184,-0.0952059257473959,-0.00299284578923667,-0.0792932677572011
"Cyprus","GC.TAX.YPKG.RV.ZS",2015,23.4308204840945,23.90011543126,-0.469294947165501,-0.0196356770123248,-0.0952059257473959,-2.5148624199184
"Cyprus","GC.TAX.YPKG.RV.ZS",2016,23.564279327353,23.4308204840945,0.133458843258499,0.00569586725949671,-0.0196356770123248,-0.469294947165501
"Cyprus","GC.TAX.YPKG.RV.ZS",2017,23.304,23.564279327353,-0.260279327353,-0.0110455033967821,0.00569586725949671,0.133458843258499
"Cyprus","GC.TAX.YPKG.RV.ZS",2018,NA,23.304,NA,NA,-0.0110455033967821,-0.260279327353
"Cyprus","GC.XPN.INTP.RV.ZS",1975,4.4447770128704,NA,NA,NA,NA,NA
"Cyprus","GC.XPN.INTP.RV.ZS",1976,5.24777636594664,4.4447770128704,0.80299935307624,0.180661335934526,NA,NA
"Cyprus","GC.XPN.INTP.RV.ZS",1977,6.16566716641675,5.24777636594664,0.91789080047011,0.174910426142851,0.180661335934526,0.80299935307624
"Cyprus","GC.XPN.INTP.RV.ZS",1978,6.71608860647782,6.16566716641675,0.55042144006107,0.0892720001266228,0.174910426142851,0.91789080047011
"Cyprus","GC.XPN.INTP.RV.ZS",1979,8.19300043930297,6.71608860647782,1.47691183282515,0.219906543728538,0.0892720001266228,0.55042144006107
"Cyprus","GC.XPN.INTP.RV.ZS",1980,8.4605194954789,8.19300043930297,0.26751905617593,0.0326521471782918,0.219906543728538,1.47691183282515
"Cyprus","GC.XPN.INTP.RV.ZS",1981,10.3188662533215,8.4605194954789,1.8583467578426,0.219649249533159,0.0326521471782918,0.26751905617593
"Cyprus","GC.XPN.INTP.RV.ZS",1982,11.7213212260597,10.3188662533215,1.4024549727382,0.135911730834458,0.219649249533159,1.8583467578426
"Cyprus","GC.XPN.INTP.RV.ZS",1983,14.5326681909513,11.7213212260597,2.8113469648916,0.23984898209608,0.135911730834458,1.4024549727382
"Cyprus","GC.XPN.INTP.RV.ZS",1984,15.2439910483332,14.5326681909513,0.7113228573819,0.0489464734235659,0.23984898209608,2.8113469648916
"Cyprus","GC.XPN.INTP.RV.ZS",1985,14.9335658954497,15.2439910483332,-0.3104251528835,-0.0203637716592232,0.0489464734235659,0.7113228573819
"Cyprus","GC.XPN.INTP.RV.ZS",1986,14.7162288930582,14.9335658954497,-0.217337002391499,-0.0145535904761851,-0.0203637716592232,-0.3104251528835
"Cyprus","GC.XPN.INTP.RV.ZS",1987,15.7341670466141,14.7162288930582,1.0179381535559,0.0691711280758939,-0.0145535904761851,-0.217337002391499
"Cyprus","GC.XPN.INTP.RV.ZS",1988,15.583470210542,15.7341670466141,-0.1506968360721,-0.00957768120966591,0.0691711280758939,1.0179381535559
