"Country","Indicator","Year","value","last_value","diff_value","pct_change","lag_pct_change","lag_diff_value"
"Andorra","DT.DOD.DECT.GN.ZS",1975,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1976,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1977,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1978,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1979,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1980,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1981,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1982,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1983,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1984,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1985,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1986,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1987,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1988,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1989,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1990,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1991,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1992,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1993,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1994,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1995,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1996,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1997,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1998,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",1999,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2000,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2001,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2002,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2003,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2004,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2005,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2006,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2007,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2008,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2009,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2010,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2011,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2012,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2013,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2014,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2015,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2016,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2017,NA,NA,NA,NA,NA,NA
"Andorra","DT.DOD.DECT.GN.ZS",2018,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1975,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1976,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1977,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1978,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1979,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1980,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1981,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1982,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1983,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1984,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1985,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1986,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1987,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1988,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1989,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1990,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1991,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1992,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1993,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1994,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1995,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1996,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1997,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1998,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",1999,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2000,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2001,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2002,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2003,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2004,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2005,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2006,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2007,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2008,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2009,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2010,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2011,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2012,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2013,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2014,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2015,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2016,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2017,NA,NA,NA,NA,NA,NA
"Andorra","DT.INT.DECT.GN.ZS",2018,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1975,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1976,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1977,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1978,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1979,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1980,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1981,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1982,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1983,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1984,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1985,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1986,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1987,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1988,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1989,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1990,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1991,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1992,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1993,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1994,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1995,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1996,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1997,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1998,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",1999,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2000,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2001,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2002,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2003,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2004,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2005,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2006,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2007,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2008,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2009,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2010,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2011,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2012,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2013,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2014,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2015,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2016,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2017,NA,NA,NA,NA,NA,NA
"Andorra","GC.DOD.TOTL.GD.ZS",2018,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1975,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1976,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1977,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1978,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1979,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1980,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1981,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1982,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1983,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1984,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1985,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1986,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1987,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1988,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1989,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1990,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1991,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1992,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1993,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1994,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1995,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1996,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1997,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1998,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",1999,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2000,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2001,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2002,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2003,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2004,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2005,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2006,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2007,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2008,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2009,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2010,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2011,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2012,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2013,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2014,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2015,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2016,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2017,NA,NA,NA,NA,NA,NA
"Andorra","GC.REV.TOTL.CD",2018,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1975,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1976,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1977,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1978,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1979,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1980,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1981,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1982,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1983,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1984,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1985,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1986,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1987,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1988,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1989,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1990,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1991,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1992,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1993,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1994,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1995,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1996,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1997,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1998,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",1999,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2000,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2001,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2002,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2003,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2004,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2005,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2006,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2007,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2008,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2009,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2010,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2011,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2012,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2013,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2014,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2015,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2016,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2017,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.TOTL.GD.ZS",2018,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1975,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1976,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1977,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1978,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1979,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1980,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1981,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1982,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1983,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1984,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1985,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1986,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1987,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1988,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1989,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1990,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1991,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1992,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1993,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1994,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1995,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1996,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1997,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1998,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",1999,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2000,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2001,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2002,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2003,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2004,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2005,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2006,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2007,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2008,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2009,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2010,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2011,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2012,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2013,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2014,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2015,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2016,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2017,NA,NA,NA,NA,NA,NA
"Andorra","GC.TAX.YPKG.RV.ZS",2018,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1975,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1976,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1977,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1978,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1979,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1980,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1981,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1982,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1983,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1984,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1985,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1986,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1987,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1988,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1989,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1990,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1991,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1992,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1993,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1994,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1995,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1996,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1997,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1998,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",1999,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2000,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2001,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2002,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2003,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2004,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2005,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2006,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2007,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2008,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2009,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2010,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2011,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2012,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2013,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2014,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2015,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2016,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2017,NA,NA,NA,NA,NA,NA
"Andorra","GC.XPN.INTP.RV.ZS",2018,NA,NA,NA,NA,NA,NA
"Andorra","NY.GDP.MKTP.KD.ZG",1975,0.542205658763706,NA,NA,NA,NA,NA
"Andorra","NY.GDP.MKTP.KD.ZG",1976,3.30378704950753,0.542205658763706,2.76158139074382,5.09323601867336,NA,NA
