"province_state","country_region","lat","long","date","cases","deaths","date_upd","is_country"
"Shanxi","China",37.5777,112.2922,"2/19/20",131,0,2020-02-19,FALSE
"Shanxi","China",37.5777,112.2922,"2/20/20",132,0,2020-02-20,FALSE
"Shanxi","China",37.5777,112.2922,"2/21/20",132,0,2020-02-21,FALSE
"Shanxi","China",37.5777,112.2922,"2/22/20",132,0,2020-02-22,FALSE
"Shanxi","China",37.5777,112.2922,"2/23/20",132,0,2020-02-23,FALSE
"Shanxi","China",37.5777,112.2922,"2/24/20",133,0,2020-02-24,FALSE
"Shanxi","China",37.5777,112.2922,"2/25/20",133,0,2020-02-25,FALSE
"Shanxi","China",37.5777,112.2922,"2/26/20",133,0,2020-02-26,FALSE
"Shanxi","China",37.5777,112.2922,"2/27/20",133,0,2020-02-27,FALSE
"Shanxi","China",37.5777,112.2922,"2/28/20",133,0,2020-02-28,FALSE
"Shanxi","China",37.5777,112.2922,"2/29/20",133,0,2020-02-29,FALSE
"Shanxi","China",37.5777,112.2922,"3/1/20",133,0,2020-03-01,FALSE
"Shanxi","China",37.5777,112.2922,"3/2/20",133,0,2020-03-02,FALSE
"Shanxi","China",37.5777,112.2922,"3/3/20",133,0,2020-03-03,FALSE
"Shanxi","China",37.5777,112.2922,"3/4/20",133,0,2020-03-04,FALSE
"Shanxi","China",37.5777,112.2922,"3/5/20",133,0,2020-03-05,FALSE
"Shanxi","China",37.5777,112.2922,"3/6/20",133,0,2020-03-06,FALSE
"Shanxi","China",37.5777,112.2922,"3/7/20",133,0,2020-03-07,FALSE
"Shanxi","China",37.5777,112.2922,"3/8/20",133,0,2020-03-08,FALSE
"Shanxi","China",37.5777,112.2922,"3/9/20",133,0,2020-03-09,FALSE
"Shanxi","China",37.5777,112.2922,"3/10/20",133,0,2020-03-10,FALSE
"Shanxi","China",37.5777,112.2922,"3/11/20",133,0,2020-03-11,FALSE
"Shanxi","China",37.5777,112.2922,"3/12/20",133,0,2020-03-12,FALSE
"Shanxi","China",37.5777,112.2922,"3/13/20",133,0,2020-03-13,FALSE
"Shanxi","China",37.5777,112.2922,"3/14/20",133,0,2020-03-14,FALSE
"Shanxi","China",37.5777,112.2922,"3/15/20",133,0,2020-03-15,FALSE
"Shanxi","China",37.5777,112.2922,"3/16/20",133,0,2020-03-16,FALSE
"Shanxi","China",37.5777,112.2922,"3/17/20",133,0,2020-03-17,FALSE
"Shanxi","China",37.5777,112.2922,"3/18/20",133,0,2020-03-18,FALSE
"Shanxi","China",37.5777,112.2922,"3/19/20",133,0,2020-03-19,FALSE
"Shanxi","China",37.5777,112.2922,"3/20/20",133,0,2020-03-20,FALSE
"Shanxi","China",37.5777,112.2922,"3/21/20",133,0,2020-03-21,FALSE
"Shanxi","China",37.5777,112.2922,"3/22/20",133,0,2020-03-22,FALSE
"Shanxi","China",37.5777,112.2922,"3/23/20",134,0,2020-03-23,FALSE
"Shanxi","China",37.5777,112.2922,"3/24/20",134,0,2020-03-24,FALSE
"Shanxi","China",37.5777,112.2922,"3/25/20",134,0,2020-03-25,FALSE
"Shanxi","China",37.5777,112.2922,"3/26/20",135,0,2020-03-26,FALSE
"Shanxi","China",37.5777,112.2922,"3/27/20",135,0,2020-03-27,FALSE
"Shanxi","China",37.5777,112.2922,"3/28/20",135,0,2020-03-28,FALSE
"Shanxi","China",37.5777,112.2922,"3/29/20",136,0,2020-03-29,FALSE
"Shanxi","China",37.5777,112.2922,"3/30/20",136,0,2020-03-30,FALSE
"Shanxi","China",37.5777,112.2922,"3/31/20",136,0,2020-03-31,FALSE
"Shanxi","China",37.5777,112.2922,"4/1/20",137,0,2020-04-01,FALSE
"Shanxi","China",37.5777,112.2922,"4/2/20",137,0,2020-04-02,FALSE
"Shanxi","China",37.5777,112.2922,"4/3/20",137,0,2020-04-03,FALSE
"Shanxi","China",37.5777,112.2922,"4/4/20",137,0,2020-04-04,FALSE
"Shanxi","China",37.5777,112.2922,"4/5/20",138,0,2020-04-05,FALSE
"Shanxi","China",37.5777,112.2922,"4/6/20",138,0,2020-04-06,FALSE
"Shanxi","China",37.5777,112.2922,"4/7/20",138,0,2020-04-07,FALSE
"Shanxi","China",37.5777,112.2922,"4/8/20",163,0,2020-04-08,FALSE
"Shanxi","China",37.5777,112.2922,"4/9/20",166,0,2020-04-09,FALSE
"Shanxi","China",37.5777,112.2922,"4/10/20",168,0,2020-04-10,FALSE
"Shanxi","China",37.5777,112.2922,"4/11/20",172,0,2020-04-11,FALSE
"Shanxi","China",37.5777,112.2922,"4/12/20",172,0,2020-04-12,FALSE
"Shanxi","China",37.5777,112.2922,"4/13/20",173,0,2020-04-13,FALSE
"Shanxi","China",37.5777,112.2922,"4/14/20",173,0,2020-04-14,FALSE
"Shanxi","China",37.5777,112.2922,"4/15/20",186,0,2020-04-15,FALSE
"Sichuan","China",30.6171,102.7103,"1/22/20",5,0,2020-01-22,FALSE
"Sichuan","China",30.6171,102.7103,"1/23/20",8,0,2020-01-23,FALSE
"Sichuan","China",30.6171,102.7103,"1/24/20",15,0,2020-01-24,FALSE
"Sichuan","China",30.6171,102.7103,"1/25/20",28,0,2020-01-25,FALSE
"Sichuan","China",30.6171,102.7103,"1/26/20",44,0,2020-01-26,FALSE
"Sichuan","China",30.6171,102.7103,"1/27/20",69,0,2020-01-27,FALSE
"Sichuan","China",30.6171,102.7103,"1/28/20",90,0,2020-01-28,FALSE
"Sichuan","China",30.6171,102.7103,"1/29/20",108,1,2020-01-29,FALSE
"Sichuan","China",30.6171,102.7103,"1/30/20",142,1,2020-01-30,FALSE
"Sichuan","China",30.6171,102.7103,"1/31/20",177,1,2020-01-31,FALSE
"Sichuan","China",30.6171,102.7103,"2/1/20",207,1,2020-02-01,FALSE
"Sichuan","China",30.6171,102.7103,"2/2/20",231,1,2020-02-02,FALSE
"Sichuan","China",30.6171,102.7103,"2/3/20",254,1,2020-02-03,FALSE
"Sichuan","China",30.6171,102.7103,"2/4/20",282,1,2020-02-04,FALSE
"Sichuan","China",30.6171,102.7103,"2/5/20",301,1,2020-02-05,FALSE
"Sichuan","China",30.6171,102.7103,"2/6/20",321,1,2020-02-06,FALSE
"Sichuan","China",30.6171,102.7103,"2/7/20",344,1,2020-02-07,FALSE
"Sichuan","China",30.6171,102.7103,"2/8/20",364,1,2020-02-08,FALSE
"Sichuan","China",30.6171,102.7103,"2/9/20",386,1,2020-02-09,FALSE
"Sichuan","China",30.6171,102.7103,"2/10/20",405,1,2020-02-10,FALSE
"Sichuan","China",30.6171,102.7103,"2/11/20",417,1,2020-02-11,FALSE
"Sichuan","China",30.6171,102.7103,"2/12/20",436,1,2020-02-12,FALSE
"Sichuan","China",30.6171,102.7103,"2/13/20",451,1,2020-02-13,FALSE
"Sichuan","China",30.6171,102.7103,"2/14/20",463,1,2020-02-14,FALSE
"Sichuan","China",30.6171,102.7103,"2/15/20",470,1,2020-02-15,FALSE
"Sichuan","China",30.6171,102.7103,"2/16/20",481,3,2020-02-16,FALSE
"Sichuan","China",30.6171,102.7103,"2/17/20",495,3,2020-02-17,FALSE
"Sichuan","China",30.6171,102.7103,"2/18/20",508,3,2020-02-18,FALSE
"Sichuan","China",30.6171,102.7103,"2/19/20",514,3,2020-02-19,FALSE
"Sichuan","China",30.6171,102.7103,"2/20/20",520,3,2020-02-20,FALSE
"Sichuan","China",30.6171,102.7103,"2/21/20",525,3,2020-02-21,FALSE
"Sichuan","China",30.6171,102.7103,"2/22/20",526,3,2020-02-22,FALSE
"Sichuan","China",30.6171,102.7103,"2/23/20",526,3,2020-02-23,FALSE
"Sichuan","China",30.6171,102.7103,"2/24/20",527,3,2020-02-24,FALSE
"Sichuan","China",30.6171,102.7103,"2/25/20",529,3,2020-02-25,FALSE
"Sichuan","China",30.6171,102.7103,"2/26/20",531,3,2020-02-26,FALSE
"Sichuan","China",30.6171,102.7103,"2/27/20",534,3,2020-02-27,FALSE
"Sichuan","China",30.6171,102.7103,"2/28/20",538,3,2020-02-28,FALSE
"Sichuan","China",30.6171,102.7103,"2/29/20",538,3,2020-02-29,FALSE
"Sichuan","China",30.6171,102.7103,"3/1/20",538,3,2020-03-01,FALSE
"Sichuan","China",30.6171,102.7103,"3/2/20",538,3,2020-03-02,FALSE
"Sichuan","China",30.6171,102.7103,"3/3/20",538,3,2020-03-03,FALSE
"Sichuan","China",30.6171,102.7103,"3/4/20",538,3,2020-03-04,FALSE
"Sichuan","China",30.6171,102.7103,"3/5/20",539,3,2020-03-05,FALSE
"Sichuan","China",30.6171,102.7103,"3/6/20",539,3,2020-03-06,FALSE
"Sichuan","China",30.6171,102.7103,"3/7/20",539,3,2020-03-07,FALSE
"Sichuan","China",30.6171,102.7103,"3/8/20",539,3,2020-03-08,FALSE
"Sichuan","China",30.6171,102.7103,"3/9/20",539,3,2020-03-09,FALSE
"Sichuan","China",30.6171,102.7103,"3/10/20",539,3,2020-03-10,FALSE
"Sichuan","China",30.6171,102.7103,"3/11/20",539,3,2020-03-11,FALSE
"Sichuan","China",30.6171,102.7103,"3/12/20",539,3,2020-03-12,FALSE
"Sichuan","China",30.6171,102.7103,"3/13/20",539,3,2020-03-13,FALSE
"Sichuan","China",30.6171,102.7103,"3/14/20",539,3,2020-03-14,FALSE
"Sichuan","China",30.6171,102.7103,"3/15/20",539,3,2020-03-15,FALSE
"Sichuan","China",30.6171,102.7103,"3/16/20",539,3,2020-03-16,FALSE
"Sichuan","China",30.6171,102.7103,"3/17/20",540,3,2020-03-17,FALSE
"Sichuan","China",30.6171,102.7103,"3/18/20",540,3,2020-03-18,FALSE
"Sichuan","China",30.6171,102.7103,"3/19/20",540,3,2020-03-19,FALSE
"Sichuan","China",30.6171,102.7103,"3/20/20",541,3,2020-03-20,FALSE
"Sichuan","China",30.6171,102.7103,"3/21/20",542,3,2020-03-21,FALSE
"Sichuan","China",30.6171,102.7103,"3/22/20",543,3,2020-03-22,FALSE
"Sichuan","China",30.6171,102.7103,"3/23/20",543,3,2020-03-23,FALSE
"Sichuan","China",30.6171,102.7103,"3/24/20",545,3,2020-03-24,FALSE
"Sichuan","China",30.6171,102.7103,"3/25/20",547,3,2020-03-25,FALSE
"Sichuan","China",30.6171,102.7103,"3/26/20",547,3,2020-03-26,FALSE
"Sichuan","China",30.6171,102.7103,"3/27/20",548,3,2020-03-27,FALSE
"Sichuan","China",30.6171,102.7103,"3/28/20",548,3,2020-03-28,FALSE
"Sichuan","China",30.6171,102.7103,"3/29/20",550,3,2020-03-29,FALSE
"Sichuan","China",30.6171,102.7103,"3/30/20",550,3,2020-03-30,FALSE
"Sichuan","China",30.6171,102.7103,"3/31/20",550,3,2020-03-31,FALSE
"Sichuan","China",30.6171,102.7103,"4/1/20",552,3,2020-04-01,FALSE
"Sichuan","China",30.6171,102.7103,"4/2/20",554,3,2020-04-02,FALSE
"Sichuan","China",30.6171,102.7103,"4/3/20",555,3,2020-04-03,FALSE
"Sichuan","China",30.6171,102.7103,"4/4/20",557,3,2020-04-04,FALSE
"Sichuan","China",30.6171,102.7103,"4/5/20",558,3,2020-04-05,FALSE
"Sichuan","China",30.6171,102.7103,"4/6/20",559,3,2020-04-06,FALSE
"Sichuan","China",30.6171,102.7103,"4/7/20",560,3,2020-04-07,FALSE
"Sichuan","China",30.6171,102.7103,"4/8/20",560,3,2020-04-08,FALSE
"Sichuan","China",30.6171,102.7103,"4/9/20",560,3,2020-04-09,FALSE
"Sichuan","China",30.6171,102.7103,"4/10/20",560,3,2020-04-10,FALSE
"Sichuan","China",30.6171,102.7103,"4/11/20",560,3,2020-04-11,FALSE
"Sichuan","China",30.6171,102.7103,"4/12/20",560,3,2020-04-12,FALSE
"Sichuan","China",30.6171,102.7103,"4/13/20",560,3,2020-04-13,FALSE
"Sichuan","China",30.6171,102.7103,"4/14/20",560,3,2020-04-14,FALSE
"Sichuan","China",30.6171,102.7103,"4/15/20",560,3,2020-04-15,FALSE
"Tianjin","China",39.3054,117.323,"1/22/20",4,0,2020-01-22,FALSE
"Tianjin","China",39.3054,117.323,"1/23/20",4,0,2020-01-23,FALSE
"Tianjin","China",39.3054,117.323,"1/24/20",8,0,2020-01-24,FALSE
"Tianjin","China",39.3054,117.323,"1/25/20",10,0,2020-01-25,FALSE
"Tianjin","China",39.3054,117.323,"1/26/20",14,0,2020-01-26,FALSE
"Tianjin","China",39.3054,117.323,"1/27/20",23,0,2020-01-27,FALSE
"Tianjin","China",39.3054,117.323,"1/28/20",24,0,2020-01-28,FALSE
"Tianjin","China",39.3054,117.323,"1/29/20",27,0,2020-01-29,FALSE
"Tianjin","China",39.3054,117.323,"1/30/20",31,0,2020-01-30,FALSE
"Tianjin","China",39.3054,117.323,"1/31/20",32,0,2020-01-31,FALSE
"Tianjin","China",39.3054,117.323,"2/1/20",41,0,2020-02-01,FALSE
"Tianjin","China",39.3054,117.323,"2/2/20",48,0,2020-02-02,FALSE
"Tianjin","China",39.3054,117.323,"2/3/20",60,0,2020-02-03,FALSE
"Tianjin","China",39.3054,117.323,"2/4/20",67,0,2020-02-04,FALSE
"Tianjin","China",39.3054,117.323,"2/5/20",69,1,2020-02-05,FALSE
"Tianjin","China",39.3054,117.323,"2/6/20",79,1,2020-02-06,FALSE
"Tianjin","China",39.3054,117.323,"2/7/20",81,1,2020-02-07,FALSE
"Tianjin","China",39.3054,117.323,"2/8/20",88,1,2020-02-08,FALSE
"Tianjin","China",39.3054,117.323,"2/9/20",91,1,2020-02-09,FALSE
"Tianjin","China",39.3054,117.323,"2/10/20",95,1,2020-02-10,FALSE
"Tianjin","China",39.3054,117.323,"2/11/20",106,2,2020-02-11,FALSE
"Tianjin","China",39.3054,117.323,"2/12/20",112,2,2020-02-12,FALSE
"Tianjin","China",39.3054,117.323,"2/13/20",119,3,2020-02-13,FALSE
"Tianjin","China",39.3054,117.323,"2/14/20",120,3,2020-02-14,FALSE
"Tianjin","China",39.3054,117.323,"2/15/20",122,3,2020-02-15,FALSE
"Tianjin","China",39.3054,117.323,"2/16/20",124,3,2020-02-16,FALSE
"Tianjin","China",39.3054,117.323,"2/17/20",125,3,2020-02-17,FALSE
"Tianjin","China",39.3054,117.323,"2/18/20",128,3,2020-02-18,FALSE
"Tianjin","China",39.3054,117.323,"2/19/20",130,3,2020-02-19,FALSE
"Tianjin","China",39.3054,117.323,"2/20/20",131,3,2020-02-20,FALSE
"Tianjin","China",39.3054,117.323,"2/21/20",132,3,2020-02-21,FALSE
"Tianjin","China",39.3054,117.323,"2/22/20",135,3,2020-02-22,FALSE
"Tianjin","China",39.3054,117.323,"2/23/20",135,3,2020-02-23,FALSE
"Tianjin","China",39.3054,117.323,"2/24/20",135,3,2020-02-24,FALSE
"Tianjin","China",39.3054,117.323,"2/25/20",135,3,2020-02-25,FALSE
"Tianjin","China",39.3054,117.323,"2/26/20",135,3,2020-02-26,FALSE
"Tianjin","China",39.3054,117.323,"2/27/20",136,3,2020-02-27,FALSE
"Tianjin","China",39.3054,117.323,"2/28/20",136,3,2020-02-28,FALSE
"Tianjin","China",39.3054,117.323,"2/29/20",136,3,2020-02-29,FALSE
"Tianjin","China",39.3054,117.323,"3/1/20",136,3,2020-03-01,FALSE
"Tianjin","China",39.3054,117.323,"3/2/20",136,3,2020-03-02,FALSE
"Tianjin","China",39.3054,117.323,"3/3/20",136,3,2020-03-03,FALSE
"Tianjin","China",39.3054,117.323,"3/4/20",136,3,2020-03-04,FALSE
"Tianjin","China",39.3054,117.323,"3/5/20",136,3,2020-03-05,FALSE
"Tianjin","China",39.3054,117.323,"3/6/20",136,3,2020-03-06,FALSE
"Tianjin","China",39.3054,117.323,"3/7/20",136,3,2020-03-07,FALSE
"Tianjin","China",39.3054,117.323,"3/8/20",136,3,2020-03-08,FALSE
"Tianjin","China",39.3054,117.323,"3/9/20",136,3,2020-03-09,FALSE
"Tianjin","China",39.3054,117.323,"3/10/20",136,3,2020-03-10,FALSE
"Tianjin","China",39.3054,117.323,"3/11/20",136,3,2020-03-11,FALSE
"Tianjin","China",39.3054,117.323,"3/12/20",136,3,2020-03-12,FALSE
"Tianjin","China",39.3054,117.323,"3/13/20",136,3,2020-03-13,FALSE
"Tianjin","China",39.3054,117.323,"3/14/20",136,3,2020-03-14,FALSE
"Tianjin","China",39.3054,117.323,"3/15/20",136,3,2020-03-15,FALSE
"Tianjin","China",39.3054,117.323,"3/16/20",136,3,2020-03-16,FALSE
"Tianjin","China",39.3054,117.323,"3/17/20",136,3,2020-03-17,FALSE
"Tianjin","China",39.3054,117.323,"3/18/20",136,3,2020-03-18,FALSE
"Tianjin","China",39.3054,117.323,"3/19/20",137,3,2020-03-19,FALSE
"Tianjin","China",39.3054,117.323,"3/20/20",137,3,2020-03-20,FALSE
"Tianjin","China",39.3054,117.323,"3/21/20",137,3,2020-03-21,FALSE
"Tianjin","China",39.3054,117.323,"3/22/20",137,3,2020-03-22,FALSE
"Tianjin","China",39.3054,117.323,"3/23/20",141,3,2020-03-23,FALSE
"Tianjin","China",39.3054,117.323,"3/24/20",145,3,2020-03-24,FALSE
"Tianjin","China",39.3054,117.323,"3/25/20",145,3,2020-03-25,FALSE
"Tianjin","China",39.3054,117.323,"3/26/20",151,3,2020-03-26,FALSE
"Tianjin","China",39.3054,117.323,"3/27/20",155,3,2020-03-27,FALSE
"Tianjin","China",39.3054,117.323,"3/28/20",161,3,2020-03-28,FALSE
"Tianjin","China",39.3054,117.323,"3/29/20",166,3,2020-03-29,FALSE
"Tianjin","China",39.3054,117.323,"3/30/20",174,3,2020-03-30,FALSE
"Tianjin","China",39.3054,117.323,"3/31/20",174,3,2020-03-31,FALSE
"Tianjin","China",39.3054,117.323,"4/1/20",176,3,2020-04-01,FALSE
"Tianjin","China",39.3054,117.323,"4/2/20",176,3,2020-04-02,FALSE
"Tianjin","China",39.3054,117.323,"4/3/20",180,3,2020-04-03,FALSE
"Tianjin","China",39.3054,117.323,"4/4/20",180,3,2020-04-04,FALSE
"Tianjin","China",39.3054,117.323,"4/5/20",180,3,2020-04-05,FALSE
"Tianjin","China",39.3054,117.323,"4/6/20",180,3,2020-04-06,FALSE
"Tianjin","China",39.3054,117.323,"4/7/20",180,3,2020-04-07,FALSE
"Tianjin","China",39.3054,117.323,"4/8/20",180,3,2020-04-08,FALSE
"Tianjin","China",39.3054,117.323,"4/9/20",182,3,2020-04-09,FALSE
"Tianjin","China",39.3054,117.323,"4/10/20",183,3,2020-04-10,FALSE
"Tianjin","China",39.3054,117.323,"4/11/20",183,3,2020-04-11,FALSE
"Tianjin","China",39.3054,117.323,"4/12/20",183,3,2020-04-12,FALSE
"Tianjin","China",39.3054,117.323,"4/13/20",184,3,2020-04-13,FALSE
"Tianjin","China",39.3054,117.323,"4/14/20",185,3,2020-04-14,FALSE
"Tianjin","China",39.3054,117.323,"4/15/20",185,3,2020-04-15,FALSE
"Tibet","China",31.6927,88.0924,"1/22/20",0,0,2020-01-22,FALSE
"Tibet","China",31.6927,88.0924,"1/23/20",0,0,2020-01-23,FALSE
"Tibet","China",31.6927,88.0924,"1/24/20",0,0,2020-01-24,FALSE
"Tibet","China",31.6927,88.0924,"1/25/20",0,0,2020-01-25,FALSE
"Tibet","China",31.6927,88.0924,"1/26/20",0,0,2020-01-26,FALSE
"Tibet","China",31.6927,88.0924,"1/27/20",0,0,2020-01-27,FALSE
"Tibet","China",31.6927,88.0924,"1/28/20",0,0,2020-01-28,FALSE
"Tibet","China",31.6927,88.0924,"1/29/20",0,0,2020-01-29,FALSE
"Tibet","China",31.6927,88.0924,"1/30/20",1,0,2020-01-30,FALSE
"Tibet","China",31.6927,88.0924,"1/31/20",1,0,2020-01-31,FALSE
"Tibet","China",31.6927,88.0924,"2/1/20",1,0,2020-02-01,FALSE
"Tibet","China",31.6927,88.0924,"2/2/20",1,0,2020-02-02,FALSE
"Tibet","China",31.6927,88.0924,"2/3/20",1,0,2020-02-03,FALSE
"Tibet","China",31.6927,88.0924,"2/4/20",1,0,2020-02-04,FALSE
"Tibet","China",31.6927,88.0924,"2/5/20",1,0,2020-02-05,FALSE
"Tibet","China",31.6927,88.0924,"2/6/20",1,0,2020-02-06,FALSE
"Tibet","China",31.6927,88.0924,"2/7/20",1,0,2020-02-07,FALSE
"Tibet","China",31.6927,88.0924,"2/8/20",1,0,2020-02-08,FALSE
"Tibet","China",31.6927,88.0924,"2/9/20",1,0,2020-02-09,FALSE
"Tibet","China",31.6927,88.0924,"2/10/20",1,0,2020-02-10,FALSE
"Tibet","China",31.6927,88.0924,"2/11/20",1,0,2020-02-11,FALSE
"Tibet","China",31.6927,88.0924,"2/12/20",1,0,2020-02-12,FALSE
"Tibet","China",31.6927,88.0924,"2/13/20",1,0,2020-02-13,FALSE
"Tibet","China",31.6927,88.0924,"2/14/20",1,0,2020-02-14,FALSE
"Tibet","China",31.6927,88.0924,"2/15/20",1,0,2020-02-15,FALSE
"Tibet","China",31.6927,88.0924,"2/16/20",1,0,2020-02-16,FALSE
"Tibet","China",31.6927,88.0924,"2/17/20",1,0,2020-02-17,FALSE
"Tibet","China",31.6927,88.0924,"2/18/20",1,0,2020-02-18,FALSE
"Tibet","China",31.6927,88.0924,"2/19/20",1,0,2020-02-19,FALSE
"Tibet","China",31.6927,88.0924,"2/20/20",1,0,2020-02-20,FALSE
"Tibet","China",31.6927,88.0924,"2/21/20",1,0,2020-02-21,FALSE
"Tibet","China",31.6927,88.0924,"2/22/20",1,0,2020-02-22,FALSE
"Tibet","China",31.6927,88.0924,"2/23/20",1,0,2020-02-23,FALSE
"Tibet","China",31.6927,88.0924,"2/24/20",1,0,2020-02-24,FALSE
"Tibet","China",31.6927,88.0924,"2/25/20",1,0,2020-02-25,FALSE
"Tibet","China",31.6927,88.0924,"2/26/20",1,0,2020-02-26,FALSE
"Tibet","China",31.6927,88.0924,"2/27/20",1,0,2020-02-27,FALSE
"Tibet","China",31.6927,88.0924,"2/28/20",1,0,2020-02-28,FALSE
"Tibet","China",31.6927,88.0924,"2/29/20",1,0,2020-02-29,FALSE
"Tibet","China",31.6927,88.0924,"3/1/20",1,0,2020-03-01,FALSE
"Tibet","China",31.6927,88.0924,"3/2/20",1,0,2020-03-02,FALSE
"Tibet","China",31.6927,88.0924,"3/3/20",1,0,2020-03-03,FALSE
"Tibet","China",31.6927,88.0924,"3/4/20",1,0,2020-03-04,FALSE
"Tibet","China",31.6927,88.0924,"3/5/20",1,0,2020-03-05,FALSE
"Tibet","China",31.6927,88.0924,"3/6/20",1,0,2020-03-06,FALSE
"Tibet","China",31.6927,88.0924,"3/7/20",1,0,2020-03-07,FALSE
"Tibet","China",31.6927,88.0924,"3/8/20",1,0,2020-03-08,FALSE
"Tibet","China",31.6927,88.0924,"3/9/20",1,0,2020-03-09,FALSE
"Tibet","China",31.6927,88.0924,"3/10/20",1,0,2020-03-10,FALSE
"Tibet","China",31.6927,88.0924,"3/11/20",1,0,2020-03-11,FALSE
"Tibet","China",31.6927,88.0924,"3/12/20",1,0,2020-03-12,FALSE
"Tibet","China",31.6927,88.0924,"3/13/20",1,0,2020-03-13,FALSE
"Tibet","China",31.6927,88.0924,"3/14/20",1,0,2020-03-14,FALSE
"Tibet","China",31.6927,88.0924,"3/15/20",1,0,2020-03-15,FALSE
"Tibet","China",31.6927,88.0924,"3/16/20",1,0,2020-03-16,FALSE
"Tibet","China",31.6927,88.0924,"3/17/20",1,0,2020-03-17,FALSE
"Tibet","China",31.6927,88.0924,"3/18/20",1,0,2020-03-18,FALSE
"Tibet","China",31.6927,88.0924,"3/19/20",1,0,2020-03-19,FALSE
"Tibet","China",31.6927,88.0924,"3/20/20",1,0,2020-03-20,FALSE
"Tibet","China",31.6927,88.0924,"3/21/20",1,0,2020-03-21,FALSE
"Tibet","China",31.6927,88.0924,"3/22/20",1,0,2020-03-22,FALSE
"Tibet","China",31.6927,88.0924,"3/23/20",1,0,2020-03-23,FALSE
"Tibet","China",31.6927,88.0924,"3/24/20",1,0,2020-03-24,FALSE
"Tibet","China",31.6927,88.0924,"3/25/20",1,0,2020-03-25,FALSE
"Tibet","China",31.6927,88.0924,"3/26/20",1,0,2020-03-26,FALSE
"Tibet","China",31.6927,88.0924,"3/27/20",1,0,2020-03-27,FALSE
"Tibet","China",31.6927,88.0924,"3/28/20",1,0,2020-03-28,FALSE
"Tibet","China",31.6927,88.0924,"3/29/20",1,0,2020-03-29,FALSE
"Tibet","China",31.6927,88.0924,"3/30/20",1,0,2020-03-30,FALSE
"Tibet","China",31.6927,88.0924,"3/31/20",1,0,2020-03-31,FALSE
"Tibet","China",31.6927,88.0924,"4/1/20",1,0,2020-04-01,FALSE
"Tibet","China",31.6927,88.0924,"4/2/20",1,0,2020-04-02,FALSE
"Tibet","China",31.6927,88.0924,"4/3/20",1,0,2020-04-03,FALSE
"Tibet","China",31.6927,88.0924,"4/4/20",1,0,2020-04-04,FALSE
"Tibet","China",31.6927,88.0924,"4/5/20",1,0,2020-04-05,FALSE
"Tibet","China",31.6927,88.0924,"4/6/20",1,0,2020-04-06,FALSE
"Tibet","China",31.6927,88.0924,"4/7/20",1,0,2020-04-07,FALSE
"Tibet","China",31.6927,88.0924,"4/8/20",1,0,2020-04-08,FALSE
"Tibet","China",31.6927,88.0924,"4/9/20",1,0,2020-04-09,FALSE
"Tibet","China",31.6927,88.0924,"4/10/20",1,0,2020-04-10,FALSE
"Tibet","China",31.6927,88.0924,"4/11/20",1,0,2020-04-11,FALSE
"Tibet","China",31.6927,88.0924,"4/12/20",1,0,2020-04-12,FALSE
"Tibet","China",31.6927,88.0924,"4/13/20",1,0,2020-04-13,FALSE
"Tibet","China",31.6927,88.0924,"4/14/20",1,0,2020-04-14,FALSE
"Tibet","China",31.6927,88.0924,"4/15/20",1,0,2020-04-15,FALSE
"Xinjiang","China",41.1129,85.2401,"1/22/20",0,0,2020-01-22,FALSE
"Xinjiang","China",41.1129,85.2401,"1/23/20",2,0,2020-01-23,FALSE
"Xinjiang","China",41.1129,85.2401,"1/24/20",2,0,2020-01-24,FALSE
"Xinjiang","China",41.1129,85.2401,"1/25/20",3,0,2020-01-25,FALSE
"Xinjiang","China",41.1129,85.2401,"1/26/20",4,0,2020-01-26,FALSE
"Xinjiang","China",41.1129,85.2401,"1/27/20",5,0,2020-01-27,FALSE
"Xinjiang","China",41.1129,85.2401,"1/28/20",10,0,2020-01-28,FALSE
"Xinjiang","China",41.1129,85.2401,"1/29/20",13,0,2020-01-29,FALSE
"Xinjiang","China",41.1129,85.2401,"1/30/20",14,0,2020-01-30,FALSE
"Xinjiang","China",41.1129,85.2401,"1/31/20",17,0,2020-01-31,FALSE
"Xinjiang","China",41.1129,85.2401,"2/1/20",18,0,2020-02-01,FALSE
"Xinjiang","China",41.1129,85.2401,"2/2/20",21,0,2020-02-02,FALSE
"Xinjiang","China",41.1129,85.2401,"2/3/20",24,0,2020-02-03,FALSE
"Xinjiang","China",41.1129,85.2401,"2/4/20",29,0,2020-02-04,FALSE
"Xinjiang","China",41.1129,85.2401,"2/5/20",32,0,2020-02-05,FALSE
"Xinjiang","China",41.1129,85.2401,"2/6/20",36,0,2020-02-06,FALSE
"Xinjiang","China",41.1129,85.2401,"2/7/20",39,0,2020-02-07,FALSE
"Xinjiang","China",41.1129,85.2401,"2/8/20",42,0,2020-02-08,FALSE
"Xinjiang","China",41.1129,85.2401,"2/9/20",45,0,2020-02-09,FALSE
"Xinjiang","China",41.1129,85.2401,"2/10/20",49,0,2020-02-10,FALSE
"Xinjiang","China",41.1129,85.2401,"2/11/20",55,0,2020-02-11,FALSE
"Xinjiang","China",41.1129,85.2401,"2/12/20",59,0,2020-02-12,FALSE
"Xinjiang","China",41.1129,85.2401,"2/13/20",63,1,2020-02-13,FALSE
"Xinjiang","China",41.1129,85.2401,"2/14/20",65,1,2020-02-14,FALSE
