"geo_type","region","transportation_type","alternative_name","sub-region","country.x","date","mobility","week_day","weekend_ind","entity_name","country.y","country_name.x","mean_temp","county","state","fips","country_name.y","CountryCode","Date","C1_School closing","C1_Flag","C2_Workplace closing","C2_Flag","C3_Cancel public events","C3_Flag","C4_Restrictions on gatherings","C4_Flag","C5_Close public transport","C5_Flag","C6_Stay at home requirements","C6_Flag","C7_Restrictions on internal movement","C7_Flag","C8_International travel controls","E1_Income support","E1_Flag","E2_Debt/contract relief","E3_Fiscal measures","E4_International support","H1_Public information campaigns","H1_Flag","H2_Testing policy","H3_Contact tracing","H4_Emergency investment in healthcare","H5_Investment in vaccines","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","LegacyStringencyIndex","LegacyStringencyIndexForDisplay","cases","predicted_walking_baseline","percent_of_predicted","lag_cases","new_cases","smoothed_percent_of_predicted"
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-04-29,25.6,4,"Week Day","Thailand","TH","Thailand",84.948,NA,NA,NA,"Thailand","THA",20200429,3,1,3,0,2,1,3,0,2,0,1,1,2,0,4,2,1,2,0,0,2,1,1,2,0,0,NA,2938,54,80.04,80.04,84.05,84.05,2947,103.29077911377,0.247844001368243,2938,9,0.24435173426334
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-04-30,28.5,5,"Week Day","Thailand","TH","Thailand",86,NA,NA,NA,"Thailand","THA",20200430,3,1,3,0,2,1,3,0,2,0,1,1,2,0,4,2,1,2,0,0,2,1,1,2,0,0,NA,2954,54,80.04,80.04,84.05,84.05,2954,105.041122436523,0.271322310147843,2947,7,0.248929622285387
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-01,29.76,6,"Week Day","Thailand","TH","Thailand",85.444,NA,NA,NA,"Thailand","THA",20200501,3,1,3,0,2,1,3,0,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,2960,54,80.04,80.04,84.05,84.05,2960,124.995315551758,0.238088922521877,2954,6,0.253574407622684
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-02,30.05,7,"Weekend","Thailand","TH","Thailand",87.456,NA,NA,NA,"Thailand","THA",20200502,3,1,3,0,2,1,3,0,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,2960,54,80.04,80.04,84.05,84.05,2966,126.729217529297,0.237119747015349,2960,6,0.258459853217437
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-03,28.59,1,"Weekend","Thailand","TH","Thailand",88.688,NA,NA,NA,"Thailand","THA",20200503,3,1,2,1,2,1,3,1,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,2966,54,83.73,83.73,84.05,84.05,2969,112.443260192871,0.25426157113339,2966,3,0.263259210001286
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-04,28.45,2,"Week Day","Thailand","TH","Thailand",87.284,NA,NA,NA,"Thailand","THA",20200504,3,1,2,1,2,1,3,1,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,2969,54,83.73,83.73,84.05,84.05,2987,100.745048522949,0.28239601267867,2969,18,0.267645728905868
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-05,30.58,3,"Week Day","Thailand","TH","Thailand",90.196,NA,NA,NA,"Thailand","THA",20200505,3,1,2,1,2,1,3,1,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,2987,54,83.73,83.73,84.05,84.05,2988,101.512161254883,0.301244694448165,2987,1,0.271727283880547
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-06,29.78,4,"Week Day","Thailand","TH","Thailand",90.612,NA,NA,NA,"Thailand","THA",20200506,3,1,2,1,2,1,3,1,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,2988,54,83.73,83.73,84.05,84.05,2989,103.29077911377,0.288312279716652,2988,1,0.275802221502728
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-07,30.96,5,"Week Day","Thailand","TH","Thailand",89.668,NA,NA,NA,"Thailand","THA",20200507,3,1,2,1,2,1,3,1,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,2989,55,83.73,83.73,84.05,84.05,2992,105.041122436523,0.294741709550078,2989,3,0.279829501646106
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-08,32.85,6,"Week Day","Thailand","TH","Thailand",89.344,NA,NA,NA,"Thailand","THA",20200508,3,1,2,1,2,1,3,1,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,2992,55,83.73,83.73,84.05,84.05,3000,124.995315551758,0.26280984895308,2992,8,0.283768084184377
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-09,33.92,7,"Weekend","Thailand","TH","Thailand",90.156,NA,NA,NA,"Thailand","THA",20200509,3,1,2,1,2,1,3,1,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,3000,55,83.73,83.73,84.05,84.05,3004,126.729217529297,0.267657298461252,3000,4,0.28759989591437
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-10,31.19,1,"Weekend","Thailand","TH","Thailand",89.876,NA,NA,NA,"Thailand","THA",20200510,3,1,2,1,2,1,3,1,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,3004,56,83.73,83.73,84.05,84.05,3009,112.443260192871,0.277384344303968,3004,5,0.291336982651807
"country/region","Thailand","walking","<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E44><U+0E17><U+0E22>",NA,NA,2020-05-13,32.68,4,"Week Day","Thailand","TH","Thailand",89.128,NA,NA,NA,"Thailand","THA",20200513,3,1,2,1,2,1,3,1,2,0,1,1,2,0,4,2,1,2,0,0,2,1,2,1,0,0,NA,3017,56,83.73,83.73,84.05,84.05,3017,103.29077911377,0.316388357996648,3009,8,0.302021276929167
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-13,100,2,"Week Day","Turkey","TU","Turkey",38.64,NA,NA,NA,NA,"TUR",20200113,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,102.120407104492,0.979236205919914,NA,NA,0.983963579139287
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-14,100.97,3,"Week Day","Turkey","TU","Turkey",36.1566666666667,NA,NA,NA,NA,"TUR",20200114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,NA,102.786529541016,0.982327163402372,NA,NA,0.987701380338221
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-15,104.45,4,"Week Day","Turkey","TU","Turkey",37.0666666666667,NA,NA,NA,NA,"TUR",20200115,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,NA,104.666137695312,0.997934979735837,NA,NA,0.991421652267286
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-16,105.61,5,"Week Day","Turkey","TU","Turkey",37.3466666666667,NA,NA,NA,NA,"TUR",20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,NA,107.759880065918,0.980049346151807,NA,NA,0.995235454269694
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-17,133.4,6,"Week Day","Turkey","TU","Turkey",35.76,NA,NA,NA,NA,"TUR",20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,NA,130.659851074219,1.02097162137606,NA,NA,0.999257627448372
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-18,141.4,7,"Weekend","Turkey","TU","Turkey",36.3133333333333,NA,NA,NA,NA,"TUR",20200118,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,NA,134.310592651367,1.05278368004104,NA,NA,1.00340178190238
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-19,100.15,1,"Weekend","Turkey","TU","Turkey",36.07,NA,NA,NA,NA,"TUR",20200119,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,NA,98.6630706787109,1.01507077887461,NA,NA,1.00747713046911
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-20,98.86,2,"Week Day","Turkey","TU","Turkey",36.1066666666667,NA,NA,NA,NA,"TUR",20200120,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,NA,104.616241455078,0.94497755439293,NA,NA,1.01129288598597
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-21,105.99,3,"Week Day","Turkey","TU","Turkey",35.47,NA,NA,NA,NA,"TUR",20200121,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,NA,107.848190307617,0.982770315363503,NA,NA,1.01504780942966
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-22,116.43,4,"Week Day","Turkey","TU","Turkey",35.33,NA,NA,NA,"Turkey","TUR",20200122,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,0,110.911521911621,1.04975567906079,NA,NA,1.0188852112866
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-23,109.98,5,"Week Day","Turkey","TU","Turkey",35.5766666666667,NA,NA,NA,"Turkey","TUR",20200123,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,0,0,0,0,0,110.38533782959,0.996327974008508,0,0,1.02253112865875
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-24,122.95,6,"Week Day","Turkey","TU","Turkey",33.2033333333333,NA,NA,NA,"Turkey","TUR",20200124,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,126.594619750977,0.971210310847761,0,0,1.0257115986481
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-25,137.8,7,"Weekend","Turkey","TU","Turkey",33.9633333333333,NA,NA,NA,"Turkey","TUR",20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,129.542449951172,1.06374397004179,0,0,1.03035591459647
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-26,113.11,1,"Weekend","Turkey","TU","Turkey",37.4766666666667,NA,NA,NA,"Turkey","TUR",20200126,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,105.043380737305,1.07679321825017,0,0,1.03613616498554
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-27,116.57,2,"Week Day","Turkey","TU","Turkey",40.3633333333333,NA,NA,NA,"Turkey","TUR",20200127,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,110.453330993652,1.05537785914939,0,0,1.03939257962705
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-28,115.92,3,"Week Day","Turkey","TU","Turkey",42.3,NA,NA,NA,"Turkey","TUR",20200128,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,110.596794128418,1.04813164715607,0,0,1.03916831212606
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-29,119.46,4,"Week Day","Turkey","TU","Turkey",43.97,NA,NA,NA,"Turkey","TUR",20200129,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,112.37540435791,1.06304400578196,0,0,1.03712944080044
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-30,110.74,5,"Week Day","Turkey","TU","Turkey",42.96,NA,NA,NA,"Turkey","TUR",20200130,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,110.466041564941,1.00248002400717,0,0,1.03355058253118
"country/region","Turkey","walking","Türkiye",NA,NA,2020-01-31,126.5,6,"Week Day","Turkey","TU","Turkey",38.4633333333333,NA,NA,NA,"Turkey","TUR",20200131,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,128.533935546875,0.984175886794245,0,0,1.02870635419927
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-01,136.48,7,"Weekend","Turkey","TU","Turkey",39.27,NA,NA,NA,"Turkey","TUR",20200201,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,135.040649414062,1.01065864680141,0,0,1.0197824843498
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-02,115.89,1,"Weekend","Turkey","TU","Turkey",41.9566666666667,NA,NA,NA,"Turkey","TUR",20200202,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,105.265213012695,1.10093350579192,0,0,1.00672390616706
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-03,102.28,2,"Week Day","Turkey","TU","Turkey",44.59,NA,NA,NA,"Turkey","TUR",20200203,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,104.08130645752,0.982693275874139,0,0,0.993944043490842
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-04,106.53,3,"Week Day","Turkey","TU","Turkey",45,NA,NA,NA,"Turkey","TUR",20200204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,105.15234375,1.01310152680263,0,0,0.985856320160929
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-05,97.02,4,"Week Day","Turkey","TU","Turkey",48.6233333333333,NA,NA,NA,"Turkey","TUR",20200205,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,8.33,8.33,8.57,8.57,0,100.933479309082,0.961227143502127,0,0,0.981840923228335
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-06,93.83,5,"Week Day","Turkey","TU","Turkey",44.95,NA,NA,NA,"Turkey","TUR",20200206,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,NA,NA,NA,8.33,8.33,8.57,8.57,0,101.891105651855,0.92088509001562,0,0,0.978721548103822
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-07,110.49,6,"Week Day","Turkey","TU","Turkey",38.8466666666667,NA,NA,NA,"Turkey","TUR",20200207,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,120.350784301758,0.918066306264912,0,0,0.977076881166802
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-08,113.95,7,"Weekend","Turkey","TU","Turkey",30.18,NA,NA,NA,"Turkey","TUR",20200208,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,117.659278869629,0.968474404184145,0,0,0.977485608796686
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-09,98.59,1,"Weekend","Turkey","TU","Turkey",25.73,NA,NA,NA,"Turkey","TUR",20200209,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,95.3756256103516,1.03370226270159,0,0,0.983659922816024
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-10,102.85,2,"Week Day","Turkey","TU","Turkey",26.6266666666667,NA,NA,NA,"Turkey","TUR",20200210,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,100.606300354004,1.02230178068472,0,0,0.994141348868026
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-11,104.58,3,"Week Day","Turkey","TU","Turkey",31.8233333333333,NA,NA,NA,"Turkey","TUR",20200211,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,104.655197143555,0.999281477216544,0,0,1.0017525740631
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-12,107.21,4,"Week Day","Turkey","TU","Turkey",37.0833333333333,NA,NA,NA,"Turkey","TUR",20200212,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,107.138740539551,1.00066511385228,0,0,1.00590319916856
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-13,116.8,5,"Week Day","Turkey","TU","Turkey",36.6733333333333,NA,NA,NA,"Turkey","TUR",20200213,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,115.815811157227,1.00849787980535,0,0,1.01038056141058
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-14,140.46,6,"Week Day","Turkey","TU","Turkey",35.2566666666667,NA,NA,NA,"Turkey","TUR",20200214,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,141.343032836914,0.99375255490709,0,0,1.01457395258789
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-15,143.77,7,"Weekend","Turkey","TU","Turkey",37.5833333333333,NA,NA,NA,"Turkey","TUR",20200215,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,141.096466064453,1.01894827000363,0,0,1.0178726644992
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-16,117.01,1,"Weekend","Turkey","TU","Turkey",39.7833333333333,NA,NA,NA,"Turkey","TUR",20200216,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,103.623031616211,1.12918912113448,0,0,1.02101582716464
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-17,111.37,2,"Week Day","Turkey","TU","Turkey",40.4766666666667,NA,NA,NA,"Turkey","TUR",20200217,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,109.245933532715,1.0194429796936,0,0,1.02442861292698
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-18,113.16,3,"Week Day","Turkey","TU","Turkey",42.27,NA,NA,NA,"Turkey","TUR",20200218,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,112.049819946289,1.00990791466013,0,0,1.02702937706886
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-19,113.32,4,"Week Day","Turkey","TU","Turkey",43.81,NA,NA,NA,"Turkey","TUR",20200219,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,113.82844543457,0.99553323044491,0,0,1.02773647487291
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-20,107.45,5,"Week Day","Turkey","TU","Turkey",44.02,NA,NA,NA,"Turkey","TUR",20200220,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,115.177864074707,0.932904954117793,0,0,1.02492333399057
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-21,126.14,6,"Week Day","Turkey","TU","Turkey",42.99,NA,NA,NA,"Turkey","TUR",20200221,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,140.317932128906,0.898958515752061,0,0,1.0192953748125
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-22,153.57,7,"Weekend","Turkey","TU","Turkey",41.9133333333333,NA,NA,NA,"Turkey","TUR",20200222,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,140.539352416992,1.09271885318174,0,0,1.01326894173023
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-23,127.44,1,"Weekend","Turkey","TU","Turkey",42.6833333333333,NA,NA,NA,"Turkey","TUR",20200223,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,102.999382019043,1.23728897690317,0,0,1.00926037913528
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-24,109.87,2,"Week Day","Turkey","TU","Turkey",46.14,NA,NA,NA,"Turkey","TUR",20200224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,111.282707214355,0.987305240412293,0,0,1.00671435003851
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-25,113.45,3,"Week Day","Turkey","TU","Turkey",44.2566666666667,NA,NA,NA,"Turkey","TUR",20200225,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,112.049819946289,1.01249604911799,0,0,1.00422576829285
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-26,115.04,4,"Week Day","Turkey","TU","Turkey",47.3333333333333,NA,NA,NA,"Turkey","TUR",20200226,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,113.82844543457,1.01064368893737,0,0,1.00293635455296
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-27,105.49,5,"Week Day","Turkey","TU","Turkey",50.3566666666667,NA,NA,NA,"Turkey","TUR",20200227,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,115.177864074707,0.915887795345612,0,0,1.0010322988463
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-28,120.33,6,"Week Day","Turkey","TU","Turkey",47.7966666666667,NA,NA,NA,"Turkey","TUR",20200228,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,140.317932128906,0.857552546380573,0,0,0.997844869431977
"country/region","Turkey","walking","Türkiye",NA,NA,2020-02-29,131.5,7,"Weekend","Turkey","TU","Turkey",44.0533333333333,NA,NA,NA,"Turkey","TUR",20200229,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,140.539352416992,0.935680987128988,0,0,0.996233404312041
"country/region","Turkey","walking","Türkiye",NA,NA,2020-03-01,124.52,1,"Weekend","Turkey","TU","Turkey",43.4533333333333,NA,NA,NA,"Turkey","TUR",20200301,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,102.999382019043,1.20893929224719,0,0,0.999057241488548
"country/region","Turkey","walking","Türkiye",NA,NA,2020-03-02,110.83,2,"Week Day","Turkey","TU","Turkey",47.0533333333333,NA,NA,NA,"Turkey","TUR",20200302,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,111.282707214355,0.995931917674473,0,0,1.01576954755419
"country/region","Turkey","walking","Türkiye",NA,NA,2020-03-03,114.36,3,"Week Day","Turkey","TU","Turkey",51.0166666666667,NA,NA,NA,"Turkey","TUR",20200303,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,112.049819946289,1.02061743655472,0,0,1.04464290703955
"country/region","Turkey","walking","Türkiye",NA,NA,2020-03-04,113.61,4,"Week Day","Turkey","TU","Turkey",52.7933333333333,NA,NA,NA,"Turkey","TUR",20200304,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,0,NA,0,10.75,0,2,1,2,1,0,0,NA,NA,NA,19.44,19.44,22.86,22.86,0,113.82844543457,0.998080924027941,0,0,1.07176578485349
