"geo_type","region","transportation_type","alternative_name","sub-region","country.x","date","mobility","week_day","weekend_ind","entity_name","country.y","country_name.x","mean_temp","county","state","fips","country_name.y","CountryCode","Date","C1_School closing","C1_Flag","C2_Workplace closing","C2_Flag","C3_Cancel public events","C3_Flag","C4_Restrictions on gatherings","C4_Flag","C5_Close public transport","C5_Flag","C6_Stay at home requirements","C6_Flag","C7_Restrictions on internal movement","C7_Flag","C8_International travel controls","E1_Income support","E1_Flag","E2_Debt/contract relief","E3_Fiscal measures","E4_International support","H1_Public information campaigns","H1_Flag","H2_Testing policy","H3_Contact tracing","H4_Emergency investment in healthcare","H5_Investment in vaccines","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","LegacyStringencyIndex","LegacyStringencyIndexForDisplay","cases","predicted_walking_baseline","percent_of_predicted","lag_cases","new_cases","smoothed_percent_of_predicted"
"country/region","Albania","walking",NA,NA,NA,2020-01-13,100,2,"Week Day","Albania","AL","Albania",44.78,NA,NA,NA,NA,"ALB",20200113,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,99.7287673950195,1.00271970277048,NA,NA,0.988459699336888
"country/region","Albania","walking",NA,NA,NA,2020-01-14,100.68,3,"Week Day","Albania","AL","Albania",42.62,NA,NA,NA,NA,"ALB",20200114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,100.495880126953,1.00183211364301,NA,NA,0.969494099036642
"country/region","Albania","walking",NA,NA,NA,2020-01-15,98.93,4,"Week Day","Albania","AL","Albania",41.18,NA,NA,NA,NA,"ALB",20200115,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,102.27449798584,0.967298808092875,NA,NA,0.951647169293733
"country/region","Albania","walking",NA,NA,NA,2020-01-16,98.46,5,"Week Day","Albania","AL","Albania",40.46,NA,NA,NA,NA,"ALB",20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,103.331466674805,0.952855922483557,NA,NA,0.934961691818198
"country/region","Albania","walking",NA,NA,NA,2020-01-17,100.85,6,"Week Day","Albania","AL","Albania",40.82,NA,NA,NA,NA,"ALB",20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,123.270820617676,0.818117373557414,NA,NA,0.919341494462116
"country/region","Albania","walking",NA,NA,NA,2020-01-18,100.13,7,"Weekend","Albania","AL","Albania",42.98,NA,NA,NA,NA,"ALB",20200118,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,126.921569824219,0.788912397937372,NA,NA,0.904698066248577
"country/region","Albania","walking",NA,NA,NA,2020-01-19,82.13,1,"Weekend","Albania","AL","Albania",45.68,NA,NA,NA,NA,"ALB",20200119,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,95.164306640625,0.863033661456209,NA,NA,0.891085680644139
"country/region","Albania","walking",NA,NA,NA,2020-01-20,95.65,2,"Week Day","Albania","AL","Albania",40.82,NA,NA,NA,NA,"ALB",20200120,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,99.7287673950195,0.959101395699961,NA,NA,0.878558611115362
"country/region","Albania","walking",NA,NA,NA,2020-01-21,97.78,3,"Week Day","Albania","AL","Albania",37.58,NA,NA,NA,NA,"ALB",20200121,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,101.699760437012,0.961457525365171,NA,NA,0.86822313750315
"country/region","Albania","walking",NA,NA,NA,2020-01-22,95.39,4,"Week Day","Albania","AL","Albania",38.66,NA,NA,NA,"Albania","ALB",20200122,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,103.478378295898,0.921835088362425,NA,NA,0.860247323856388
"country/region","Albania","walking",NA,NA,NA,2020-01-23,94.24,5,"Week Day","Albania","AL","Albania",39.92,NA,NA,NA,"Albania","ALB",20200123,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,105.991889953613,0.889124630584883,0,0,0.853278119953606
"country/region","Albania","walking",NA,NA,NA,2020-01-24,93.73,6,"Week Day","Albania","AL","Albania",42.8,NA,NA,NA,"Albania","ALB",20200124,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,123.270820617676,0.760358368106459,0,0,0.845962475573333
"country/region","Albania","walking",NA,NA,NA,2020-01-25,97.06,7,"Weekend","Albania","AL","Albania",50.54,NA,NA,NA,"Albania","ALB",20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,126.921569824219,0.764724231936496,0,0,0.833806747201187
"country/region","Albania","walking",NA,NA,NA,2020-01-26,77.27,1,"Weekend","Albania","AL","Albania",51.08,NA,NA,NA,"Albania","ALB",20200126,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,95.164306640625,0.811964093762587,0,0,0.818777978817949
"country/region","Albania","walking",NA,NA,NA,2020-01-27,83.37,2,"Week Day","Albania","AL","Albania",51.44,NA,NA,NA,"Albania","ALB",20200127,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,99.7287673950195,0.835967416199747,0,0,0.8092141514449
"country/region","Albania","walking",NA,NA,NA,2020-01-28,82.73,3,"Week Day","Albania","AL","Albania",52.16,NA,NA,NA,"Albania","ALB",20200128,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,100.495880126953,0.82321782639736,0,0,0.808212366201233
"country/region","Albania","walking",NA,NA,NA,2020-01-29,84.39,4,"Week Day","Albania","AL","Albania",54.68,NA,NA,NA,"Albania","ALB",20200129,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,101.89933013916,0.828170311666933,0,0,0.811573410237867
"country/region","Albania","walking",NA,NA,NA,2020-01-30,88.19,5,"Week Day","Albania","AL","Albania",46.22,NA,NA,NA,"Albania","ALB",20200130,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,105.368240356445,0.836969467286026,0,0,0.816690793623676
"country/region","Albania","walking",NA,NA,NA,2020-01-31,90.79,6,"Week Day","Albania","AL","Albania",48.02,NA,NA,NA,"Albania","ALB",20200131,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,123.270820617676,0.73650844169834,0,0,0.82095802642753
"country/region","Albania","walking",NA,NA,NA,2020-02-01,88.7,7,"Weekend","Albania","AL","Albania",53.42,NA,NA,NA,"Albania","ALB",20200201,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,119.364318847656,0.743103138830014,0,0,0.8259832200404
"country/region","Albania","walking",NA,NA,NA,2020-02-02,79.32,1,"Weekend","Albania","AL","Albania",53.42,NA,NA,NA,"Albania","ALB",20200202,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,92.1403884887695,0.860860273121899,0,0,0.833541002874158
"country/region","Albania","walking",NA,NA,NA,2020-02-03,87.12,2,"Week Day","Albania","AL","Albania",53.24,NA,NA,NA,"Albania","ALB",20200203,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,96.7048492431641,0.900885536576734,0,0,0.841274660529029
"country/region","Albania","walking",NA,NA,NA,2020-02-04,88.06,3,"Week Day","Albania","AL","Albania",54.32,NA,NA,NA,"Albania","ALB",20200204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,99.9022064208984,0.881462013251179,0,0,0.846827478605237
"country/region","Albania","walking",NA,NA,NA,2020-02-05,99.4,4,"Week Day","Albania","AL","Albania",46.4,NA,NA,NA,"Albania","ALB",20200205,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,102.055992126465,0.97397514765058,0,0,0.851492443456169
"country/region","Albania","walking",NA,NA,NA,2020-02-06,85.84,5,"Week Day","Albania","AL","Albania",41.36,NA,NA,NA,"Albania","ALB",20200206,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,104.757942199707,0.819412812026772,0,0,0.856885835724469
"country/region","Albania","walking",NA,NA,NA,2020-02-07,94.63,6,"Week Day","Albania","AL","Albania",41.36,NA,NA,NA,"Albania","ALB",20200207,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,122.660522460938,0.771478859713286,0,0,0.861135882444254
"country/region","Albania","walking",NA,NA,NA,2020-02-08,99.74,7,"Weekend","Albania","AL","Albania",40.46,NA,NA,NA,"Albania","ALB",20200208,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,124.679084777832,0.799973790132712,0,0,0.862370810649641
"country/region","Albania","walking",NA,NA,NA,2020-02-09,81.41,1,"Weekend","Albania","AL","Albania",43.16,NA,NA,NA,"Albania","ALB",20200209,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,94.5540084838867,0.860989410236091,0,0,0.859125048490085
"country/region","Albania","walking",NA,NA,NA,2020-02-10,90.19,2,"Week Day","Albania","AL","Albania",50.9,NA,NA,NA,"Albania","ALB",20200210,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,99.1184692382812,0.909921235599218,0,0,0.852996237765121
"country/region","Albania","walking",NA,NA,NA,2020-02-11,90.45,3,"Week Day","Albania","AL","Albania",58.46,NA,NA,NA,"Albania","ALB",20200211,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,104.780723571777,0.863231297864054,0,0,0.846707425983982
"country/region","Albania","walking",NA,NA,NA,2020-02-12,94.16,4,"Week Day","Albania","AL","Albania",55.22,NA,NA,NA,"Albania","ALB",20200212,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,105.652732849121,0.891221622581846,0,0,0.841233055370823
"country/region","Albania","walking",NA,NA,NA,2020-02-13,95.69,5,"Week Day","Albania","AL","Albania",49.46,NA,NA,NA,"Albania","ALB",20200213,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,115.589515686035,0.827843247132497,0,0,0.835296619448079
"country/region","Albania","walking",NA,NA,NA,2020-02-14,109.21,6,"Week Day","Albania","AL","Albania",48.74,NA,NA,NA,"Albania","ALB",20200214,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,140.729568481445,0.776027391957781,0,0,0.828244742672395
"country/region","Albania","walking",NA,NA,NA,2020-02-15,108.4,7,"Weekend","Albania","AL","Albania",48.02,NA,NA,NA,"Albania","ALB",20200215,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,140.950988769531,0.769061650055146,0,0,0.819424049500418
"country/region","Albania","walking",NA,NA,NA,2020-02-16,84.52,1,"Weekend","Albania","AL","Albania",45.68,NA,NA,NA,"Albania","ALB",20200216,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,101.666709899902,0.83134390877029,0,0,0.807138162970828
"country/region","Albania","walking",NA,NA,NA,2020-02-17,96.63,2,"Week Day","Albania","AL","Albania",46.58,NA,NA,NA,"Albania","ALB",20200217,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,109.950035095215,0.878853744033097,0,0,0.791811503230394
"country/region","Albania","walking",NA,NA,NA,2020-02-18,87.38,3,"Week Day","Albania","AL","Albania",46.76,NA,NA,NA,"Albania","ALB",20200218,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,110.717147827148,0.789218307325055,0,0,0.7759718903979
"country/region","Albania","walking",NA,NA,NA,2020-02-19,81.49,4,"Week Day","Albania","AL","Albania",51.26,NA,NA,NA,"Albania","ALB",20200219,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,112.49577331543,0.724382770999833,0,0,0.762147144592127
"country/region","Albania","walking",NA,NA,NA,2020-02-20,87.21,5,"Week Day","Albania","AL","Albania",49.46,NA,NA,NA,"Albania","ALB",20200220,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,115.589515686035,0.75448019210393,0,0,0.747194846428732
"country/region","Albania","walking",NA,NA,NA,2020-02-21,93.52,6,"Week Day","Albania","AL","Albania",43.34,NA,NA,NA,"Albania","ALB",20200221,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,140.729568481445,0.664536962694732,0,0,0.729188067450591
"country/region","Albania","walking",NA,NA,NA,2020-02-22,94.5,7,"Weekend","Albania","AL","Albania",45.86,NA,NA,NA,"Albania","ALB",20200222,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,140.950988769531,0.67044581116431,0,0,0.712477864167317
"country/region","Albania","walking",NA,NA,NA,2020-02-23,74.8,1,"Weekend","Albania","AL","Albania",44.24,NA,NA,NA,"Albania","ALB",20200223,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,101.666709899902,0.735737392049429,0,0,0.70141529308852
"country/region","Albania","walking",NA,NA,NA,2020-02-24,87.25,2,"Week Day","Albania","AL","Albania",47.84,NA,NA,NA,"Albania","ALB",20200224,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,109.950035095215,0.793542266034231,0,0,0.694934962976989
"country/region","Albania","walking",NA,NA,NA,2020-02-25,81.41,3,"Week Day","Albania","AL","Albania",52.88,NA,NA,NA,"Albania","ALB",20200225,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,1e+06,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,110.717147827148,0.735297120614932,0,0,0.690476465311919
"country/region","Albania","walking",NA,NA,NA,2020-02-26,77.78,4,"Week Day","Albania","AL","Albania",55.76,NA,NA,NA,"Albania","ALB",20200226,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,113.419006347656,0.685775713477737,0,0,0.690148330677533
"country/region","Albania","walking",NA,NA,NA,2020-02-27,74.5,5,"Week Day","Albania","AL","Albania",47.84,NA,NA,NA,"Albania","ALB",20200227,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,115.589515686035,0.64452212259767,0,0,0.699404621855784
"country/region","Albania","walking",NA,NA,NA,2020-02-28,81.19,6,"Week Day","Albania","AL","Albania",44.96,NA,NA,NA,"Albania","ALB",20200228,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,140.729568481445,0.576922112929698,0,0,0.717061824742215
"country/region","Albania","walking",NA,NA,NA,2020-02-29,87.97,7,"Weekend","Albania","AL","Albania",43.16,NA,NA,NA,"Albania","ALB",20200229,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,140.950988769531,0.624117650879623,0,0,0.735272104591426
"country/region","Albania","walking",NA,NA,NA,2020-03-01,78.42,1,"Weekend","Albania","AL","Albania",49.46,NA,NA,NA,"Albania","ALB",20200301,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,101.666709899902,0.771343934284976,0,0,0.746187626658016
"country/region","Albania","walking",NA,NA,NA,2020-03-02,94.88,2,"Week Day","Albania","AL","Albania",60.44,NA,NA,NA,"Albania","ALB",20200302,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,111.082092285156,0.854143076063383,0,0,0.759432861874458
"country/region","Albania","walking",NA,NA,NA,2020-03-03,95.65,3,"Week Day","Albania","AL","Albania",60.08,NA,NA,NA,"Albania","ALB",20200303,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,111.84920501709,0.855169243137538,0,0,0.780808368190649
"country/region","Albania","walking",NA,NA,NA,2020-03-04,91.13,4,"Week Day","Albania","AL","Albania",50.54,NA,NA,NA,"Albania","ALB",20200304,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,112.49577331543,0.810074879386609,0,0,0.796730441387325
"country/region","Albania","walking",NA,NA,NA,2020-03-05,94.46,5,"Week Day","Albania","AL","Albania",50.18,NA,NA,NA,"Albania","ALB",20200305,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,115.589515686035,0.817202143631891,0,0,0.793615377245223
"country/region","Albania","walking",NA,NA,NA,2020-03-06,103.8,6,"Week Day","Albania","AL","Albania",52.34,NA,NA,NA,"Albania","ALB",20200306,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,140.729568481445,0.737584866635086,0,0,0.764287647919152
"country/region","Albania","walking",NA,NA,NA,2020-03-07,92.92,7,"Weekend","Albania","AL","Albania",52.52,NA,NA,NA,"Albania","ALB",20200307,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,140.950988769531,0.65923624098823,0,0,0.717852743790419
"country/region","Albania","walking",NA,NA,NA,2020-03-08,82.47,1,"Weekend","Albania","AL","Albania",52.7,NA,NA,NA,"Albania","ALB",20200308,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,1,1,0,0,NA,NA,NA,2.78,2.78,2.86,2.86,0,101.666709899902,0.811179982918668,0,0,0.665148487979507
"country/region","Albania","walking",NA,NA,NA,2020-03-09,87.25,2,"Week Day","Albania","AL","Albania",51.08,NA,NA,NA,"Albania","ALB",20200309,3,1,2,0,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,0,NA,1,1,0,0,NA,2,0,39.42,39.42,38.57,38.57,2,109.950035095215,0.793542266034231,0,2,0.617012703606897
"country/region","Albania","walking",NA,NA,NA,2020-03-10,63.37,3,"Week Day","Albania","AL","Albania",48.92,NA,NA,NA,"Albania","ALB",20200310,3,1,2,0,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,6,0,50.53,50.53,52.86,52.86,10,110.717147827148,0.572359397289869,2,8,0.560281769151776
"country/region","Albania","walking",NA,NA,NA,2020-03-11,46.7,4,"Week Day","Albania","AL","Albania",50.36,NA,NA,NA,"Albania","ALB",20200311,3,1,2,0,2,1,3,1,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,NA,10,0,53.31,53.31,55.71,55.71,12,112.49577331543,0.415126707641333,10,2,0.491170839774029
"country/region","Albania","walking",NA,NA,NA,2020-03-12,37.87,5,"Week Day","Albania","AL","Albania",53.42,NA,NA,NA,"Albania","ALB",20200312,3,1,2,0,2,1,3,1,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,NA,11,1,53.31,53.31,55.71,55.71,23,112.957389831543,0.335259163269236,12,11,0.434585903615186
"country/region","Albania","walking",NA,NA,NA,2020-03-13,31.43,6,"Week Day","Albania","AL","Albania",54.86,NA,NA,NA,"Albania","ALB",20200313,3,1,2,0,2,1,3,1,2,0,2,1,2,1,2,0,NA,0,0,0,2,1,1,1,0,0,NA,23,1,80.82,80.82,79.52,79.52,33,140.746200561523,0.223309758093692,23,10,0.391674527728158
"country/region","Albania","walking",NA,NA,NA,2020-03-14,37.78,7,"Weekend","Albania","AL","Albania",55.76,NA,NA,NA,"Albania","ALB",20200314,3,1,2,0,2,1,3,1,2,0,2,1,2,1,2,0,NA,0,0,0,2,1,1,1,0,0,NA,33,1,80.82,80.82,79.52,79.52,38,141.564971923828,0.266873927120392,33,5,0.34936244876529
"country/region","Albania","walking",NA,NA,NA,2020-03-15,37.44,1,"Weekend","Albania","AL","Albania",53.24,NA,NA,NA,"Albania","ALB",20200315,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,NA,38,1,84.39,84.39,85.24,85.24,42,99.0345840454102,0.37804975262816,38,4,0.311222909267264
"country/region","Albania","walking",NA,NA,NA,2020-03-16,35.95,2,"Week Day","Albania","AL","Albania",51.26,NA,NA,NA,"Albania","ALB",20200316,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,NA,42,1,84.39,84.39,85.24,85.24,51,109.950035095215,0.326966698726998,42,9,0.28082915177476
"country/region","Albania","walking",NA,NA,NA,2020-03-17,30.87,3,"Week Day","Albania","AL","Albania",49.1,NA,NA,NA,"Albania","ALB",20200317,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,NA,51,1,84.39,84.39,85.24,85.24,55,110.717147827148,0.278818598616668,51,4,0.264396305593852
"country/region","Albania","walking",NA,NA,NA,2020-03-18,33.56,4,"Week Day","Albania","AL","Albania",55.04,NA,NA,NA,"Albania","ALB",20200318,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,NA,55,1,84.39,84.39,85.24,85.24,59,112.512397766113,0.298278240143485,55,4,0.260175911646368
"country/region","Albania","walking",NA,NA,NA,2020-03-19,36.84,5,"Week Day","Albania","AL","Albania",53.06,NA,NA,NA,"Albania","ALB",20200319,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,2.5e+07,0,NA,59,2,84.39,84.39,85.24,85.24,64,115.589515686035,0.318714026798633,59,5,0.259795829896629
"country/region","Albania","walking",NA,NA,NA,2020-03-20,32.62,6,"Week Day","Albania","AL","Albania",51.8,NA,NA,NA,"Albania","ALB",20200320,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,3.45e+08,0,2,1,1,1,2.5e+07,0,NA,70,2,84.39,84.39,85.24,85.24,70,140.729568481445,0.231792084293222,64,6,0.254883920308953
"country/region","Albania","walking",NA,NA,NA,2020-03-21,27.12,7,"Weekend","Albania","AL","Albania",53.96,NA,NA,NA,"Albania","ALB",20200321,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,70,2,84.39,84.39,85.24,85.24,76,140.967620849609,0.192384604610252,70,6,0.244101537166649
"country/region","Albania","walking",NA,NA,NA,2020-03-22,22.64,1,"Weekend","Albania","AL","Albania",56.3,NA,NA,NA,"Albania","ALB",20200322,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,76,2,84.39,84.39,85.24,85.24,89,102.589942932129,0.220684399980397,76,13,0.232687495807229
"country/region","Albania","walking",NA,NA,NA,2020-03-23,25.93,2,"Week Day","Albania","AL","Albania",48.38,NA,NA,NA,"Albania","ALB",20200323,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,89,2,84.39,84.39,85.24,85.24,104,109.950035095215,0.235834394937165,89,15,0.222135847776323
"country/region","Albania","walking",NA,NA,NA,2020-03-24,25.88,3,"Week Day","Albania","AL","Albania",42.26,NA,NA,NA,"Albania","ALB",20200324,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,100,4,84.39,84.39,85.24,85.24,123,110.717147827148,0.233748795989613,104,19,0.213940644619562
